int	string	string	int	DTVector2	int	int	int	int	int	int	int	int	int	int	int	int	DTItemNum[]	int	int	int	int
11499	世界上最短的廊桥	World's Shortest Covered Bridge	11	0.5;0.9	1101	0	0	0	332	0	0	0	0	8	613130	4000	1:5;9001:14;5005:95	5	11498	11500	1167
11500	遗产博物馆	Heritage Museum	11	0.7;0.7	0	0	0	1502	0	331	0	0	0	8	616196	4000	1:5;9001:14;5005:95	5	11499	11501	1167
11501	钴矿博物馆	Cobalt Mining Museum	11	0.8;0.5	0	1201	0	0	332	0	0	0	0	7	619277	4000	1:5;9001:14;5005:95	5	11500	11502	1167
11502	魔鬼之石	Devil's Rock	11	0.8;0.9	1101	0	0	0	331	0	0	0	0	6	622373	4000	1:5;9001:14;5005:95	5	11501	11503	1167
11503	穆斯科卡湖博物馆	Muskoka Lakes Museum	11	0.2;0.2	0	0	1401	0	338	0	0	0	0	10	622373	4000	1:5;9001:14;5005:96	5	11502	11504	1168
11504	哈代湖省立公园	Hardy Lake Provincial Park	11	0.2;0.5	0	0	0	1502	0	0	337	0	0	9	625485	4000	1:5;9001:14;5005:96	5	11503	11505	1168
11505	诺伍德电影院	Norwood Cinemas	11	0.5;0.3	1102	0	0	0	339	0	0	0	0	9	628612	4000	1:5;9001:14;5005:96	5	11504	11506	1168
11506	穆斯科卡遗产地	Muskoka Heritage Place	11	0.2;0.8	1101	0	0	0	338	0	0	0	0	9	631755	4000	1:5;9001:14;5005:96	5	11505	11507	1168
11507	多塞特遗产博物馆	Dorset Heritage Museum	11	0.7;0.5	0	0	1401	0	0	335	0	0	0	8	634914	4000	1:5;9001:14;5005:96	5	11506	11508	1168
11508	野生动物中心	Wildlife Centre	11	0.5;0.9	0	1201	0	0	335	0	0	0	0	8	638089	4000	1:5;9001:14;5005:96	5	11507	11509	1168
11509	鸥湖旋转公园	Gull Lake Rotary Park	11	0.7;0.7	1102	0	0	0	0	0	339	0	0	8	641279	4000	1:5;9001:14;5005:96	5	11508	11510	1168
11510	穆斯科卡湾俱乐部	Muskoka Bay Club	11	0.8;0.5	0	0	0	1502	0	336	0	0	0	7	644485	4000	1:5;9001:14;5005:96	5	11509	11511	1168
11511	空中公园	Aerial Park	11	0.8;0.9	0	1202	0	0	0	0	337	0	0	6	647707	4000	1:5;9001:14;5005:96	5	11510	11512	1168
11512	冒险乐园	Adventure Park	11	0.2;0.2	0	0	0	1501	344	0	0	0	0	10	647707	4000	1:5;9001:14;5005:97	5	11511	11513	1169
11513	童军谷	Scout Valley	11	0.2;0.5	0	0	1402	0	0	340	0	0	0	9	650946	4000	1:5;9001:14;5005:97	5	11512	11514	1169
11514	海滩公园	Beach Park	11	0.5;0.3	1101	0	0	0	342	0	0	0	0	9	654201	4000	1:5;9001:14;5005:97	5	11513	11515	1169
11515	高尔夫博内尔岛	Golf Bonaire	11	0.2;0.8	0	0	0	1501	343	0	0	0	0	9	657472	4000	1:5;9001:14;5005:97	5	11514	11516	1169
11516	马拉省立公园	Mara Provincial Park	11	0.7;0.5	0	0	1401	0	340	0	0	0	0	8	660759	4000	1:5;9001:14;5005:97	5	11515	11517	1169
11517	巴里彩弹射击	Barrie Paintball	11	0.5;0.9	0	1202	0	0	0	0	344	0	0	8	664063	4000	1:5;9001:14;5005:97	5	11516	11518	1169
11518	高尔夫中心	Golf Centre	11	0.7;0.7	1101	0	0	0	343	0	0	0	0	8	667383	4000	1:5;9001:14;5005:97	5	11517	11519	1169
11519	基地博登军事博物馆	Base Borden Military Museum	11	0.8;0.5	0	0	0	1501	0	0	341	0	0	7	670720	4000	1:5;9001:14;5005:97	5	11518	11520	1169
11520	自然公园	Nature Park	11	0.8;0.9	0	1201	0	0	0	344	0	0	0	6	674074	4000	1:5;9001:14;5005:97	5	11519	11521	1169
11521	枫树博物馆	Maple Museum	11	0.2;0.2	1102	0	0	0	0	347	0	0	0	10	674074	4000	1:5;9001:14;5005:98	5	11520	11522	1170
11522	银湖省立公园	Silver Lake Provincial Park	11	0.2;0.5	0	0	1401	0	349	0	0	0	0	9	677444	4000	1:5;9001:14;5005:98	5	11521	11523	1170
11523	卡尔顿广场市政厅	Carleton Place Town Hall	11	0.5;0.3	1102	0	0	0	347	0	0	0	0	9	680831	4000	1:5;9001:14;5005:98	5	11522	11524	1170
11524	圣彼得塞莱斯廷教堂	St. Peter Celestine Church	11	0.2;0.8	0	0	0	1501	0	0	347	0	0	9	684235	4000	1:5;9001:14;5005:98	5	11523	11525	1170
11525	麦克马丁之家	McMartin House	11	0.7;0.5	0	0	1401	0	0	0	346	0	0	8	687656	4000	1:5;9001:14;5005:98	5	11524	11526	1170
11526	磨坊保护区	Mill of Kintail Conservation Area	11	0.5;0.9	0	1201	0	0	348	0	0	0	0	8	691094	4000	1:5;9001:14;5005:98	5	11525	11527	1170
11527	蓝鹭高尔夫俱乐部	Blue Heron Golf Club	11	0.7;0.7	1101	0	0	0	0	347	0	0	0	8	694549	4000	1:5;9001:14;5005:98	5	11526	11528	1170
11528	五跨石桥	Five Span Stone Bridge	11	0.8;0.5	0	0	0	1502	0	0	346	0	0	7	698022	4000	1:5;9001:14;5005:98	5	11527	11529	1170
11529	遗产博物馆	Heritage House Museum	11	0.8;0.9	0	1202	0	0	0	347	0	0	0	6	701512	4000	1:5;9001:14;5005:98	5	11528	11530	1170
11530	哈里森公园	Harrison Park	11	0.2;0.2	1102	0	0	0	354	0	0	0	0	10	701512	5000	1:5;9001:15;5005:100	5	11529	11531	1171
11531	英格利斯瀑布	Inglis Falls	11	0.2;0.5	0	0	1402	0	0	0	350	0	0	9	705020	5000	1:5;9001:15;5005:100	5	11530	11532	1171
11532	海洋铁路博物馆	Marine-Rail Museum	11	0.5;0.3	1101	0	0	0	352	0	0	0	0	9	708545	5000	1:5;9001:15;5005:100	5	11531	11533	1171
11533	水上运动中心	Aquatic Center	11	0.2;0.8	0	0	0	1501	0	350	0	0	0	9	712088	5000	1:5;9001:15;5005:100	5	11532	11534	1171
11534	雪松奔马公园	Cedar Run Horse Park	11	0.7;0.5	0	1201	0	0	0	353	0	0	0	8	715648	5000	1:5;9001:15;5005:100	5	11533	11535	1171
11535	河谷省立公园	River Valley Provincial Park	11	0.5;0.9	0	1202	0	0	0	0	354	0	0	8	719226	5000	1:5;9001:15;5005:100	5	11534	11536	1171
11536	中西区联合教会	Central Westside United Church	11	0.7;0.7	1101	0	0	0	352	0	0	0	0	8	722822	5000	1:5;9001:15;5005:100	5	11535	11537	1171
11537	灰根博物馆	Grey Roots Museum	11	0.8;0.5	0	0	0	1501	350	0	0	0	0	7	726436	5000	1:5;9001:15;5005:100	5	11536	11538	1171
11538	蓝山咖啡	Blue Mountain	11	0.8;0.9	0	1201	0	0	0	354	0	0	0	6	730068	5000	1:5;9001:15;5005:100	5	11537	11539	1171
11539	翡翠湖	Emerald Lake	11	0.2;0.2	1102	0	0	0	0	0	358	0	0	10	730068	5000	1:5;9001:15;5005:101	5	11538	11540	1172
11540	冰原大道	Icefields Parkway	11	0.2;0.5	0	0	0	1502	0	358	0	0	0	9	733718	5000	1:5;9001:15;5005:101	5	11539	11541	1172
11541	天然桥	Natural Bridge	11	0.5;0.3	1102	0	0	0	0	357	0	0	0	9	737387	5000	1:5;9001:15;5005:101	5	11540	11542	1172
11542	朱砂湖	Lake Vermillion	11	0.2;0.8	1101	0	0	0	359	0	0	0	0	9	741074	5000	1:5;9001:15;5005:101	5	11541	11543	1172
11543	米斯塔亚峡谷	Mistaya Canyon	11	0.7;0.5	0	0	1401	0	0	358	0	0	0	8	744779	5000	1:5;9001:15;5005:101	5	11542	11544	1172
11544	塔卡考瀑布	Takakaw Falls	11	0.5;0.9	0	1201	0	0	0	355	0	0	0	8	748503	5000	1:5;9001:15;5005:101	5	11543	11545	1172
11545	鲑鱼湾	Salmon Arm	11	0.7;0.7	0	0	0	1502	0	357	0	0	0	8	752246	5000	1:5;9001:15;5005:101	5	11544	11546	1172
11546	弓谷公园大道	Bow Valley Pkwy	11	0.8;0.5	0	0	0	1502	0	0	355	0	0	7	756007	5000	1:5;9001:15;5005:101	5	11545	11547	1172
11547	菲尔德镇	Field	11	0.8;0.9	0	1202	0	0	0	356	0	0	0	6	759787	5000	1:5;9001:15;5005:101	5	11546	11548	1172
11548	派翠西亚和金字塔湖	Patricia And Pyramid Lake	11	0.2;0.2	1101	0	0	0	363	0	0	0	0	10	759787	5000	1:5;9001:15;5005:102	5	11547	11549	1173
11549	贾斯珀镇	Jasper Town	11	0.2;0.5	0	0	1402	0	361	0	0	0	0	9	763586	5000	1:5;9001:15;5005:102	5	11548	11550	1173
11550	玛琳峡谷	Maligne Canyon	11	0.5;0.3	1102	0	0	0	363	0	0	0	0	9	767404	5000	1:5;9001:15;5005:102	5	11549	11551	1173
11551	野生动物博物馆	Wildlife Museum	11	0.2;0.8	0	0	0	1501	361	0	0	0	0	9	771241	5000	1:5;9001:15;5005:102	5	11550	11552	1173
11552	档案	Archives	11	0.7;0.5	1102	0	0	0	0	0	360	0	0	8	775097	5000	1:5;9001:15;5005:102	5	11551	11553	1173
11553	旧堡点	Old Fort Point	11	0.5;0.9	0	1202	0	0	0	363	0	0	0	8	778972	5000	1:5;9001:15;5005:102	5	11552	11554	1173
11554	马默特盆地	Marmot Basin	11	0.7;0.7	0	0	0	1501	0	364	0	0	0	8	782867	5000	1:5;9001:15;5005:102	5	11553	11555	1173
11555	水上运动中心	Aquatic Centre	11	0.8;0.5	1101	0	0	0	0	364	0	0	0	7	786781	5000	1:5;9001:15;5005:102	5	11554	11556	1173
11556	美术馆	Art Gallery	11	0.8;0.9	0	1201	0	0	364	0	0	0	0	6	790715	5000	1:5;9001:15;5005:102	5	11555	11557	1173
11557	松林省立公园	Pinery Provincial Park	11	0.2;0.2	0	0	0	1502	0	0	368	0	0	10	790715	5000	1:5;9001:15;5005:103	5	11556	11558	1174
11558	宾果国家	Bingo Country	11	0.2;0.5	1102	0	0	0	0	368	0	0	0	9	794669	5000	1:5;9001:15;5005:103	5	11557	11559	1174
11559	岩石峡谷保护区	Rock Glen Conservation Area	11	0.5;0.3	1102	0	0	0	369	0	0	0	0	9	798642	5000	1:5;9001:15;5005:103	5	11558	11560	1174
11560	加拿大石油博物馆	Oil Museum of Canada	11	0.2;0.8	0	0	0	1502	366	0	0	0	0	9	802635	5000	1:5;9001:15;5005:103	5	11559	11561	1174
11561	摩尔博物馆	Moore Museum	11	0.7;0.5	0	0	1401	0	0	365	0	0	0	8	806648	5000	1:5;9001:15;5005:103	5	11560	11562	1174
11562	沙山高尔夫度假村	Sand Hills Golf Resort	11	0.5;0.9	0	1201	0	0	367	0	0	0	0	8	810681	5000	1:5;9001:15;5005:103	5	11561	11563	1174
11563	帝国剧院	Imperial Theatre	11	0.7;0.7	0	0	0	1502	0	0	366	0	0	8	814734	5000	1:5;9001:15;5005:103	5	11562	11564	1174
11564	兰伯顿县博物馆	Lambton County Museum	11	0.8;0.5	1101	0	0	0	0	369	0	0	0	7	818808	5000	1:5;9001:15;5005:103	5	11563	11565	1174
11565	日落高尔夫球	Sunset Golf	11	0.8;0.9	0	1201	0	0	365	0	0	0	0	6	822902	5000	1:5;9001:15;5005:103	5	11564	11566	1174
11566	帕克伍德庄园	Parkwood Estate	11	0.2;0.2	0	0	1402	0	0	0	374	0	0	10	822902	5000	1:5;9001:15;5005:104	5	11565	11567	1175
11567	奥沙瓦机场高尔夫俱乐部	Oshawa Airport Golf Club	11	0.2;0.5	0	0	1402	0	0	0	371	0	0	9	827017	5000	1:5;9001:15;5005:104	5	11566	11568	1175
11568	高尔夫俱乐部	Golf Club	11	0.5;0.3	1102	0	0	0	0	370	0	0	0	9	831152	5000	1:5;9001:15;5005:104	5	11567	11569	1175
11569	约克 - 达勒姆遗产铁路	York-Durham Heritage Railway	11	0.2;0.8	0	0	0	1501	374	0	0	0	0	9	835308	5000	1:5;9001:15;5005:104	5	11568	11570	1175
11570	丛林猫世界野生动物园	Jungle Cat World Wildlife Park	11	0.7;0.5	0	0	1401	0	0	370	0	0	0	8	839485	5000	1:5;9001:15;5005:104	5	11569	11571	1175
11571	沃森格伦高尔夫球场	Watson's Glen Golf Course	11	0.5;0.9	0	1201	0	0	374	0	0	0	0	8	843682	5000	1:5;9001:15;5005:104	5	11570	11572	1175
11572	乌克斯桥历史中心	Uxbridge Historical Centre	11	0.7;0.7	1102	0	0	0	374	0	0	0	0	8	847900	5000	1:5;9001:15;5005:104	5	11571	11573	1175
11573	恩尼斯基林保护区	Enniskillen Conservation Area	11	0.8;0.5	0	0	0	1502	0	0	374	0	0	7	852140	5000	1:5;9001:15;5005:104	5	11572	11574	1175
11574	纪念公园	Memorial Park	11	0.8;0.9	0	0	1401	0	374	0	0	0	0	6	856401	5000	1:5;9001:15;5005:104	5	11573	11575	1175
11575	汤姆叔叔的小屋	Uncle Tom's Cabin	11	0.2;0.2	0	1202	0	0	0	0	375	0	0	10	856401	5000	1:5;9001:16;5005:106	5	11574	11576	1176
11576	华莱士堡	Wallaceburg	11	0.2;0.5	0	0	1402	0	0	0	375	0	0	9	860683	5000	1:5;9001:16;5005:106	5	11575	11577	1176
11577	费尔菲德博物馆	Fairfield Museum	11	0.5;0.3	1102	0	0	0	0	0	376	0	0	9	864986	5000	1:5;9001:16;5005:106	5	11576	11578	1176
11578	惠特利省立公园	Wheatley Provincial Park	11	0.2;0.8	0	0	0	1501	0	378	0	0	0	9	869311	5000	1:5;9001:16;5005:106	5	11577	11579	1176
11579	会议中心	Convention Centre	11	0.7;0.5	0	0	1402	0	0	377	0	0	0	8	873658	5000	1:5;9001:16;5005:106	5	11578	11580	1176
11580	纪念碑	Monument	11	0.5;0.9	0	1202	0	0	375	0	0	0	0	8	878026	5000	1:5;9001:16;5005:106	5	11579	11581	1176
11581	国家历史遗址	National Historic Site	11	0.7;0.7	1102	0	0	0	0	376	0	0	0	8	882416	5000	1:5;9001:16;5005:106	5	11580	11582	1176
11582	玛丽韦伯中心	The Mary Webb Centre	11	0.8;0.5	0	0	0	1502	0	375	0	0	0	7	886828	5000	1:5;9001:16;5005:106	5	11581	11583	1176
11583	查塔姆肯特博物馆	Chatham-Kent Museum	11	0.8;0.9	0	1201	0	0	0	377	0	0	0	6	891262	5000	1:5;9001:16;5005:106	5	11582	11584	1176
11584	发展博物馆	Development Museum	11	0.2;0.2	0	0	1402	0	381	0	0	0	0	10	891262	5000	1:5;9001:16;5005:107	5	11583	11585	1177
11585	萨斯喀彻温大学	University of Saskatchewan	11	0.2;0.5	1102	0	0	0	0	0	380	0	0	9	895718	5000	1:5;9001:16;5005:107	5	11584	11586	1177
11586	林业农场公园	Forestry Farm Park	11	0.5;0.3	0	0	0	1502	0	0	384	0	0	9	900197	5000	1:5;9001:16;5005:107	5	11585	11587	1177
11587	加拿大乌克兰博物馆	Ukrainian Museum of Canada	11	0.2;0.8	0	0	1401	0	383	0	0	0	0	9	904698	5000	1:5;9001:16;5005:107	5	11586	11588	1177
11588	比弗河保护区	Beaver Creek Conservation Area	11	0.7;0.5	0	1201	0	0	0	381	0	0	0	8	909221	5000	1:5;9001:16;5005:107	5	11587	11589	1177
11589	马奎斯唐斯	Marquis Downs	11	0.5;0.9	1101	0	0	0	0	380	0	0	0	8	913767	5000	1:5;9001:16;5005:107	5	11588	11590	1177
11590	草莓牧场	The Strawberry Ranch	11	0.7;0.7	0	0	0	1502	0	0	380	0	0	8	918336	5000	1:5;9001:16;5005:107	5	11589	11591	1177
11591	9英里遗产酿造	9 Mile Legacy Brewing	11	0.8;0.5	0	1202	0	0	0	381	0	0	0	7	922928	5000	1:5;9001:16;5005:107	5	11590	11592	1177
11592	加拿大中心	Canada Centre	11	0.8;0.9	0	0	0	1501	0	381	0	0	0	6	927543	5000	1:5;9001:16;5005:107	5	11591	11593	1177
11593	石堂城堡	Stone Hall Castle	11	0.2;0.2	0	0	1402	0	0	387	0	0	0	10	927543	5000	1:5;9001:16;5005:108	5	11592	11594	1178
11594	皇家博物馆	Royal  Museum	11	0.2;0.5	0	1201	0	0	0	389	0	0	0	9	932181	5000	1:5;9001:16;5005:108	5	11593	11595	1178
11595	立法大楼	Legislative Building	11	0.5;0.3	0	0	0	1501	385	0	0	0	0	9	936842	5000	1:5;9001:16;5005:108	5	11594	11596	1178
11596	农贸市场	Farmers' Market	11	0.2;0.8	0	0	1402	0	0	389	0	0	0	9	941526	5000	1:5;9001:16;5005:108	5	11595	11597	1178
11597	环球剧场	Globe Theatre	11	0.7;0.5	0	1202	0	0	387	0	0	0	0	8	946234	5000	1:5;9001:16;5005:108	5	11596	11598	1178
11598	里贾纳赌场	Casino Regina	11	0.5;0.9	0	0	1401	0	386	0	0	0	0	8	950965	5000	1:5;9001:16;5005:108	5	11597	11599	1178
11599	麦肯齐美术馆	MacKenzie Art Gallery	11	0.7;0.7	0	0	0	1501	388	0	0	0	0	8	955720	5000	1:5;9001:16;5005:108	5	11598	11600	1178
11600	基瓦尼斯瀑布公园	Kiwanis Waterfall Park	11	0.8;0.5	0	1201	0	0	0	0	387	0	0	7	960499	5000	1:5;9001:16;5005:108	5	11599	11601	1178
11601	公共图书馆	Public Library	11	0.8;0.9	0	0	1401	0	0	385	0	0	0	6	965301	5000	1:5;9001:16;5005:108	5	11600	11602	1178
11602	西部开发博物馆	Western Development Museum	11	0.2;0.2	0	0	0	1502	0	390	0	0	0	10	965301	5000	1:5;9001:16;5005:109	5	11601	11603	1179
11603	船先锋村	Ship Pioneer Village	11	0.2;0.5	1102	0	0	0	0	0	394	0	0	9	970128	5000	1:5;9001:16;5005:109	5	11602	11604	1179
11604	赌场穆斯乔	Casino Moose Jaw	11	0.5;0.3	0	0	0	1502	0	394	0	0	0	9	974979	5000	1:5;9001:16;5005:109	5	11603	11605	1179
11605	穆斯乔文化中心	Moose Jaw Cultural Centre	11	0.2;0.8	0	0	1401	0	0	0	394	0	0	9	979854	5000	1:5;9001:16;5005:109	5	11604	11606	1179
11606	穆斯乔博物馆和美术馆	Moose Jaw Museum & Art Gallery	11	0.7;0.5	0	1201	0	0	0	391	0	0	0	8	984753	5000	1:5;9001:16;5005:109	5	11605	11607	1179
11607	布法罗磅省立公园	Buffalo Pound Provincial Park	11	0.5;0.9	0	1202	0	0	0	0	391	0	0	8	989677	5000	1:5;9001:16;5005:109	5	11606	11608	1179
11608	新月公园	Crescent Park	11	0.7;0.7	0	0	0	1502	392	0	0	0	0	8	994625	5000	1:5;9001:16;5005:109	5	11607	11609	1179
11609	麋纪念碑	Moose Monument	11	0.8;0.5	1101	0	0	0	0	393	0	0	0	7	999598	5000	1:5;9001:16;5005:109	5	11608	11610	1179
11610	麦克斯韦尔美术馆	Major Maxwell Art Gallery	11	0.8;0.9	0	1202	0	0	390	0	0	0	0	6	1004596	5000	1:5;9001:16;5005:109	5	11609	11611	1179
11611	灰猫头鹰小屋	Grey Owl Cabin	11	0.2;0.2	0	0	1402	0	0	0	396	0	0	10	1004596	5000	1:5;9001:16;5005:110	5	11610	11612	1180
11612	曼恩美术馆	The Mann Art Gallery	11	0.2;0.5	0	1201	0	0	399	0	0	0	0	9	1009619	5000	1:5;9001:16;5005:110	5	11611	11613	1180
11613	历史博物馆	Historical Museum	11	0.5;0.3	0	0	0	1501	0	396	0	0	0	9	1014667	5000	1:5;9001:16;5005:110	5	11612	11614	1180
11614	北极光赌场	Northern Lights Casino	11	0.2;0.8	0	0	1402	0	0	399	0	0	0	9	1019740	5000	1:5;9001:16;5005:110	5	11613	11615	1180
11615	金斯曼水上公园	Kinsmen Water Park	11	0.7;0.5	0	1202	0	0	0	0	399	0	0	8	1024839	5000	1:5;9001:16;5005:110	5	11614	11616	1180
11616	迪芬贝克故居博物馆	Diefenbaker House Museum	11	0.5;0.9	0	0	0	1501	0	398	0	0	0	8	1029963	5000	1:5;9001:16;5005:110	5	11615	11617	1180
11617	老式电力博物馆	Vintage Power Museum	11	0.7;0.7	1102	0	0	0	396	0	0	0	0	8	1035113	5000	1:5;9001:16;5005:110	5	11616	11618	1180
11618	小红河公园	Little Red River Park	11	0.8;0.5	0	1201	0	0	0	396	0	0	0	7	1040289	5000	1:5;9001:16;5005:110	5	11617	11619	1180
11619	云杉河农贸市场	Spruce River Farmer Market	11	0.8;0.9	0	0	1402	0	0	395	0	0	0	6	1045490	5000	1:5;9001:16;5005:110	5	11618	11620	1180
11620	邦迪海滩	Bondi Beach	13	0.2;0.2	0	0	0	1502	0	400	0	0	0	17	1045490	6000	1:5;9001:17;5005:112	5	11619	11621	1181
11621	悉尼歌剧院	Sydney Opera House	13	0.2;0.5	1102	0	0	0	404	0	0	0	0	13	1050717	6000	1:5;9001:17;5005:112	5	11620	11622	1181
11622	悉尼海港大桥	Sydney Harbour Bridge	13	0.7;0.5	0	1201	0	0	0	400	0	0	0	13	1055971	6000	1:5;9001:17;5005:112	5	11621	11623	1181
11623	皇家植物园	The Royal Botanic Garden	13	0.7;0.7	0	0	1401	0	0	404	0	0	0	10	1061251	6000	1:5;9001:17;5005:112	5	11622	11624	1181
11624	悉尼大学	University of Sydney	13	0.8;0.5	0	1201	0	0	0	0	403	0	0	10	1066557	6000	1:5;9001:17;5005:112	5	11623	11625	1181
11625	圣玛丽大教堂	St Mary's Cathedral	13	0.5;0.9	0	0	1402	0	0	0	400	0	0	9	1071890	6000	1:5;9001:17;5005:112	5	11624	11626	1181
11626	塔龙加动物园	Taronga Zoo	13	0.8;0.9	0	0	0	1502	0	401	0	0	0	9	1077249	6000	1:5;9001:17;5005:112	5	11625	11627	1181
11627	蓝山国家公园	Blue Mountains National Park	13	0.8;0.2	1101	0	0	0	0	402	0	0	0	8	1082635	6000	1:5;9001:17;5005:112	5	11626	11628	1181
11628	墨尔本皇家植物园	Royal Botanic Gardens Victoria	13	0.2;0.2	0	1202	0	0	0	406	0	0	0	17	1082635	6000	1:5;9001:17;5005:113	5	11627	11629	1182
11629	福林德斯火车站	Flinders Street Station	13	0.2;0.5	0	0	1402	0	407	0	0	0	0	13	1088048	6000	1:5;9001:17;5005:113	5	11628	11630	1182
11630	维多利亚州立图书馆	State Library of Victoria	13	0.7;0.5	1102	0	0	0	405	0	0	0	0	13	1093488	6000	1:5;9001:17;5005:113	5	11629	11631	1182
11631	圣帕特里克教堂	St. Patrick's Cathedral	13	0.7;0.7	0	0	0	1501	408	0	0	0	0	10	1098955	6000	1:5;9001:17;5005:113	5	11630	11632	1182
11632	联邦广场	Federation Square	13	0.8;0.5	0	0	1401	0	0	0	407	0	0	10	1104450	6000	1:5;9001:17;5005:113	5	11631	11633	1182
11633	墨尔本大学	University of Melbourne	13	0.5;0.9	0	1202	0	0	0	0	407	0	0	9	1109972	6000	1:5;9001:17;5005:113	5	11632	11634	1182
11634	国立美术馆	National Gallery	13	0.8;0.9	1101	0	0	0	0	0	407	0	0	9	1115522	6000	1:5;9001:17;5005:113	5	11633	11635	1182
11635	雅拉河	Yarra River	13	0.8;0.2	0	0	1401	0	405	0	0	0	0	8	1121100	6000	1:5;9001:17;5005:113	5	11634	11636	1182
11636	华纳电影世界	Warner Bros. Movie World	13	0.2;0.2	0	1201	0	0	410	0	0	0	0	17	1121100	6000	1:5;9001:17;5005:114	5	11635	11637	1183
11637	冲浪者天堂	Surfers Paradise	13	0.2;0.5	0	0	0	1501	0	0	414	0	0	13	1126706	6000	1:5;9001:17;5005:114	5	11636	11638	1183
11638	海洋世界	Sea World	13	0.7;0.5	0	0	0	1502	0	411	0	0	0	13	1132340	6000	1:5;9001:17;5005:114	5	11637	11639	1183
11639	可伦宾野生动物园	Currumbin Wildlife Sanctuary	13	0.7;0.7	1102	0	0	0	0	0	410	0	0	10	1138002	6000	1:5;9001:17;5005:114	5	11638	11640	1183
11640	梦幻世界	Dreamworld	13	0.8;0.5	0	1201	0	0	0	0	412	0	0	10	1143692	6000	1:5;9001:17;5005:114	5	11639	11641	1183
11641	宽滩	Broad Beach	13	0.5;0.9	0	0	1401	0	413	0	0	0	0	9	1149410	6000	1:5;9001:17;5005:114	5	11640	11642	1183
11642	Q1大厦	Queensland No.1	13	0.8;0.9	0	1201	0	0	0	412	0	0	0	9	1155157	6000	1:5;9001:17;5005:114	5	11641	11643	1183
11643	天堂农庄	Paradise Country Farm	13	0.8;0.2	0	0	1402	0	414	0	0	0	0	8	1160933	6000	1:5;9001:17;5005:114	5	11642	11644	1183
11644	绿岛	Green Island	13	0.2;0.2	0	0	0	1502	0	415	0	0	0	17	1160933	6000	1:5;9001:17;5005:115	5	11643	11645	1184
11645	棕榈湾	Palm Cove	13	0.2;0.5	0	1201	0	0	0	0	418	0	0	13	1166738	6000	1:5;9001:17;5005:115	5	11644	11646	1184
11646	丹翠热带雨林	Daintree Rainforest	13	0.7;0.5	1101	0	0	0	0	0	416	0	0	13	1172572	6000	1:5;9001:17;5005:115	5	11645	11647	1184
11647	凯恩斯植物园	Centenary Lakes Botanic Gardens	13	0.7;0.7	0	0	1402	0	0	0	419	0	0	10	1178435	6000	1:5;9001:17;5005:115	5	11646	11648	1184
11648	凯恩斯水族馆	Cairns Aquarium	13	0.8;0.5	0	1202	0	0	417	0	0	0	0	10	1184327	6000	1:5;9001:17;5005:115	5	11647	11649	1184
11649	道格拉斯港	PortDouglas	13	0.5;0.9	0	0	0	1501	415	0	0	0	0	9	1190249	6000	1:5;9001:17;5005:115	5	11648	11650	1184
11650	拜伦瀑布	Barron Falls	13	0.8;0.9	0	0	1401	0	416	0	0	0	0	9	1196200	6000	1:5;9001:17;5005:115	5	11649	11651	1184
11651	丹翠树国家公园	Daintree National Park	13	0.8;0.2	0	1202	0	0	0	0	416	0	0	8	1202181	6000	1:5;9001:17;5005:115	5	11650	11652	1184
11652	龙柏考拉动物园	Lone Pine Koala Sanctuary	13	0.2;0.2	0	0	0	1501	0	421	0	0	0	17	1202181	6000	1:5;9001:17;5005:116	5	11651	11653	1185
11653	南岸公园	South Bank Parklands	13	0.2;0.5	1101	0	0	0	0	0	420	0	0	13	1208192	6000	1:5;9001:17;5005:116	5	11652	11654	1185
11654	昆士兰大学	University of Queensland	13	0.7;0.5	0	1201	0	0	422	0	0	0	0	13	1214233	6000	1:5;9001:17;5005:116	5	11653	11655	1185
11655	故事桥	Story Bridge	13	0.7;0.7	0	0	0	1501	0	421	0	0	0	10	1220304	6000	1:5;9001:17;5005:116	5	11654	11656	1185
11656	袋鼠角	Kangaroo Point	13	0.8;0.5	0	0	0	1502	0	0	423	0	0	10	1226406	6000	1:5;9001:17;5005:116	5	11655	11657	1185
11657	布里斯班河	Brisbane River	13	0.5;0.9	1102	0	0	0	0	0	424	0	0	9	1232538	6000	1:5;9001:17;5005:116	5	11656	11658	1185
11658	布里斯班市政厅	Brisbane City Hall	13	0.8;0.9	0	0	1401	0	0	421	0	0	0	9	1238701	6000	1:5;9001:17;5005:116	5	11657	11659	1185
11659	春溪国家公园	Springbrook National Park	13	0.8;0.2	0	0	1401	0	422	0	0	0	0	8	1244895	6000	1:5;9001:17;5005:116	5	11658	11660	1185
11660	罗特内斯特岛	Rottnest Island	13	0.2;0.2	0	1201	0	0	426	0	0	0	0	17	1244895	6000	1:5;9001:18;5005:118	5	11659	11661	1186
11661	弗里曼特尔	Fremantle	13	0.2;0.5	0	0	1402	0	0	429	0	0	0	13	1251119	6000	1:5;9001:18;5005:118	5	11660	11662	1186
11662	国王公园	Kings Park	13	0.7;0.5	0	0	0	1502	0	427	0	0	0	13	1257375	6000	1:5;9001:18;5005:118	5	11661	11663	1186
11663	西澳大利亚大学	University of Western Australia	13	0.7;0.7	1101	0	0	0	0	429	0	0	0	10	1263662	6000	1:5;9001:18;5005:118	5	11662	11664	1186
