int	string	int	int	DTItemNum[]	int	DTBuildingReq[]	int	int[]	bool	int[]	string	string	int
12028	财务部	12	28	9002:404;2:6374000	35	12:27	1001	0	0	1202801;1202802	解锁“金币兑换”功能	增加每日可兑换金币的次数	2212
12029	财务部	12	29	9002:418;2:7238000	35	12:28	1001	0	0	1202901;1202902	解锁“金币兑换”功能	增加每日可兑换金币的次数	2212
12030	财务部	12	30	9002:432;2:8102000	35	12:29	1001	0	0	1203001;1203002	解锁“金币兑换”功能	增加每日可兑换金币的次数	2212
12031	财务部	12	31	9002:446;2:9830000	35	12:30	1001	0	0	1203101;1203102	解锁“金币兑换”功能	增加每日可兑换金币的次数	2212
12032	财务部	12	32	9002:460;2:11558000	35	12:31	1001	0	0	1203201;1203202	解锁“金币兑换”功能	增加每日可兑换金币的次数	2212
12033	财务部	12	33	9002:474;2:13286000	35	12:32	1001	0	0	1203301;1203302	解锁“金币兑换”功能	增加每日可兑换金币的次数	2212
12034	财务部	12	34	9002:488;2:15014000	35	12:33	1001	0	0	1203401;1203402	解锁“金币兑换”功能	增加每日可兑换金币的次数	2212
12035	财务部	12	35	9002:502;2:16742000	35	12:34	1001	0	0	1203501;1203502	解锁“金币兑换”功能	增加每日可兑换金币的次数	2212
12036	财务部	12	36	9002:516;2:18470000	35	12:35	1001	0	0	1203601;1203602	解锁“金币兑换”功能	增加每日可兑换金币的次数	2212
12037	财务部	12	37	9002:530;2:20198000	35	12:36	1001	0	0	1203701;1203702	解锁“金币兑换”功能	增加每日可兑换金币的次数	2212
12038	财务部	12	38	9002:544;2:21926000	35	12:37	1001	0	0	1203801;1203802	解锁“金币兑换”功能	增加每日可兑换金币的次数	2212
12039	财务部	12	39	9002:558;2:23654000	35	12:38	1001	0	0	1203901;1203902	解锁“金币兑换”功能	增加每日可兑换金币的次数	2212
12040	财务部	12	40	9002:572;2:25382000	35	12:39	1001	0	0	1204001;1204002	解锁“金币兑换”功能	增加每日可兑换金币的次数	2212
12041	财务部	12	41	9002:586;2:27110000	35	12:40	1001	0	0	1204101;1204102	解锁“金币兑换”功能	增加每日可兑换金币的次数	2212
12042	财务部	12	42	9002:600;2:28838000	35	12:41	1001	0	0	1204201;1204202	解锁“金币兑换”功能	增加每日可兑换金币的次数	2212
12043	财务部	12	43	9002:614;2:30566000	35	12:42	1001	0	0	1204301;1204302	解锁“金币兑换”功能	增加每日可兑换金币的次数	2212
12044	财务部	12	44	9002:628;2:32294000	35	12:43	1001	0	0	1204401;1204402	解锁“金币兑换”功能	增加每日可兑换金币的次数	2212
12045	财务部	12	45	9002:642;2:34022000	35	12:44	1001	0	0	1204501;1204502	解锁“金币兑换”功能	增加每日可兑换金币的次数	2212
12046	财务部	12	46	9002:656;2:35750000	35	12:45	1001	0	0	1204601;1204602	解锁“金币兑换”功能	增加每日可兑换金币的次数	2212
12047	财务部	12	47	9002:670;2:37478000	35	12:46	1001	0	0	1204701;1204702	解锁“金币兑换”功能	增加每日可兑换金币的次数	2212
12048	财务部	12	48	9002:684;2:39206000	35	12:47	1001	0	0	1204801;1204802	解锁“金币兑换”功能	增加每日可兑换金币的次数	2212
12049	财务部	12	49	9002:698;2:40934000	35	12:48	1001	0	0	1204901;1204902	解锁“金币兑换”功能	增加每日可兑换金币的次数	2212
12050	财务部	12	50	9002:712;2:42662000	35	12:49	1001	0	0	1205001;1205002	解锁“金币兑换”功能	增加每日可兑换金币的次数	2212
13001	训练室	13	1	9004:30;2:705	50	13:0	1001	17	1	1300101;1300102	解锁“训练”功能	减少艺人训练花费的时间、增加训练获得的经验	2213
13002	训练室	13	2	9004:35;2:1535	50	13:1	1001	0	0	1300201;1300202	解锁“训练”功能	减少艺人训练花费的时间、增加训练获得的经验	2213
13003	训练室	13	3	9004:40;2:5000	50	13:2	1001	0	0	1300301;1300302	解锁“训练”功能	减少艺人训练花费的时间、增加训练获得的经验	2213
13004	训练室	13	4	9004:45;2:19000	50	13:3	1001	0	0	1300401;1300402	解锁“训练”功能	减少艺人训练花费的时间、增加训练获得的经验	2213
13005	训练室	13	5	9004:50;2:48000	50	13:4	1001	0	0	1300501;1300502	解锁“训练”功能	减少艺人训练花费的时间、增加训练获得的经验	2213
13006	训练室	13	6	9004:55;2:64000	50	13:5	1001	0	0	1300601;1300602	解锁“训练”功能	减少艺人训练花费的时间、增加训练获得的经验	2213
13007	训练室	13	7	9004:60;2:72000	50	13:6	1001	0	0	1300701;1300702	解锁“训练”功能	减少艺人训练花费的时间、增加训练获得的经验	2213
13008	训练室	13	8	9004:65;2:96000	50	13:7	1001	0	0	1300801;1300802	解锁“训练”功能	减少艺人训练花费的时间、增加训练获得的经验	2213
13009	训练室	13	9	9004:70;2:109000	50	13:8	1001	0	0	1300901;1300902	解锁“训练”功能	减少艺人训练花费的时间、增加训练获得的经验	2213
13010	训练室	13	10	9004:75;2:146000	50	13:9	1001	0	0	1301001;1301002	解锁“训练”功能	减少艺人训练花费的时间、增加训练获得的经验	2213
13011	训练室	13	11	9004:80;2:164000	50	13:10	1001	0	0	1301101;1301102	解锁“训练”功能	减少艺人训练花费的时间、增加训练获得的经验	2213
13012	训练室	13	12	9004:85;2:218000	50	13:11	1001	0	0	1301201;1301202	解锁“训练”功能	减少艺人训练花费的时间、增加训练获得的经验	2213
13013	训练室	13	13	9004:90;2:326000	50	13:12	1001	0	0	1301301;1301302	解锁“训练”功能	减少艺人训练花费的时间、增加训练获得的经验	2213
13014	训练室	13	14	9004:95;2:434000	50	13:13	1001	0	0	1301401;1301402	解锁“训练”功能	减少艺人训练花费的时间、增加训练获得的经验	2213
13015	训练室	13	15	9004:100;2:542000	50	13:14	1001	0	0	1301501;1301502	解锁“训练”功能	减少艺人训练花费的时间、增加训练获得的经验	2213
13016	训练室	13	16	9004:105;2:758000	50	13:15	1001	0	0	1301601;1301602	解锁“训练”功能	减少艺人训练花费的时间、增加训练获得的经验	2213
13017	训练室	13	17	9004:110;2:974000	50	13:16	1001	0	0	1301701;1301702	解锁“训练”功能	减少艺人训练花费的时间、增加训练获得的经验	2213
13018	训练室	13	18	9004:115;2:1190000	50	13:17	1001	0	0	1301801;1301802	解锁“训练”功能	减少艺人训练花费的时间、增加训练获得的经验	2213
13019	训练室	13	19	9004:120;2:1406000	50	13:18	1001	0	0	1301901;1301902	解锁“训练”功能	减少艺人训练花费的时间、增加训练获得的经验	2213
13020	训练室	13	20	9004:125;2:1622000	50	13:19	1001	0	0	1302001;1302002	解锁“训练”功能	减少艺人训练花费的时间、增加训练获得的经验	2213
13021	训练室	13	21	9004:130;2:2054000	50	13:20	1001	0	0	1302101;1302102	解锁“训练”功能	减少艺人训练花费的时间、增加训练获得的经验	2213
13022	训练室	13	22	9004:135;2:2486000	50	13:21	1001	0	0	1302201;1302202	解锁“训练”功能	减少艺人训练花费的时间、增加训练获得的经验	2213
13023	训练室	13	23	9004:140;2:2918000	50	13:22	1001	0	0	1302301;1302302	解锁“训练”功能	减少艺人训练花费的时间、增加训练获得的经验	2213
13024	训练室	13	24	9004:145;2:3350000	50	13:23	1001	0	0	1302401;1302402	解锁“训练”功能	减少艺人训练花费的时间、增加训练获得的经验	2213
13025	训练室	13	25	9004:150;2:3782000	50	13:24	1001	0	0	1302501;1302502	解锁“训练”功能	减少艺人训练花费的时间、增加训练获得的经验	2213
13026	训练室	13	26	9004:155;2:4646000	50	13:25	1001	0	0	1302601;1302602	解锁“训练”功能	减少艺人训练花费的时间、增加训练获得的经验	2213
13027	训练室	13	27	9004:160;2:5510000	50	13:26	1001	0	0	1302701;1302702	解锁“训练”功能	减少艺人训练花费的时间、增加训练获得的经验	2213
13028	训练室	13	28	9004:165;2:6374000	50	13:27	1001	0	0	1302801;1302802	解锁“训练”功能	减少艺人训练花费的时间、增加训练获得的经验	2213
13029	训练室	13	29	9004:170;2:7238000	50	13:28	1001	0	0	1302901;1302902	解锁“训练”功能	减少艺人训练花费的时间、增加训练获得的经验	2213
13030	训练室	13	30	9004:175;2:8102000	50	13:29	1001	0	0	1303001;1303002	解锁“训练”功能	减少艺人训练花费的时间、增加训练获得的经验	2213
13031	训练室	13	31	9004:180;2:9830000	50	13:30	1001	0	0	1303101;1303102	解锁“训练”功能	减少艺人训练花费的时间、增加训练获得的经验	2213
13032	训练室	13	32	9004:185;2:11558000	50	13:31	1001	0	0	1303201;1303202	解锁“训练”功能	减少艺人训练花费的时间、增加训练获得的经验	2213
13033	训练室	13	33	9004:190;2:13286000	50	13:32	1001	0	0	1303301;1303302	解锁“训练”功能	减少艺人训练花费的时间、增加训练获得的经验	2213
13034	训练室	13	34	9004:195;2:15014000	50	13:33	1001	0	0	1303401;1303402	解锁“训练”功能	减少艺人训练花费的时间、增加训练获得的经验	2213
13035	训练室	13	35	9004:200;2:16742000	50	13:34	1001	0	0	1303501;1303502	解锁“训练”功能	减少艺人训练花费的时间、增加训练获得的经验	2213
13036	训练室	13	36	9004:205;2:18470000	50	13:35	1001	0	0	1303601;1303602	解锁“训练”功能	减少艺人训练花费的时间、增加训练获得的经验	2213
13037	训练室	13	37	9004:210;2:20198000	50	13:36	1001	0	0	1303701;1303702	解锁“训练”功能	减少艺人训练花费的时间、增加训练获得的经验	2213
13038	训练室	13	38	9004:215;2:21926000	50	13:37	1001	0	0	1303801;1303802	解锁“训练”功能	减少艺人训练花费的时间、增加训练获得的经验	2213
13039	训练室	13	39	9004:220;2:23654000	50	13:38	1001	0	0	1303901;1303902	解锁“训练”功能	减少艺人训练花费的时间、增加训练获得的经验	2213
13040	训练室	13	40	9004:225;2:25382000	50	13:39	1001	0	0	1304001;1304002	解锁“训练”功能	减少艺人训练花费的时间、增加训练获得的经验	2213
13041	训练室	13	41	9004:230;2:27110000	50	13:40	1001	0	0	1304101;1304102	解锁“训练”功能	减少艺人训练花费的时间、增加训练获得的经验	2213
13042	训练室	13	42	9004:235;2:28838000	50	13:41	1001	0	0	1304201;1304202	解锁“训练”功能	减少艺人训练花费的时间、增加训练获得的经验	2213
13043	训练室	13	43	9004:240;2:30566000	50	13:42	1001	0	0	1304301;1304302	解锁“训练”功能	减少艺人训练花费的时间、增加训练获得的经验	2213
13044	训练室	13	44	9004:245;2:32294000	50	13:43	1001	0	0	1304401;1304402	解锁“训练”功能	减少艺人训练花费的时间、增加训练获得的经验	2213
13045	训练室	13	45	9004:250;2:34022000	50	13:44	1001	0	0	1304501;1304502	解锁“训练”功能	减少艺人训练花费的时间、增加训练获得的经验	2213
13046	训练室	13	46	9004:255;2:35750000	50	13:45	1001	0	0	1304601;1304602	解锁“训练”功能	减少艺人训练花费的时间、增加训练获得的经验	2213
13047	训练室	13	47	9004:260;2:37478000	50	13:46	1001	0	0	1304701;1304702	解锁“训练”功能	减少艺人训练花费的时间、增加训练获得的经验	2213
13048	训练室	13	48	9004:265;2:39206000	50	13:47	1001	0	0	1304801;1304802	解锁“训练”功能	减少艺人训练花费的时间、增加训练获得的经验	2213
13049	训练室	13	49	9004:270;2:40934000	50	13:48	1001	0	0	1304901;1304902	解锁“训练”功能	减少艺人训练花费的时间、增加训练获得的经验	2213
13050	训练室	13	50	9004:275;2:42662000	50	13:49	1001	0	0	1305001;1305002	解锁“训练”功能	减少艺人训练花费的时间、增加训练获得的经验	2213
14001	全国商务部	14	1	9002:20;2:705	1	14:0;8:5	1001	0	1	1400101	解锁第二档生产线	增加第二档生产线等级上限	2214
14002	全国商务部	14	2	9002:30;2:1535	1	14:1	1001	0	0	1400201	解锁第二档生产线	增加第二档生产线等级上限	2214
14003	全国商务部	14	3	9002:40;2:5000	1	14:2	1001	0	0	1400301	解锁第二档生产线	增加第二档生产线等级上限	2214
14004	全国商务部	14	4	9002:50;2:19000	1	14:3	1001	0	0	1400401	解锁第二档生产线	增加第二档生产线等级上限	2214
14005	全国商务部	14	5	9002:60;2:48000	1	14:4	1001	0	0	1400501	解锁第二档生产线	增加第二档生产线等级上限	2214
14006	全国商务部	14	6	9002:70;2:64000	1	14:5	1001	0	0	1400601	解锁第二档生产线	增加第二档生产线等级上限	2214
14007	全国商务部	14	7	9002:80;2:72000	1	14:6	1001	0	0	1400701	解锁第二档生产线	增加第二档生产线等级上限	2214
14008	全国商务部	14	8	9002:90;2:96000	1	14:7	1001	0	0	1400801	解锁第二档生产线	增加第二档生产线等级上限	2214
14009	全国商务部	14	9	9002:100;2:109000	1	14:8	1001	0	0	1400901	解锁第二档生产线	增加第二档生产线等级上限	2214
14010	全国商务部	14	10	9002:110;2:146000	1	14:9	1001	0	0	1401001	解锁第二档生产线	增加第二档生产线等级上限	2214
14011	全国商务部	14	11	9002:120;2:164000	1	14:10	1001	0	0	1401101	解锁第二档生产线	增加第二档生产线等级上限	2214
14012	全国商务部	14	12	9002:130;2:218000	1	14:11	1001	0	0	1401201	解锁第二档生产线	增加第二档生产线等级上限	2214
14013	全国商务部	14	13	9002:140;2:326000	1	14:12	1001	0	0	1401301	解锁第二档生产线	增加第二档生产线等级上限	2214
14014	全国商务部	14	14	9002:150;2:434000	1	14:13	1001	0	0	1401401	解锁第二档生产线	增加第二档生产线等级上限	2214
14015	全国商务部	14	15	9002:160;2:542000	1	14:14	1001	0	0	1401501	解锁第二档生产线	增加第二档生产线等级上限	2214
14016	全国商务部	14	16	9002:170;2:758000	1	14:15	1001	0	0	1401601	解锁第二档生产线	增加第二档生产线等级上限	2214
14017	全国商务部	14	17	9002:180;2:974000	1	14:16	1001	0	0	1401701	解锁第二档生产线	增加第二档生产线等级上限	2214
14018	全国商务部	14	18	9002:190;2:1190000	1	14:17	1001	0	0	1401801	解锁第二档生产线	增加第二档生产线等级上限	2214
14019	全国商务部	14	19	9002:200;2:1406000	1	14:18	1001	0	0	1401901	解锁第二档生产线	增加第二档生产线等级上限	2214
14020	全国商务部	14	20	9002:210;2:1622000	1	14:19	1001	0	0	1402001	解锁第二档生产线	增加第二档生产线等级上限	2214
14021	全国商务部	14	21	9002:220;2:2054000	1	14:20	1001	0	0	1402101	解锁第二档生产线	增加第二档生产线等级上限	2214
14022	全国商务部	14	22	9002:230;2:2486000	1	14:21	1001	0	0	1402201	解锁第二档生产线	增加第二档生产线等级上限	2214
14023	全国商务部	14	23	9002:240;2:2918000	1	14:22	1001	0	0	1402301	解锁第二档生产线	增加第二档生产线等级上限	2214
14024	全国商务部	14	24	9002:250;2:3350000	1	14:23	1001	0	0	1402401	解锁第二档生产线	增加第二档生产线等级上限	2214
14025	全国商务部	14	25	9002:260;2:3782000	1	14:24	1001	0	0	1402501	解锁第二档生产线	增加第二档生产线等级上限	2214
14026	全国商务部	14	26	9002:270;2:4646000	1	14:25	1001	0	0	1402601	解锁第二档生产线	增加第二档生产线等级上限	2214
14027	全国商务部	14	27	9002:280;2:5510000	1	14:26	1001	0	0	1402701	解锁第二档生产线	增加第二档生产线等级上限	2214
14028	全国商务部	14	28	9002:290;2:6374000	1	14:27	1001	0	0	1402801	解锁第二档生产线	增加第二档生产线等级上限	2214
14029	全国商务部	14	29	9002:300;2:7238000	1	14:28	1001	0	0	1402901	解锁第二档生产线	增加第二档生产线等级上限	2214
14030	全国商务部	14	30	9002:310;2:8102000	1	14:29	1001	0	0	1403001	解锁第二档生产线	增加第二档生产线等级上限	2214
14031	全国商务部	14	31	9002:320;2:9830000	1	14:30	1001	0	0	1403101	解锁第二档生产线	增加第二档生产线等级上限	2214
14032	全国商务部	14	32	9002:330;2:11558000	1	14:31	1001	0	0	1403201	解锁第二档生产线	增加第二档生产线等级上限	2214
14033	全国商务部	14	33	9002:340;2:13286000	1	14:32	1001	0	0	1403301	解锁第二档生产线	增加第二档生产线等级上限	2214
14034	全国商务部	14	34	9002:350;2:15014000	1	14:33	1001	0	0	1403401	解锁第二档生产线	增加第二档生产线等级上限	2214
14035	全国商务部	14	35	9002:360;2:16742000	1	14:34	1001	0	0	1403501	解锁第二档生产线	增加第二档生产线等级上限	2214
14036	全国商务部	14	36	9002:370;2:18470000	1	14:35	1001	0	0	1403601	解锁第二档生产线	增加第二档生产线等级上限	2214
14037	全国商务部	14	37	9002:380;2:20198000	1	14:36	1001	0	0	1403701	解锁第二档生产线	增加第二档生产线等级上限	2214
14038	全国商务部	14	38	9002:390;2:21926000	1	14:37	1001	0	0	1403801	解锁第二档生产线	增加第二档生产线等级上限	2214
14039	全国商务部	14	39	9002:400;2:23654000	1	14:38	1001	0	0	1403901	解锁第二档生产线	增加第二档生产线等级上限	2214
14040	全国商务部	14	40	9002:410;2:25382000	1	14:39	1001	0	0	1404001	解锁第二档生产线	增加第二档生产线等级上限	2214
14041	全国商务部	14	41	9002:420;2:27110000	1	14:40	1001	0	0	1404101	解锁第二档生产线	增加第二档生产线等级上限	2214
14042	全国商务部	14	42	9002:430;2:28838000	1	14:41	1001	0	0	1404201	解锁第二档生产线	增加第二档生产线等级上限	2214
14043	全国商务部	14	43	9002:440;2:30566000	1	14:42	1001	0	0	1404301	解锁第二档生产线	增加第二档生产线等级上限	2214
14044	全国商务部	14	44	9002:450;2:32294000	1	14:43	1001	0	0	1404401	解锁第二档生产线	增加第二档生产线等级上限	2214
14045	全国商务部	14	45	9002:460;2:34022000	1	14:44	1001	0	0	1404501	解锁第二档生产线	增加第二档生产线等级上限	2214
14046	全国商务部	14	46	9002:470;2:35750000	1	14:45	1001	0	0	1404601	解锁第二档生产线	增加第二档生产线等级上限	2214
14047	全国商务部	14	47	9002:480;2:37478000	1	14:46	1001	0	0	1404701	解锁第二档生产线	增加第二档生产线等级上限	2214
14048	全国商务部	14	48	9002:490;2:39206000	1	14:47	1001	0	0	1404801	解锁第二档生产线	增加第二档生产线等级上限	2214
14049	全国商务部	14	49	9002:500;2:40934000	1	14:48	1001	0	0	1404901	解锁第二档生产线	增加第二档生产线等级上限	2214
14050	全国商务部	14	50	9002:510;2:42662000	1	14:49	1001	0	0	1405001	解锁第二档生产线	增加第二档生产线等级上限	2214
15001	环球商务部	15	1	9002:20;2:705	1	15:0;14:1	1004	0	1	1500101	解锁第三档生产线	增加第三档生产线等级上限	2215
15002	环球商务部	15	2	9002:30;2:1535	1	15:1	1004	0	0	1500201	解锁第三档生产线	增加第三档生产线等级上限	2215
15003	环球商务部	15	3	9002:40;2:5000	1	15:2	1004	0	0	1500301	解锁第三档生产线	增加第三档生产线等级上限	2215
15004	环球商务部	15	4	9002:50;2:19000	1	15:3	1004	0	0	1500401	解锁第三档生产线	增加第三档生产线等级上限	2215
15005	环球商务部	15	5	9002:60;2:48000	1	15:4	1004	0	0	1500501	解锁第三档生产线	增加第三档生产线等级上限	2215
15006	环球商务部	15	6	9002:70;2:64000	1	15:5	1004	0	0	1500601	解锁第三档生产线	增加第三档生产线等级上限	2215
15007	环球商务部	15	7	9002:80;2:72000	1	15:6	1004	0	0	1500701	解锁第三档生产线	增加第三档生产线等级上限	2215
15008	环球商务部	15	8	9002:90;2:96000	1	15:7	1004	0	0	1500801	解锁第三档生产线	增加第三档生产线等级上限	2215
15009	环球商务部	15	9	9002:100;2:109000	1	15:8	1004	0	0	1500901	解锁第三档生产线	增加第三档生产线等级上限	2215
15010	环球商务部	15	10	9002:110;2:146000	1	15:9	1004	0	0	1501001	解锁第三档生产线	增加第三档生产线等级上限	2215
15011	环球商务部	15	11	9002:120;2:164000	1	15:10	1004	0	0	1501101	解锁第三档生产线	增加第三档生产线等级上限	2215
15012	环球商务部	15	12	9002:130;2:218000	1	15:11	1004	0	0	1501201	解锁第三档生产线	增加第三档生产线等级上限	2215
15013	环球商务部	15	13	9002:140;2:326000	1	15:12	1004	0	0	1501301	解锁第三档生产线	增加第三档生产线等级上限	2215
15014	环球商务部	15	14	9002:150;2:434000	1	15:13	1004	0	0	1501401	解锁第三档生产线	增加第三档生产线等级上限	2215
15015	环球商务部	15	15	9002:160;2:542000	1	15:14	1004	0	0	1501501	解锁第三档生产线	增加第三档生产线等级上限	2215
15016	环球商务部	15	16	9002:170;2:758000	1	15:15	1004	0	0	1501601	解锁第三档生产线	增加第三档生产线等级上限	2215
15017	环球商务部	15	17	9002:180;2:974000	1	15:16	1004	0	0	1501701	解锁第三档生产线	增加第三档生产线等级上限	2215
15018	环球商务部	15	18	9002:190;2:1190000	1	15:17	1004	0	0	1501801	解锁第三档生产线	增加第三档生产线等级上限	2215
15019	环球商务部	15	19	9002:200;2:1406000	1	15:18	1004	0	0	1501901	解锁第三档生产线	增加第三档生产线等级上限	2215
15020	环球商务部	15	20	9002:210;2:1622000	1	15:19	1004	0	0	1502001	解锁第三档生产线	增加第三档生产线等级上限	2215
15021	环球商务部	15	21	9002:220;2:2054000	1	15:20	1004	0	0	1502101	解锁第三档生产线	增加第三档生产线等级上限	2215
15022	环球商务部	15	22	9002:230;2:2486000	1	15:21	1004	0	0	1502201	解锁第三档生产线	增加第三档生产线等级上限	2215
15023	环球商务部	15	23	9002:240;2:2918000	1	15:22	1004	0	0	1502301	解锁第三档生产线	增加第三档生产线等级上限	2215
15024	环球商务部	15	24	9002:250;2:3350000	1	15:23	1004	0	0	1502401	解锁第三档生产线	增加第三档生产线等级上限	2215
15025	环球商务部	15	25	9002:260;2:3782000	1	15:24	1004	0	0	1502501	解锁第三档生产线	增加第三档生产线等级上限	2215
15026	环球商务部	15	26	9002:270;2:4646000	1	15:25	1004	0	0	1502601	解锁第三档生产线	增加第三档生产线等级上限	2215
15027	环球商务部	15	27	9002:280;2:5510000	1	15:26	1004	0	0	1502701	解锁第三档生产线	增加第三档生产线等级上限	2215
15028	环球商务部	15	28	9002:290;2:6374000	1	15:27	1004	0	0	1502801	解锁第三档生产线	增加第三档生产线等级上限	2215
15029	环球商务部	15	29	9002:300;2:7238000	1	15:28	1004	0	0	1502901	解锁第三档生产线	增加第三档生产线等级上限	2215
15030	环球商务部	15	30	9002:310;2:8102000	1	15:29	1004	0	0	1503001	解锁第三档生产线	增加第三档生产线等级上限	2215
15031	环球商务部	15	31	9002:320;2:9830000	1	15:30	1004	0	0	1503101	解锁第三档生产线	增加第三档生产线等级上限	2215
15032	环球商务部	15	32	9002:330;2:11558000	1	15:31	1004	0	0	1503201	解锁第三档生产线	增加第三档生产线等级上限	2215
15033	环球商务部	15	33	9002:340;2:13286000	1	15:32	1004	0	0	1503301	解锁第三档生产线	增加第三档生产线等级上限	2215
15034	环球商务部	15	34	9002:350;2:15014000	1	15:33	1004	0	0	1503401	解锁第三档生产线	增加第三档生产线等级上限	2215
15035	环球商务部	15	35	9002:360;2:16742000	1	15:34	1004	0	0	1503501	解锁第三档生产线	增加第三档生产线等级上限	2215
15036	环球商务部	15	36	9002:370;2:18470000	1	15:35	1004	0	0	1503601	解锁第三档生产线	增加第三档生产线等级上限	2215
15037	环球商务部	15	37	9002:380;2:20198000	1	15:36	1004	0	0	1503701	解锁第三档生产线	增加第三档生产线等级上限	2215
15038	环球商务部	15	38	9002:390;2:21926000	1	15:37	1004	0	0	1503801	解锁第三档生产线	增加第三档生产线等级上限	2215
15039	环球商务部	15	39	9002:400;2:23654000	1	15:38	1004	0	0	1503901	解锁第三档生产线	增加第三档生产线等级上限	2215
15040	环球商务部	15	40	9002:410;2:25382000	1	15:39	1004	0	0	1504001	解锁第三档生产线	增加第三档生产线等级上限	2215
15041	环球商务部	15	41	9002:420;2:27110000	1	15:40	1004	0	0	1504101	解锁第三档生产线	增加第三档生产线等级上限	2215
15042	环球商务部	15	42	9002:430;2:28838000	1	15:41	1004	0	0	1504201	解锁第三档生产线	增加第三档生产线等级上限	2215
15043	环球商务部	15	43	9002:440;2:30566000	1	15:42	1004	0	0	1504301	解锁第三档生产线	增加第三档生产线等级上限	2215
15044	环球商务部	15	44	9002:450;2:32294000	1	15:43	1004	0	0	1504401	解锁第三档生产线	增加第三档生产线等级上限	2215
15045	环球商务部	15	45	9002:460;2:34022000	1	15:44	1004	0	0	1504501	解锁第三档生产线	增加第三档生产线等级上限	2215
15046	环球商务部	15	46	9002:470;2:35750000	1	15:45	1004	0	0	1504601	解锁第三档生产线	增加第三档生产线等级上限	2215
15047	环球商务部	15	47	9002:480;2:37478000	1	15:46	1004	0	0	1504701	解锁第三档生产线	增加第三档生产线等级上限	2215
15048	环球商务部	15	48	9002:490;2:39206000	1	15:47	1004	0	0	1504801	解锁第三档生产线	增加第三档生产线等级上限	2215
15049	环球商务部	15	49	9002:500;2:40934000	1	15:48	1004	0	0	1504901	解锁第三档生产线	增加第三档生产线等级上限	2215
15050	环球商务部	15	50	9002:510;2:42662000	1	15:49	1004	0	0	1505001	解锁第三档生产线	增加第三档生产线等级上限	2215
