int	int	int	int	string	string	string	string	string	string	int	int[]	int	float	int
105904	1059	4	120	Best partner：Conspirator	最佳拍档：阴谋家	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at conspirator role[/color]	与擅长[color=#4876FF]阴谋家[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1056	1007	4	0
105905	1059	5	150	Best partner：Conspirator	最佳拍档：阴谋家	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at conspirator role[/color]	与擅长[color=#4876FF]阴谋家[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1056	1007	5	0
105906	1059	6	180	Best partner：Conspirator	最佳拍档：阴谋家	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at conspirator role[/color]	与擅长[color=#4876FF]阴谋家[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1056	1007	6	0
105907	1059	7	210	Best partner：Conspirator	最佳拍档：阴谋家	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at conspirator role[/color]	与擅长[color=#4876FF]阴谋家[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1056	1007	7	0
105908	1059	8	240	Best partner：Conspirator	最佳拍档：阴谋家	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at conspirator role[/color]	与擅长[color=#4876FF]阴谋家[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1056	1007	8	0
105909	1059	9	270	Best partner：Conspirator	最佳拍档：阴谋家	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at conspirator role[/color]	与擅长[color=#4876FF]阴谋家[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1056	1007	9	0
105910	1059	10	300	Best partner：Conspirator	最佳拍档：阴谋家	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at conspirator role[/color]	与擅长[color=#4876FF]阴谋家[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1056	1007	10	0
105911	1059	11	330	Best partner：Conspirator	最佳拍档：阴谋家	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at conspirator role[/color]	与擅长[color=#4876FF]阴谋家[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1056	1007	11	0
105912	1059	12	360	Best partner：Conspirator	最佳拍档：阴谋家	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at conspirator role[/color]	与擅长[color=#4876FF]阴谋家[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1056	1007	12	0
105913	1059	13	390	Best partner：Conspirator	最佳拍档：阴谋家	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at conspirator role[/color]	与擅长[color=#4876FF]阴谋家[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1056	1007	13	0
105914	1059	14	420	Best partner：Conspirator	最佳拍档：阴谋家	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at conspirator role[/color]	与擅长[color=#4876FF]阴谋家[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1056	1007	14	0
105915	1059	15	450	Best partner：Conspirator	最佳拍档：阴谋家	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at conspirator role[/color]	与擅长[color=#4876FF]阴谋家[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1056	1007	15	0
105916	1059	16	480	Best partner：Conspirator	最佳拍档：阴谋家	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at conspirator role[/color]	与擅长[color=#4876FF]阴谋家[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1056	1007	16	0
105917	1059	17	510	Best partner：Conspirator	最佳拍档：阴谋家	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at conspirator role[/color]	与擅长[color=#4876FF]阴谋家[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1056	1007	17	0
105918	1059	18	540	Best partner：Conspirator	最佳拍档：阴谋家	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at conspirator role[/color]	与擅长[color=#4876FF]阴谋家[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1056	1007	18	0
105919	1059	19	570	Best partner：Conspirator	最佳拍档：阴谋家	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at conspirator role[/color]	与擅长[color=#4876FF]阴谋家[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1056	1007	19	0
105920	1059	20	600	Best partner：Conspirator	最佳拍档：阴谋家	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at conspirator role[/color]	与擅长[color=#4876FF]阴谋家[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1056	1007	20	0
106001	1060	1	30	Best partner：Child Star	最佳拍档：童星	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at child star role[/color]	与擅长[color=#4876FF]童星[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1057	1007	1	0
106002	1060	2	60	Best partner：Child Star	最佳拍档：童星	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at child star role[/color]	与擅长[color=#4876FF]童星[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1057	1007	2	0
106003	1060	3	90	Best partner：Child Star	最佳拍档：童星	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at child star role[/color]	与擅长[color=#4876FF]童星[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1057	1007	3	0
106004	1060	4	120	Best partner：Child Star	最佳拍档：童星	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at child star role[/color]	与擅长[color=#4876FF]童星[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1057	1007	4	0
106005	1060	5	150	Best partner：Child Star	最佳拍档：童星	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at child star role[/color]	与擅长[color=#4876FF]童星[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1057	1007	5	0
106006	1060	6	180	Best partner：Child Star	最佳拍档：童星	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at child star role[/color]	与擅长[color=#4876FF]童星[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1057	1007	6	0
106007	1060	7	210	Best partner：Child Star	最佳拍档：童星	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at child star role[/color]	与擅长[color=#4876FF]童星[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1057	1007	7	0
106008	1060	8	240	Best partner：Child Star	最佳拍档：童星	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at child star role[/color]	与擅长[color=#4876FF]童星[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1057	1007	8	0
106009	1060	9	270	Best partner：Child Star	最佳拍档：童星	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at child star role[/color]	与擅长[color=#4876FF]童星[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1057	1007	9	0
106010	1060	10	300	Best partner：Child Star	最佳拍档：童星	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at child star role[/color]	与擅长[color=#4876FF]童星[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1057	1007	10	0
106011	1060	11	330	Best partner：Child Star	最佳拍档：童星	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at child star role[/color]	与擅长[color=#4876FF]童星[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1057	1007	11	0
106012	1060	12	360	Best partner：Child Star	最佳拍档：童星	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at child star role[/color]	与擅长[color=#4876FF]童星[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1057	1007	12	0
106013	1060	13	390	Best partner：Child Star	最佳拍档：童星	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at child star role[/color]	与擅长[color=#4876FF]童星[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1057	1007	13	0
106014	1060	14	420	Best partner：Child Star	最佳拍档：童星	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at child star role[/color]	与擅长[color=#4876FF]童星[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1057	1007	14	0
106015	1060	15	450	Best partner：Child Star	最佳拍档：童星	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at child star role[/color]	与擅长[color=#4876FF]童星[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1057	1007	15	0
106016	1060	16	480	Best partner：Child Star	最佳拍档：童星	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at child star role[/color]	与擅长[color=#4876FF]童星[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1057	1007	16	0
106017	1060	17	510	Best partner：Child Star	最佳拍档：童星	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at child star role[/color]	与擅长[color=#4876FF]童星[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1057	1007	17	0
106018	1060	18	540	Best partner：Child Star	最佳拍档：童星	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at child star role[/color]	与擅长[color=#4876FF]童星[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1057	1007	18	0
106019	1060	19	570	Best partner：Child Star	最佳拍档：童星	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at child star role[/color]	与擅长[color=#4876FF]童星[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1057	1007	19	0
106020	1060	20	600	Best partner：Child Star	最佳拍档：童星	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at child star role[/color]	与擅长[color=#4876FF]童星[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1057	1007	20	0
106101	1061	1	30	Best partner：Degenerate	最佳拍档：颓废	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at degenerate role[/color]	与擅长[color=#4876FF]颓废[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1058	1007	1	0
106102	1061	2	60	Best partner：Degenerate	最佳拍档：颓废	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at degenerate role[/color]	与擅长[color=#4876FF]颓废[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1058	1007	2	0
106103	1061	3	90	Best partner：Degenerate	最佳拍档：颓废	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at degenerate role[/color]	与擅长[color=#4876FF]颓废[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1058	1007	3	0
106104	1061	4	120	Best partner：Degenerate	最佳拍档：颓废	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at degenerate role[/color]	与擅长[color=#4876FF]颓废[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1058	1007	4	0
106105	1061	5	150	Best partner：Degenerate	最佳拍档：颓废	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at degenerate role[/color]	与擅长[color=#4876FF]颓废[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1058	1007	5	0
106106	1061	6	180	Best partner：Degenerate	最佳拍档：颓废	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at degenerate role[/color]	与擅长[color=#4876FF]颓废[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1058	1007	6	0
106107	1061	7	210	Best partner：Degenerate	最佳拍档：颓废	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at degenerate role[/color]	与擅长[color=#4876FF]颓废[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1058	1007	7	0
106108	1061	8	240	Best partner：Degenerate	最佳拍档：颓废	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at degenerate role[/color]	与擅长[color=#4876FF]颓废[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1058	1007	8	0
106109	1061	9	270	Best partner：Degenerate	最佳拍档：颓废	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at degenerate role[/color]	与擅长[color=#4876FF]颓废[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1058	1007	9	0
106110	1061	10	300	Best partner：Degenerate	最佳拍档：颓废	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at degenerate role[/color]	与擅长[color=#4876FF]颓废[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1058	1007	10	0
106111	1061	11	330	Best partner：Degenerate	最佳拍档：颓废	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at degenerate role[/color]	与擅长[color=#4876FF]颓废[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1058	1007	11	0
106112	1061	12	360	Best partner：Degenerate	最佳拍档：颓废	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at degenerate role[/color]	与擅长[color=#4876FF]颓废[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1058	1007	12	0
106113	1061	13	390	Best partner：Degenerate	最佳拍档：颓废	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at degenerate role[/color]	与擅长[color=#4876FF]颓废[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1058	1007	13	0
106114	1061	14	420	Best partner：Degenerate	最佳拍档：颓废	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at degenerate role[/color]	与擅长[color=#4876FF]颓废[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1058	1007	14	0
106115	1061	15	450	Best partner：Degenerate	最佳拍档：颓废	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at degenerate role[/color]	与擅长[color=#4876FF]颓废[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1058	1007	15	0
106116	1061	16	480	Best partner：Degenerate	最佳拍档：颓废	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at degenerate role[/color]	与擅长[color=#4876FF]颓废[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1058	1007	16	0
106117	1061	17	510	Best partner：Degenerate	最佳拍档：颓废	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at degenerate role[/color]	与擅长[color=#4876FF]颓废[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1058	1007	17	0
106118	1061	18	540	Best partner：Degenerate	最佳拍档：颓废	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at degenerate role[/color]	与擅长[color=#4876FF]颓废[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1058	1007	18	0
106119	1061	19	570	Best partner：Degenerate	最佳拍档：颓废	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at degenerate role[/color]	与擅长[color=#4876FF]颓废[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1058	1007	19	0
106120	1061	20	600	Best partner：Degenerate	最佳拍档：颓废	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at degenerate role[/color]	与擅长[color=#4876FF]颓废[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1058	1007	20	0
106201	1062	1	30	Best partner：Scholar	最佳拍档：学者	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at scholar role[/color]	与擅长[color=#4876FF]学者[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1059	1007	1	0
106202	1062	2	60	Best partner：Scholar	最佳拍档：学者	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at scholar role[/color]	与擅长[color=#4876FF]学者[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1059	1007	2	0
106203	1062	3	90	Best partner：Scholar	最佳拍档：学者	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at scholar role[/color]	与擅长[color=#4876FF]学者[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1059	1007	3	0
106204	1062	4	120	Best partner：Scholar	最佳拍档：学者	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at scholar role[/color]	与擅长[color=#4876FF]学者[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1059	1007	4	0
106205	1062	5	150	Best partner：Scholar	最佳拍档：学者	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at scholar role[/color]	与擅长[color=#4876FF]学者[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1059	1007	5	0
106206	1062	6	180	Best partner：Scholar	最佳拍档：学者	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at scholar role[/color]	与擅长[color=#4876FF]学者[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1059	1007	6	0
106207	1062	7	210	Best partner：Scholar	最佳拍档：学者	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at scholar role[/color]	与擅长[color=#4876FF]学者[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1059	1007	7	0
106208	1062	8	240	Best partner：Scholar	最佳拍档：学者	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at scholar role[/color]	与擅长[color=#4876FF]学者[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1059	1007	8	0
106209	1062	9	270	Best partner：Scholar	最佳拍档：学者	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at scholar role[/color]	与擅长[color=#4876FF]学者[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1059	1007	9	0
106210	1062	10	300	Best partner：Scholar	最佳拍档：学者	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at scholar role[/color]	与擅长[color=#4876FF]学者[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1059	1007	10	0
106211	1062	11	330	Best partner：Scholar	最佳拍档：学者	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at scholar role[/color]	与擅长[color=#4876FF]学者[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1059	1007	11	0
106212	1062	12	360	Best partner：Scholar	最佳拍档：学者	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at scholar role[/color]	与擅长[color=#4876FF]学者[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1059	1007	12	0
106213	1062	13	390	Best partner：Scholar	最佳拍档：学者	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at scholar role[/color]	与擅长[color=#4876FF]学者[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1059	1007	13	0
106214	1062	14	420	Best partner：Scholar	最佳拍档：学者	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at scholar role[/color]	与擅长[color=#4876FF]学者[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1059	1007	14	0
106215	1062	15	450	Best partner：Scholar	最佳拍档：学者	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at scholar role[/color]	与擅长[color=#4876FF]学者[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1059	1007	15	0
106216	1062	16	480	Best partner：Scholar	最佳拍档：学者	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at scholar role[/color]	与擅长[color=#4876FF]学者[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1059	1007	16	0
106217	1062	17	510	Best partner：Scholar	最佳拍档：学者	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at scholar role[/color]	与擅长[color=#4876FF]学者[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1059	1007	17	0
106218	1062	18	540	Best partner：Scholar	最佳拍档：学者	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at scholar role[/color]	与擅长[color=#4876FF]学者[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1059	1007	18	0
106219	1062	19	570	Best partner：Scholar	最佳拍档：学者	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at scholar role[/color]	与擅长[color=#4876FF]学者[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1059	1007	19	0
106220	1062	20	600	Best partner：Scholar	最佳拍档：学者	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at scholar role[/color]	与擅长[color=#4876FF]学者[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1059	1007	20	0
106301	1063	1	30	Best partner：Reporter	最佳拍档：记者	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at reporter role[/color]	与擅长[color=#4876FF]记者[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1060	1007	1	0
106302	1063	2	60	Best partner：Reporter	最佳拍档：记者	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at reporter role[/color]	与擅长[color=#4876FF]记者[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1060	1007	2	0
106303	1063	3	90	Best partner：Reporter	最佳拍档：记者	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at reporter role[/color]	与擅长[color=#4876FF]记者[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1060	1007	3	0
106304	1063	4	120	Best partner：Reporter	最佳拍档：记者	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at reporter role[/color]	与擅长[color=#4876FF]记者[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1060	1007	4	0
106305	1063	5	150	Best partner：Reporter	最佳拍档：记者	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at reporter role[/color]	与擅长[color=#4876FF]记者[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1060	1007	5	0
106306	1063	6	180	Best partner：Reporter	最佳拍档：记者	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at reporter role[/color]	与擅长[color=#4876FF]记者[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1060	1007	6	0
106307	1063	7	210	Best partner：Reporter	最佳拍档：记者	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at reporter role[/color]	与擅长[color=#4876FF]记者[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1060	1007	7	0
106308	1063	8	240	Best partner：Reporter	最佳拍档：记者	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at reporter role[/color]	与擅长[color=#4876FF]记者[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1060	1007	8	0
106309	1063	9	270	Best partner：Reporter	最佳拍档：记者	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at reporter role[/color]	与擅长[color=#4876FF]记者[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1060	1007	9	0
106310	1063	10	300	Best partner：Reporter	最佳拍档：记者	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at reporter role[/color]	与擅长[color=#4876FF]记者[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1060	1007	10	0
106311	1063	11	330	Best partner：Reporter	最佳拍档：记者	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at reporter role[/color]	与擅长[color=#4876FF]记者[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1060	1007	11	0
106312	1063	12	360	Best partner：Reporter	最佳拍档：记者	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at reporter role[/color]	与擅长[color=#4876FF]记者[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1060	1007	12	0
