int	int	int	string	int	int	int	int	int	int	int[]	int[]	string
1434	1116	2	布兰克	2102	2	1102	0	1401	0	1907;1935;1930;1931;1921	1602;1604	布兰克（主角），似乎被上帝降下了所有的丑陋的敲钟人，在遇到爱丽丝后，自己的真诚善良被复活了。
1435	1116	3	克洛斯	2107	2	0	0	0	0	1923;1912;1941;1943;1930	1603;1602	克洛斯（反派），从小接受良好的宗教教育，却因为强烈的占有欲而跟踪、绑架、强抢爱丽丝。
1436	1117	1	简	2103	1	1101	0	1401	1501	1902;1903;1904;1932;1922	1602;1604	简（主角），活泼独立，是一位有着鲜明个性与主见的女性。
1437	1117	2	达利	2102	2	1102	1202	1402	0	1909;1902;1935;1931;1915	1601;1602	达利（主角），由于不苟言笑被简误解为一个傲慢的人，实际心地善良。
1438	1117	3	安妮	2106	1	1101	0	0	1502	1902;1903;1904;1932;1922	1602;1603	安妮（配角），简的姐姐，温柔可人，端庄大方。与亨利一见钟情并终成眷属。
1439	1117	4	亨利	2104	2	0	0	0	0	1909;1902;1935;1931;1915	1602;1604	亨利（配角），与好友达利一起来到乡间度假并因此结识了安妮。
1440	1118	1	妮可	2101	2	0	0	0	0	1902;1904;1935;1932;1903	1602;1603	妮可（主角），出身贫寒，在画家维克托家帮佣。在日夜相处中，不知不觉爱上了维克托。
1441	1118	2	维克托	2101	2	0	0	0	0	1946;1906;1909;1935;1931	1601;1604	维克托（主角），绘画大师，发现了妮可的艺术天赋，但由于妻子的歇斯底里而变得无比压抑和谨慎。
1442	1119	1	卡诺	2102	2	1102	0	1401	0	1902;1905;1931;1946;1906	1603;1604	卡诺（主角），“追寻女色的风流才子”，在与美丽的杰西卡相识后，渐渐改变了对女人的看法，并堕入情网。
1443	1119	2	杰西卡	2103	1	1101	1201	0	0	1902;1932;1904;1922;1903	1601;1603	杰西卡（主角），有着像男人一样抱负的美丽女人，对见惯了肤浅女子的卡诺来说，有着致命的吸引力。
1444	1119	3	皮埃尔	2104	2	0	1202	0	0	1909;1915;1941;1921;1928	1603;1602	皮埃尔（配角），威尼斯总督，在卡诺被判绞刑将其救下，并提议其迎娶一位恪守贞洁的女子以挽回名声。
1445	1119	4	奥利维亚	2104	2	0	0	0	0	1902;1932;1904;1935;1942	1601;1603	奥利维亚（配角），疯狂爱着卡诺的千金富家女，极力央求父亲成全两人的爱情。
1446	1120	1	玛丽	2101	2	0	0	0	0	1909;1943;1920;1904;1932	1602;1604	玛丽（主角），被贪图荣华富贵的父亲送入皇宫，成为亨利的情妇，为他而怀上私生子。
1447	1120	2	亨利	2102	2	1102	0	0	0	1909;1910;1902;1931;1945	1603;1602	亨利（主角），在他的统治下，皇宫内处处充满阴暗、背叛、霸权甚至是荒淫无度。
1448	1120	3	安	2101	2	0	0	0	0	1909;1943;1920;1904;1932	1602;1601	安（主角），玛丽的姐姐，不顾玛丽对亨利的感情，而为了一己私欲而勾引亨利。
1449	1121	1	马克	2101	2	0	1202	0	1501	1902;1907;1934;1926;1930	1601;1602	马克（主角），前公路巡警，阴差阳错下成为卡特的战车司机，在经历了从抗拒到亲人般的感情后，帮助卡特推翻独裁。
1450	1121	2	卡特	2101	2	0	0	0	0	1910;1926;1930;1921;1943	1603;1602	卡特（主角），独裁者拉森的指挥官，然而却带头反叛了拉森前去寻求属于自己的救赎。
1451	1121	3	拉森	2107	2	0	1203	0	0	1923;1907;1926;1910;1930	1601;1605	拉森（反派），独裁者，拥有着废土中最后的资源，也因此对于反叛自己的卡特赶尽杀绝。
1452	1122	1	斯诺	2101	2	0	0	0	0	1921;1925;1926;1934;1931	1603;1601	斯诺（主角），顶尖杀手，虽然身怀绝技但内心缺乏安全感，认识泽尔达后，渐渐和这个小女孩产生了感情。
1453	1122	2	泽尔达	2101	2	0	1201	0	0	1902;1903;1944;1942;1935	1605;1603	泽尔达（主角），唯一幸存的女孩，在目睹了斯蒂文杀害全家后，一心想要杀死斯蒂文复仇。
1454	1122	3	斯蒂文	2107	2	0	0	0	0	1930;1920;1923;1943;1910	1603;1602	斯蒂文（反派），贩毒的黑警，个性凶狠残暴，杀害了泽尔达一家后又意图杀了莱昂和泽尔达灭口。
1455	1123	1	韦斯特	2101	2	1102	0	0	0	1909;1913;1907;1915;1926	1601;1602	韦斯特（主角），大部分时间里他是花花公子和家族企业CEO，当这座城市面临危机时，他就是正义之神。
1456	1123	2	哈登	2101	2	0	0	0	0	1910;1943;1934;1920;1930	1601;1603	哈登（主角），光明又善良的检察官，唯一的问题是太过偏执，从他毁容的那一刻起，他的冲动和决心最终酿成了大错。
1457	1123	3	格雷	2104	2	0	0	0	0	1914;1928;1934;1921;1941	1602;1601	格雷（配角），在腐败体制中洁身自好的警察局长，他的出现让城市回到风气清明的状态。
1458	1123	4	乔克	2107	2	0	0	1401	0	1911;1930;1923;1922;1920	1604;1601	乔克（反派），不在乎金钱、不在乎名利的狂人，他所作的一切犯罪行动就是对人性做考量，他要迫使从不杀人的韦斯特手上染血。
1459	1124	1	龙一	2101	2	0	0	0	1501	1908;1902;1903;1935;1926	1601;1602	龙一（主角），受班中很多女生喜欢，最终与互有好感的樱一同逃出生天。
1460	1124	2	樱	2103	1	1101	0	0	0	1908;1902;1903;1904;1932	1603;1601	樱（主角），天性善良，并不愿意主动杀人，在受到枪伤后与龙一一起离开了小岛。
1461	1124	3	北岛	2107	2	0	0	0	0	1923;1920;1930;1926;1907	1603;1605	北岛（反派），即是老师，也是杀人魔，在他的控制下，他的学生不得不开始互相残杀。
1462	1125	1	里奥	2102	2	1102	0	1402	1501	1922;1910;1931;1927;1943	1601;1602	里奥（主角），经验老道的梦境盗贼，却在一次行动中失手，也失去了自己挚爱的妻子。
1463	1125	2	爱丽	2103	1	1101	1201	0	1501	1902;1903;1930;1922;1904	1601;1603	爱丽（主角），极富天赋的年轻建筑师，负责梦境环境的构筑。
1464	1125	3	渡边	2104	2	0	0	0	0	1915;1922;1910;1940;1943	1605;1601	渡边（配角），手握极大权势的大亨，抓住了里奥的软肋并要挟他为自己工作。
1465	1125	4	玛丽安	2106	1	1101	0	1402	1501	1902;1930;1920;1931;1922	1602;1603	玛丽安（配角），里奥已故的爱妻，由于里奥内心对她的愧疚导致她会不时出现在梦境中对行动造成干扰。
1466	1126	1	柯本	2102	2	1102	1201	1401	1502	1911;1910;1921;1922;1941	1602;1601	柯本（主角），第一代教父，作为黑手党首领的他令人生畏，却也是平民的保护神。十分重视家人，有着自己的原则。
1467	1126	2	麦克	2102	2	1102	1201	1401	1501	1911;1922;1943;1920;1934	1603;1602	麦克（主角），教父的小儿子，精明理智，在哥哥被人谋害后成为了家族的接班人。
1468	1126	3	山姆	2104	2	0	0	0	0	1911;1930;1934;1905;1928	1602;1605	山姆（配角），教父的大儿子，脾气火爆却有勇无谋，被人设计谋害。
1469	1127	1	詹姆	2101	2	0	0	0	0	1914;1902;1935;1930;1903	1602;1604	詹姆（主角），从外地转来的警官，心中仍然保持着正义感，但他火爆、耐不住性子的个性却是他的致命伤。
1470	1127	2	埃文	2101	2	0	0	1401	0	1914;1941;1922;1921;1910	1603;1601	埃文（主角），即将退休的老警察，多年的执法却无法改善人们的冷漠和犯罪冲动，因此只想尽快离开这个罪恶都市。
1471	1128	1	让	2102	2	1102	1202	1401	0	1902;1903;1911;1930;1920	1603;1602	让（主角），拥有一场灵敏嗅觉的年轻人，偶然间发现年轻女性身上的体香，所有开始杀害年轻女性以取得她们的香味。
1472	1128	2	拉娜	2103	1	1101	0	1402	0	1902;1904;1932;1909;1942	1604;1603	拉娜（主角），她的体香是让调制完美香水的最后配方，因而被让杀害。
1473	1128	3	皮耶尔	2104	2	0	0	0	0	1941;1921;1915;1940;1909	1603;1604	皮耶尔（配角），香水制造商，发掘了让的嗅觉天赋而将其买下作为助手。
1474	1128	4	萝丝	2106	1	1101	1202	0	0	1902;1903;1932;1942;1904	1602;1603	萝丝（配角），有着独特的体香，也正因为如此而成为第一个被让误杀的女孩。
1475	1128	5	瑞克	2105	2	1102	1202	0	0	1941;1915;1940;1921;1909	1602;1601	瑞克（配角），城里的法官，预感到自己女儿的安危会受到威胁，但却无力阻止女儿被害。
1476	1129	1	达尔克	2101	2	0	0	1401	0	1907;1935;1936;1911;1926	1601;1602	达尔克（主角），28岁的穷人，不停劳作来为自己续命。在被“无中生有的”杀害了一名富豪后，开始逃亡生涯。
1477	1129	2	阿曼达	2101	2	0	0	0	0	1932;1904;1935;1909;1902	1602;1603	阿曼达（主角），被达尔克劫持一起逃亡，在过程中，与达尔克迸发了感情的火花。
1478	1129	3	保罗	2107	2	0	0	0	0	1943;1923;1930;1909;1940	1603;1605	保罗（反派），时间银行的拥有者，几乎拥有无限的生命。
1479	1130	1	艾瑞克	2101	2	0	0	1401	1501	1902;1930;1931;1911;1945	1603;1602	艾瑞克（主角），患有严重的失眠症，对周遭一切充满危机和憎恨，与汉克一起创立格斗俱乐部。
1480	1130	2	汉克	2101	2	0	0	1401	0	1905;1911;1922;1920;1927	1604;1603	汉克（主角），充满叛逆、残酷和暴烈的肥皂商，他以个人魅力吸引着格斗俱乐部中的信徒。
1481	1130	3	玛莎	2104	2	0	0	0	0	1902;1932;1904;1930;1935	1603;1601	玛莎（配角），女烟枪，强悍而不在乎别人的眼光，在艾瑞克身边时，让艾瑞克领悟到了自己的问题。
1482	1131	1	大卫	2101	2	0	1201	0	1501	1907;1945;1931;1942;1902	1601;1603	大卫（主角），对生命不敬的家伙，当与劳尔一同被囚禁时，惊恐失措，并隐瞒了一系列的秘密。
1483	1131	2	劳尔	2102	2	1102	0	1401	0	1939;1934;1930;1928;1941	1602;1601	劳尔（主角），因为与实习生有染而成为竖锯的目标被囚禁，天然具备很多基本的逃生技能。
1484	1131	3	维克托	2104	2	0	0	0	0	1914;1907;1934;1910;1926	1603;1601	维克托（配角），自信的警官，一直在调查连环谋杀案。
1485	1131	4	竖锯	2107	2	0	1201	0	0	1923;1911;1930;1920;1943	1601;1604	竖锯（反派），本是事业得意的工程师，罹患癌症后对生命产生了新的认识，用自己的方式激发人们的求生欲望。
1486	1132	1	卡琳娜	2101	2	0	0	0	0	1914;1902;1903;1942;1932	1603;1601	卡琳娜（主角），理智聪明又富有野心，为了一起连环杀人案，与食人狂魔汉克特博士交谈，并一步步走向真相与危险。
1487	1132	2	汉克特博士	2102	2	1102	1202	0	0	1911;1920;1930;1922;1943	1603;1602	汉克特博士（主角），智商极高的连环杀手，食人肉，有着令警方都佩服的精神病理学识。
1488	1133	1	本尼	2101	2	0	0	0	0	1907;1930;1943;1920;1911	1603;1602	本尼（主角），因坐牢而失去工作的汽车修理工，因贪恋莎莉的美色而与莎莉一起合谋杀害了罗纳德，霸占了他的餐馆。
1489	1133	2	莎莉	2101	2	0	0	0	1501	1902;1904;1932;1943;1911	1602;1604	莎莉（主角），性感美丽的老板娘，因丈夫罗纳德比自己年长太多而与本尼坠入爱河。
1490	1133	3	罗纳德	2104	2	0	0	0	0	1921;1931;1915;1941;1945	1603;1604	罗纳德（配角），餐馆老板，收留了穷困潦倒的本尼，却不曾想被自己的妻子和本尼杀害。
1491	1133	4	陌生男子	2104	2	0	0	0	0	1914;1922;1943;1937;1947	1603;1601	陌生男子（配角），发现了本尼和莎莉的阴谋，选择敲诈他们。
1492	1134	1	麦克	2101	2	0	1201	0	1501	1911;1922;1946;1928;1930	1603;1602	麦克（主角），成长轨迹堪称完美的模范，因为深信自己即将被执行死刑的哥哥是无辜的，不惜犯法入狱，试图带着哥哥一起逃走。
1493	1134	2	凯恩	2101	2	0	0	0	0	1911;1907;1926;1934;1928	1601;1603	凯恩（主角），被陷害杀害了总统的弟弟，即将被执行电椅死刑，在那天来临之前与弟弟成功越狱亡命天涯。
1494	1134	3	萨曼莎	2101	2	0	0	1402	0	1902;1903;1931;1939;1904	1603;1604	萨曼莎（主角），立志成为医生，但因为毒瘾而葬送前程，在成功戒毒后，她决定不仅仅成为普通的医生。
1495	1134	4	提姆	2101	2	0	1201	0	1502	1911;1930;1926;1920;1943	1602;1604	提姆（主角），案底令人发指、言行乖张与常人格格不入，察觉了麦克越狱计划的罪犯，因而得以加入。
1496	1135	1	琼	2102	2	1102	0	0	0	1905;1933;1931;1946;1945	1603;1602	琼（主角），为了报复丈夫的出轨而精心策划了一起关于自己的“谋杀案”，她的目的只是寻回最初的爱人。
1497	1135	2	本	2101	2	0	1202	0	0	1904;1903;1930;1932;1943	1604;1603	本（主角），出身乡村，失业在家，虽然外形帅气但却没本事赚钱，在结婚5周年纪念日，回家发现妻子无故失踪。
1498	1135	3	博尔特	2104	2	0	0	0	0	1915;1935;1909;1921;1931	1603;1604	博尔特（配角），琼最初的爱人，被琼设计利用。
1499	1135	4	卡特	2104	2	0	0	0	0	1914;1904;1902;1903;1922	1601;1602	卡特（配角），固执地认为本就是杀人凶手。
1500	1136	1	威尔	2102	2	1102	1201	1401	1501	1911;1922;1902;1903;1943	1603;1602	威尔（主角），天才少年，却因父母离异深受打击而走上了犯罪道路。
1501	1136	2	格温娜	2103	1	1101	1201	0	1501	1902;1903;1932;1935;1904	1601;1603	格温娜（主角），年轻美丽的护士，与当时在医院工作的威尔陷入爱河。
1502	1136	3	汉克	2102	2	1102	1201	1401	1502	1914;1922;1921;1907;1931	1603;1602	汉克（主角），FBI高级探员，一直在追捕威尔，在此过程中却也渐渐对威尔产生了惺惺相惜之感。
1503	1136	4	弗伦	2104	2	0	0	0	0	1940;1941;1921;1945;1931	1604;1603	弗伦（配角），威尔的父亲，妻子因他事业失败离开了他。
1504	1136	5	亚当	2105	2	1102	0	0	0	1941;1949;1928;1910;1921	1601;1605	亚当（配角），格温娜的父亲，对威尔十分满意，给他安排了一份自己身边的工作。
1505	1137	1	约翰	2102	2	1102	0	1401	1502	1934;1907;1928;1931;1901	1602;1601	约翰（主角），一个老猎人，在一次狩猎中无意发现了一个装着巨额现金的包裹，而他的人生也从此改变…
1506	1137	2	尼克	2102	2	1102	0	1401	1502	1914;1921;1907;1945;1928	1604;1602	尼克（主角），出生于警察世家，每天悠哉度日，在得知约翰面临的危险后决定要保护他和他的家人。
1507	1137	3	卡莉	2104	2	0	0	0	0	1904;1932;1935;1928;1942	1601;1603	卡莉（配角），约翰的妻子，随着约翰带回那笔巨款也被卷入了危险之中。
1508	1137	4	布林	2107	2	1102	0	0	1502	1923;1930;1920;1926;1925	1603;1604	布林（反派），冷酷无情没有弱点，对他而言杀戮就是唯一原则。
1509	1138	1	丹尼尔	2101	2	0	0	0	0	1947;1907;1922;1935;1934	1602;1603	丹尼尔（主角），受邀为克鲁德撰写传记，却在不知不觉中深入了克鲁德家族的一桩陈年命案。
1510	1138	2	萨曼莎	2103	1	1101	0	0	0	1932;1935;1922;1931;1904	1602;1605	萨曼莎（主角），神秘的天才黑客，与丹尼尔携手揭开克鲁德家族命案中的谎言和秘密。
1511	1138	3	克鲁德	2104	2	0	0	0	0	1915;1941;1921;1940;1909	1603;1602	克鲁德（配角），克鲁德家族的大家长，以高薪吸引丹尼尔为家族撰写传记。
1512	1138	4	艾瑞克	2107	2	0	0	0	0	1923;1943;1920;1911;1909	1601;1602	艾瑞克（反派），利欲熏心的企业家，在与丹尼尔的诉讼中利用权势获得胜诉，致使丹尼尔失去工作并破产。
1513	1139	1	巴克	2101	2	0	0	0	1502	1914;1926;1928;1935;1922	1601;1603	巴克（主角），真正铁面无私的警探，但因为耿直冲动的个性，而时常遭人利用。
1514	1139	2	内特	2101	2	0	0	1401	0	1914;1943;1926;1940;1934	1602;1601	内特（主角），野心勃勃的警察，以出卖同事与上司的手段，以求在警届出人头地。
1515	1139	3	罗德	2101	2	0	0	0	0	1914;1907;1935;1928;1926	1601;1605	罗德（主角），警届名人，与八卦记者狼狈为奸，专门揭发大明星的桃色新闻大发横财。
1516	1140	1	盖瑞	2102	2	1102	0	1402	0	1907;1926;1922;1925;1911	1601;1602	盖瑞（主角），恪守职业素养的顶尖杀手，做事一向严谨规范不含感情。
1517	1140	2	弗兰克	2101	2	0	0	0	0	1911;1925;1926;1942;1920	1603;1601	弗兰克（主角），科林的儿子，为了替父报仇而跟随盖瑞学习杀手技巧。
1518	1140	3	科林	2104	2	0	0	0	1502	1911;1921;1926;1907;1941	1602;1603	科林（配角），盖瑞曾经的搭档，帮助盖瑞成为出色的杀人机器，最后因为组织的命令而被盖瑞杀死。
1519	1140	4	斯黛拉	2104	2	0	0	0	0	1902;1903;1904;1932;1942	1601;1605	斯黛拉（配角），与盖瑞有着暧昧关系的女人，但也仅限于此了。
1520	1140	5	亚当	2107	2	0	0	0	0	1923;1943;1920;1930;1911	1603;1602	亚当（反派），杀手组织老大，正是他的命令而使科林死于盖瑞的枪下。
1521	1141	1	杰克	2102	2	1102	1201	1402	1501	1902;1903;1922;1930;1947	1603;1602	杰克（主角），一个对于破解“十二宫”杀人案件有着惊人执着的报社编辑，一心沉迷于案件的调查。
1522	1141	2	大卫	2102	2	1102	0	1401	1502	1914;1907;1922;1930;1926	1601;1603	大卫（主角），顶着同僚与上司的不理解一直追寻案件真相的警探，认识杰克之后开始与他合作调查。
1523	1141	3	安妮	2106	1	1101	0	1402	1501	1902;1904;1931;1932;1935	1602;1605	安妮（配角），杰克的妻子，十分不理解自己丈夫不惜被卷入致命危险都不愿放弃调查杀人事件的行为。
1524	1141	4	柯登	2105	2	1102	0	1402	1502	1947;1905;1922;1931;1921	1601;1602	柯登（配角），自视清高的资深记者，认为其他人都太天真，相信自己可以成为破解案件的那个人。
1525	1141	5	十二宫	2104	2	0	0	0	0	1943;1920;1930;1911;1922	1603;1604	十二宫（配角），神秘杀手，残忍暴虐，连续犯下多起凶杀案，以挑衅警方为乐。
1526	1142	1	肯尼	2102	2	1102	1201	1402	0	1927;1902;1903;1905;1922	1601;1602	肯尼（主角），平凡的电话推销员，却在电话亭中陷入了死亡与心灵质问的双重威胁。
1527	1142	2	汤姆	2104	2	0	0	1401	1502	1914;1907;1928;1903;1922	1603;1601	汤姆（配角），负责营救肯尼的警队队长，目睹了整件事件却无能为力。
1528	1142	3	安娜	2106	1	1101	1201	0	0	1902;1904;1932;1931;1935	1601;1605	安娜（配角），肯尼的情人，其实并不知道肯尼已婚，而是被肯尼哄骗。
1529	1142	4	凯莉	2104	2	0	0	0	0	1902;1904;1932;1928;1935	1602;1603	凯莉（配角），肯尼的妻子，在接到丈夫的危机事件后第一时间赶到安抚肯尼。
1530	1143	1	伊森	2101	2	0	1201	0	0	1941;1907;1926;1934;1921	1602;1603	伊森（主角），生活富足的安保企业销售员，在杀戮之夜为了保护家人而最终牺牲。
1531	1143	2	贝尔	2104	2	0	0	0	0	1944;1908;1902;1942;1929	1603;1605	贝尔（配角），心地善良的中二病少年，放入了被追杀的汤姆而使家人处于危险的境地。
1532	1143	3	汤姆	2104	2	0	0	0	0	1945;1921;1931;1930;1907	1601;1602	汤姆（配角），在杀戮之夜被追杀的猎物。
1533	1143	4	露西	2107	2	0	0	0	0	1923;1930;1920;1926;1911	1601;1605	露西（反派），觊觎伊森一家财富的邻居，趁杀戮之夜意图痛下杀手。
1534	1144	1	查理	2102	2	1102	1201	1401	0	1922;1940;1930;1927;1911	1603;1601	查理（主角），头脑灵光的职业骗子，但因为一次钓鱼行动而被迫与警方合作去完成另一项钓鱼行动。
1535	1144	2	詹妮	2103	1	1101	0	0	1501	1902;1904;1932;1911;1935	1602;1603	詹妮（主角），在派对上与查理一见钟情而成为诈骗拍档，直到失手后詹妮入狱，连与查理的感情也出现危机。
1536	1144	3	库克	2102	2	1102	0	1402	0	1914;1928;1922;1917;1907	1605;1603	库克（主角），梦想将贪官一网打尽的警察，当要挟查理与詹妮一起参与钓鱼行动时，却落入了别人的圈套。
1537	1144	4	凯特	2104	2	0	0	0	0	1929;1932;1904;1935;1928	1601;1602	凯特（配角），嫁给查理的单亲妈妈，生活能力差却总在陌生人面前人来疯，习惯把事情搞砸。
1538	1144	5	凯文	2107	2	1102	1201	0	1502	1949;1910;1923;1943;1941	1603;1605	凯文（反派），国会议员，致力重建城市，但苦于没有资金，直到遇见查理。
1539	1145	1	赛斯	2102	2	1102	0	1401	0	1902;1922;1903;1910;1911	1601;1602	赛斯（主角），经验老道的窃贼，再熬过被出卖而经历的牢狱生涯后，决定复仇并夺回属于自己的黄金。
1540	1145	2	妮可	2103	1	1101	0	1402	0	1902;1932;1904;1931;1922	1603;1601	妮可（主角），在赛斯的劝说下加入盗窃团伙的保险柜专家，可以轻而易举地打开任何密码锁。
1541	1145	3	杰森	2101	2	0	0	0	0	1902;1926;1907;1911;1930	1601;1605	杰森（主角），身手相当了得的打手，受赛斯邀请而加入。
1542	1145	4	麦克	2107	2	1102	0	1401	1502	1923;1920;1943;1911;1930	1601;1602	麦克（反派），多年前曾背叛赛斯，使得后者进入监狱，而这次他要面对的是曾经的搭档。
1543	1146	1	沃克	2102	2	1102	0	1401	1502	1902;1914;1903;1924;1935	1601;1603	沃克（主角），卧底警察，为了追查劫车案而潜入飞车党，却不想与飞车党成员们产生了各种感情。
1544	1146	2	唐恩	2102	2	1102	1201	1402	0	1910;1907;1934;1924;1926	1602;1601	唐恩（主角），飞车党老大，欣赏沃克的车技和为人，最终在沃克的帮助下逃离追捕。
1545	1146	3	琼	2103	1	1101	0	0	1501	1902;1904;1932;1935;1903	1603;1604	琼（主角），唐恩的妹妹，与沃克日久生情，为了避免唐恩走上犯罪道路而选择原谅了身为卧底的沃克。
1546	1146	4	丹尼	2104	2	0	0	0	0	1911;1943;1930;1907;1924	1601;1605	丹妮（配角），因为嫉妒而处处与沃克为敌的飞车党二把手。
1547	1146	5	杰克	2104	2	0	1201	0	1502	1914;1910;1907;1941;1921	1602;1603	杰克（配角），沃克的顶头上司，因为案子的进度而不停给沃克施加压力。
1548	1147	1	杰弗里	2101	2	0	0	0	0	1901;1907;1934;1926;1924	1601;1602	杰弗里（主角），为黑道人物送包裹的“地下送货员”，在一次快递过程中，卷入了一起跨国麻烦。
1549	1147	2	曼	2101	2	0	1203	0	0	1902;1904;1932;1935;1903	1603;1601	曼（主角），中国蛇头的女儿，因为父亲的生意而遭人绑架。
1550	1147	3	汤姆	2104	2	0	0	0	0	1914;1941;1949;1907;1921	1602;1605	汤姆（配角），受命调查杰弗里房屋被袭击的案件，暗中帮助杰弗里查找幕后黑手。
1551	1147	4	林	2107	2	0	0	0	0	1941;1943;1930;1940;1920	1603;1601	林（反派），因为生意而导致女儿被绑架，最终死于非命。
1552	1148	1	瑞肯	2102	2	1102	1201	1401	1502	1915;1910;1934;1935;1922	1602;1603	瑞肯（主角），带着在巴黎的情伤来到卡萨布兰卡开了一间咖啡馆，是个神秘而又很有手腕的商人。
1553	1148	2	薇娜	2103	1	1101	0	0	1501	1902;1903;1904;1932;1937	1604;1602	薇娜（主角），误以为自己丈夫已经身亡而与瑞肯有了一段亲密关系，却在相约一起离开巴黎的那天抛下了瑞肯。
1554	1148	3	汉森	2105	2	1102	0	1401	0	1901;1907;1920;1928;1940	1602;1601	汉森（配角），当地警察局长，与瑞肯是好友，十分赏识瑞肯的为人。
1555	1148	4	埃里克	2104	2	0	0	0	0	1937;1907;1902;1903;1928	1603;1604	埃里克（主角），民主斗士，纳粹的眼中钉，薇娜的丈夫。在瑞肯的帮助下最终与薇娜一起成功逃脱纳粹追捕。
1556	1149	1	詹姆斯	2101	2	0	0	0	0	1937;1926;1925;1934;1905	1602;1601	詹姆斯（主角），顶级杀手，平时执行刺杀任务时一般独自执行，生活中不满意妻子的烹饪手艺。
1557	1149	2	琳恩	2101	2	0	0	0	0	1937;1926;1925;1932;1904	1602;1605	琳恩（主角），詹姆斯的妻子，隶属于另一家杀手公司的头号人物。
1558	1149	3	本杰明	2104	2	0	0	0	0	1903;1902;1927;1945;1937	1602;1603	本杰明（配角），詹姆斯和琳恩共同的刺杀目标，其实是双方组织下的圈套。
1559	1150	1	盖瑞	2101	2	0	1202	0	0	1922;1907;1910;1926;1941	1601;1602	盖瑞（主角），皇家特工组的核心人物，因自己的疏忽导致战友牺牲，心怀愧疚，因此对战友的儿子十分关照。
1560	1150	2	艾伦	2102	2	1102	0	0	0	1902;1903;1926;1928;1922	1603;1601	艾伦（主角），原本只是街头混混，得到盖瑞的举荐，并接受了史上最危险的测试后，加入了拯救世界的特工组织。
1561	1150	3	莫林	2104	2	0	0	0	0	1928;1934;1941;1922;1946	1601;1605	莫林（配角），特工组织中最重要也是最忠诚的后勤人员，在他的帮助下盖瑞和艾伦才能最终完成任务。
1562	1150	4	沃伦	2107	2	0	0	0	0	1915;1922;1943;1923;1930	1603;1601	沃伦（反派），一名思想偏执的科技天才，他决定用扭曲的观念和做法来自己解决全球人口增长。
1563	1151	1	尚恩	2101	2	0	0	1401	0	1937;1922;1934;1935;1928	1602;1603	尚恩（主角），英国反情报特工，在被派往执行刺杀任务时，与拉娜假戏真做，但归来后被告知拉娜可能是敌国间谍。
1564	1151	2	拉娜	2101	2	0	0	0	1501	1937;1943;1935;1922;1904	1601;1602	拉娜（主角），法国女间谍，战斗时冷静狠辣，但对丈夫也有柔情似水的一面。
1565	1151	3	马克	2104	2	0	0	0	0	1937;1910;1922;1928;1941	1603;1604	马克（配角），英国特殊行动执行局官员，处事严肃果断，通知了尚恩其妻子可能是敌国间谍。
1566	1152	1	乔伊	2101	2	0	1202	0	0	1905;1902;1907;1932;1937	1601;1602	乔伊（主角），退役后在一家五星酒店担任夜班经理，在一次举报过程中导致萨拉被暗杀，因此埋下了复仇的怒火。
1567	1152	2	萨拉	2104	2	0	0	0	0	1902;1932;1935;1904;1931	1603;1601	萨拉（配角），肖恩的情妇，入住乔伊所在的酒店后和乔伊擦出了火花，后因为泄露交易内幕而被暗杀。
1568	1152	3	肖恩	2107	2	1102	0	0	0	1923;1943;1910;1920;1930	1601;1604	肖恩（反派），黑市军火商，魅力十足但心狠手辣，被称为这个世界上最危险的男人。
1569	1153	1	杰伊	2102	2	1102	1201	1402	1502	1937;1926;1907;1922;1934	1601;1603	杰伊（主角），在一次几乎全灭的任务中存活下来并被怀疑成是内鬼的特工，为了洗白自己的身份而独自战斗。
1570	1153	2	比利	2106	1	1101	0	0	1502	1937;1910;1922;1921;1941	1602;1601	比利（配角），购买特工名单的地下接头人，后来与杰伊合作。
1571	1153	3	卡尔	2104	2	0	0	0	0	1915;1940;1943;1910;1911	1602;1603	卡尔（配角），特工总部司令官，固执地相信杰伊就是内鬼。
1572	1153	4	艾琳	2107	1	1101	0	1402	0	1937;1904;1943;1923;1932	1601;1604	艾琳（反派），与自己的丈夫—内特一起，骗取杰伊的信任并试图除掉杰伊。
1573	1153	5	内特	2107	2	1102	0	0	1502	1937;1910;1923;1943;1930	1605;1601	内特（反派），杰伊的上司，在全灭的任务中假死并嫁祸给杰伊的真正幕后黑手。
1574	1154	1	特警W	2101	2	0	0	0	1502	1941;1921;1926;1910;1922	1603;1601	特警W（主角），组织中最老辣干练的超级探员，是后辈特警S的领路人和导师。
1575	1154	2	特警S	2101	2	0	0	0	0	1902;1934;1914;1917;1926	1605;1603	特警S（主角），误入组织的前警察，为人爽朗正直勇猛异常，却又搞笑机智，懂得随机应变。
1576	1154	3	艾伦	2104	2	0	0	0	0	1910;1941;1945;1949;1909	1603;1602	艾伦（配角），巴格星王子，在地球期间不幸被杀害，随身携带的宝物也不翼而飞。
1577	1155	1	查尔斯	2102	2	0	1202	1401	1502	1937;1926;1925;1907;1905	1601;1602	查尔斯（主角），军情局特工，身手非凡风流倜傥，每次执行任务在危险的同时都必然伴随着香艳邂逅
1578	1155	2	卡罗尔	2103	1	1101	1202	1402	0	1949;1902;1904;1932;1903	1603;1601	卡罗尔（主角），作为查尔斯本次任务的助手兼监管人与他一起行动，并互生好感，然而她的背后似乎隐藏着更为沉重的真实…
