int	string	string	int	int	DTItemNum[]	int	DTItemNum	int
1962	地下渠道	来自地下渠道的消息	7309	2009	4008:8;4009:8	1	9002:1	5
1963	周边换购	紧急替代品请求	7310	2009	4010:8;4011:8	1	5005:11	5
1964	周边换购	对手的竞争性请求	7311	2009	4010:8;4011:8	1	9002:1	5
1965	暗中交易	竞争对手提出的交易	7312	2009	4010:8;4011:8	1	5005:12	5
1966	周边换购	学校开放日的申请	7313	2009	4013:8;4014:8	1	2:36000	5
1967	地下渠道	来自地下渠道的消息	7314	2009	4013:8;4014:8	1	2:36000	5
1968	周边换购	紧急替代品请求	7301	2009	4013:8;4014:8	1	2:36000	5
1969	周边换购	对手的竞争性请求	7302	2009	4017:8;4018:8	1	5004:1	5
1970	暗中交易	竞争对手提出的交易	7303	2009	4017:8;4018:8	1	5004:1	5
1971	周边换购	学校开放日的申请	7304	2009	4001:8;4002:8	1	2:36000	10
1972	地下渠道	来自地下渠道的消息	7305	2009	4016:8;4017:8	1	5005:20	10
1973	周边换购	紧急替代品请求	7306	2009	4001:8;4002:8	1	5005:22	10
1974	周边换购	对手的竞争性请求	7307	2009	4003:8;4004:8	1	5005:25	10
1975	暗中交易	竞争对手提出的交易	7308	2009	4005:8;4006:8	1	2:36000	10
1976	周边换购	学校开放日的申请	7309	2009	4005:8;4006:8	1	2:36000	10
1977	地下渠道	来自地下渠道的消息	7310	2009	4005:8;4006:8	1	5005:10	10
1978	周边换购	紧急替代品请求	7311	2009	4007:8;4008:8	1	5004:2	10
1979	周边换购	对手的竞争性请求	7312	2009	4010:8;4011:8	1	5004:2	10
1980	暗中交易	竞争对手提出的交易	7313	2009	4010:8;4011:8	1	2:36000	10
1981	周边换购	学校开放日的申请	7314	2009	4010:8;4011:8	1	2:36000	10
1982	地下渠道	来自地下渠道的消息	7301	2009	4013:8;4014:8	1	9002:2	10
1983	周边换购	紧急替代品请求	7302	2009	4013:8;4014:8	1	5005:27	10
1984	周边换购	对手的竞争性请求	7303	2009	4013:8;4014:8	1	9002:2	10
1985	暗中交易	竞争对手提出的交易	7304	2009	4016:8;4017:8	1	5005:28	10
1986	周边换购	学校开放日的申请	7305	2009	4016:8;4017:8	1	2:36000	10
1987	地下渠道	来自地下渠道的消息	7306	2009	4001:22;4002:22	2	2:72000	15
1988	周边换购	紧急替代品请求	7307	2009	4017:22;4018:22	2	5005:27	15
1989	周边换购	对手的竞争性请求	7308	2009	4007:22;4008:22	2	9002:3	15
1990	暗中交易	竞争对手提出的交易	7309	2009	4007:22;4008:22	2	5005:28	15
1991	周边换购	学校开放日的申请	7310	2009	4010:22;4011:22	2	2:72000	15
1992	地下渠道	来自地下渠道的消息	7311	2009	4010:22;4011:22	2	2:72000	15
1993	周边换购	紧急替代品请求	7312	2009	4010:22;4011:22	2	5005:20	15
1994	周边换购	对手的竞争性请求	7313	2009	4013:22;4014:22	2	5004:3	15
1995	暗中交易	竞争对手提出的交易	7314	2009	4013:22;4014:22	2	5004:3	15
1996	周边换购	学校开放日的申请	7301	2009	4013:22;4014:22	2	2:72000	15
1997	地下渠道	来自地下渠道的消息	7302	2009	4017:22;4018:22	2	2:72000	15
1998	周边换购	紧急替代品请求	7303	2009	4017:22;4018:22	2	9002:3	15
1999	周边换购	对手的竞争性请求	7304	2009	4001:29;4002:29	3	5005:33	20
2000	暗中交易	竞争对手提出的交易	7305	2009	4017:29;4018:29	3	2:108000	20
2001	周边换购	学校开放日的申请	7306	2009	4015:29;4016:29	3	5005:35	20
2002	地下渠道	来自地下渠道的消息	7307	2009	4003:29;4004:29	3	9002:4	20
2003	周边换购	紧急替代品请求	7308	2009	4005:29;4006:29	3	5005:38	20
2004	周边换购	对手的竞争性请求	7309	2009	4007:29;4008:29	3	2:108000	20
2005	暗中交易	竞争对手提出的交易	7310	2009	4010:29;4011:29	3	2:108000	20
2006	周边换购	学校开放日的申请	7311	2009	4013:29;4014:29	3	5005:30	20
2007	地下渠道	来自地下渠道的消息	7312	2009	4017:36;4018:36	4	5005:30	25
2008	周边换购	紧急替代品请求	7313	2009	4015:36;4016:36	4	2:180000	25
2009	周边换购	对手的竞争性请求	7314	2009	4010:36;4011:36	4	9002:5	25
2010	暗中交易	竞争对手提出的交易	7301	2009	4016:36;4017:36	4	5004:5	25
2011	周边换购	学校开放日的申请	7302	2010	4001:8;4002:8	1	2:38000	5
2012	地下渠道	来自地下渠道的消息	7303	2010	4017:8;4018:8	1	5005:10	5
2013	周边换购	紧急替代品请求	7304	2010	4001:8;4002:8	1	5005:11	5
2014	周边换购	对手的竞争性请求	7305	2010	4003:8;4004:8	1	5005:12	5
2015	暗中交易	竞争对手提出的交易	7306	2010	4003:8;4004:8	1	2:38000	5
2016	周边换购	学校开放日的申请	7307	2010	4003:8;4004:8	1	2:38000	5
2017	地下渠道	来自地下渠道的消息	7308	2010	4005:8;4006:8	1	5005:10	5
2018	周边换购	紧急替代品请求	7309	2010	4005:8;4006:8	1	5004:1	5
2019	周边换购	对手的竞争性请求	7310	2010	4005:8;4006:8	1	5004:1	5
2020	暗中交易	竞争对手提出的交易	7311	2010	4008:8;4009:8	1	2:38000	5
2021	周边换购	学校开放日的申请	7312	2010	4008:8;4009:8	1	2:38000	5
2022	地下渠道	来自地下渠道的消息	7313	2010	4008:8;4009:8	1	9002:1	5
2023	周边换购	紧急替代品请求	7314	2010	4010:8;4011:8	1	5005:11	5
2024	周边换购	对手的竞争性请求	7301	2010	4010:8;4011:8	1	9002:1	5
2025	暗中交易	竞争对手提出的交易	7302	2010	4010:8;4011:8	1	5005:12	5
2026	周边换购	学校开放日的申请	7303	2010	4013:8;4014:8	1	2:38000	5
2027	地下渠道	来自地下渠道的消息	7304	2010	4013:8;4014:8	1	2:38000	5
2028	周边换购	紧急替代品请求	7305	2010	4013:8;4014:8	1	2:38000	5
2029	周边换购	对手的竞争性请求	7306	2010	4017:8;4018:8	1	5004:1	5
2030	暗中交易	竞争对手提出的交易	7307	2010	4017:8;4018:8	1	5004:1	5
2031	周边换购	学校开放日的申请	7308	2010	4001:8;4002:8	1	2:38000	10
2032	地下渠道	来自地下渠道的消息	7309	2010	4016:8;4017:8	1	5005:20	10
2033	周边换购	紧急替代品请求	7310	2010	4001:8;4002:8	1	5005:22	10
2034	周边换购	对手的竞争性请求	7311	2010	4003:8;4004:8	1	5005:25	10
2035	暗中交易	竞争对手提出的交易	7312	2010	4005:8;4006:8	1	2:38000	10
2036	周边换购	学校开放日的申请	7313	2010	4005:8;4006:8	1	2:38000	10
2037	地下渠道	来自地下渠道的消息	7314	2010	4005:8;4006:8	1	5005:10	10
2038	周边换购	紧急替代品请求	7301	2010	4007:8;4008:8	1	5004:2	10
2039	周边换购	对手的竞争性请求	7302	2010	4010:8;4011:8	1	5004:2	10
2040	暗中交易	竞争对手提出的交易	7303	2010	4010:8;4011:8	1	2:38000	10
2041	周边换购	学校开放日的申请	7304	2010	4010:8;4011:8	1	2:38000	10
2042	地下渠道	来自地下渠道的消息	7305	2010	4013:8;4014:8	1	9002:2	10
2043	周边换购	紧急替代品请求	7306	2010	4013:8;4014:8	1	5005:27	10
2044	周边换购	对手的竞争性请求	7307	2010	4013:8;4014:8	1	9002:2	10
2045	暗中交易	竞争对手提出的交易	7308	2010	4016:8;4017:8	1	5005:28	10
2046	周边换购	学校开放日的申请	7309	2010	4016:8;4017:8	1	2:38000	10
2047	地下渠道	来自地下渠道的消息	7310	2010	4001:22;4002:22	2	2:76000	15
2048	周边换购	紧急替代品请求	7311	2010	4017:22;4018:22	2	5005:27	15
2049	周边换购	对手的竞争性请求	7312	2010	4007:22;4008:22	2	9002:3	15
2050	暗中交易	竞争对手提出的交易	7313	2010	4007:22;4008:22	2	5005:28	15
2051	周边换购	学校开放日的申请	7314	2010	4010:22;4011:22	2	2:76000	15
2052	地下渠道	来自地下渠道的消息	7301	2010	4010:22;4011:22	2	2:76000	15
2053	周边换购	紧急替代品请求	7302	2010	4010:22;4011:22	2	5005:20	15
2054	周边换购	对手的竞争性请求	7303	2010	4013:22;4014:22	2	5004:3	15
2055	暗中交易	竞争对手提出的交易	7304	2010	4013:22;4014:22	2	5004:3	15
2056	周边换购	学校开放日的申请	7305	2010	4013:22;4014:22	2	2:76000	15
2057	地下渠道	来自地下渠道的消息	7306	2010	4017:22;4018:22	2	2:76000	15
2058	周边换购	紧急替代品请求	7307	2010	4017:22;4018:22	2	9002:3	15
2059	周边换购	对手的竞争性请求	7308	2010	4001:29;4002:29	3	5005:33	20
2060	暗中交易	竞争对手提出的交易	7309	2010	4017:29;4018:29	3	2:114000	20
2061	周边换购	学校开放日的申请	7310	2010	4015:29;4016:29	3	5005:35	20
2062	地下渠道	来自地下渠道的消息	7311	2010	4003:29;4004:29	3	9002:4	20
2063	周边换购	紧急替代品请求	7312	2010	4005:29;4006:29	3	5005:38	20
2064	周边换购	对手的竞争性请求	7313	2010	4007:29;4008:29	3	2:114000	20
2065	暗中交易	竞争对手提出的交易	7314	2010	4010:29;4011:29	3	2:114000	20
2066	周边换购	学校开放日的申请	7301	2010	4013:29;4014:29	3	5005:30	20
2067	地下渠道	来自地下渠道的消息	7302	2010	4017:36;4018:36	4	5005:30	25
2068	周边换购	紧急替代品请求	7303	2010	4015:36;4016:36	4	2:190000	25
2069	周边换购	对手的竞争性请求	7304	2010	4010:36;4011:36	4	9002:5	25
2070	暗中交易	竞争对手提出的交易	7305	2010	4016:36;4017:36	4	5004:5	25
2071	周边换购	学校开放日的申请	7306	1001	4002:2;4003:2	1	2:2000	5
2072	地下渠道	来自地下渠道的消息	7307	1001	4001:2;4004:2	1	5005:10	5
2073	周边换购	紧急替代品请求	7308	1001	4001:2;4005:2	1	5005:11	5
2074	周边换购	对手的竞争性请求	7309	1001	4001:2;4006:2	1	5005:12	5
2075	暗中交易	竞争对手提出的交易	7310	1001	4002:2;4005:2	1	2:2000	5
2076	周边换购	学校开放日的申请	7311	1001	4002:2;4006:2	1	2:2000	5
2077	地下渠道	来自地下渠道的消息	7312	1001	4003:2;4005:2	1	2:2000	5
2078	周边换购	紧急替代品请求	7313	1001	4004:2;4006:2	1	5004:1	5
2079	周边换购	对手的竞争性请求	7314	1001	4003:2;4006:2	1	5004:1	5
2080	暗中交易	竞争对手提出的交易	7301	1001	4002:2;4006:2	1	2:2000	5
2081	周边换购	学校开放日的申请	7302	1001	4003:2;4005:2	1	2:2000	5
2082	地下渠道	来自地下渠道的消息	7303	1001	4002:2;4006:2	1	9002:2	5
2083	周边换购	紧急替代品请求	7304	1001	4004:2;4006:2	1	9002:2	5
2084	周边换购	对手的竞争性请求	7305	1001	4001:2;4004:2	1	2:2000	5
2085	暗中交易	竞争对手提出的交易	7306	1001	4002:2;4006:2	1	5005:30	5
2086	周边换购	学校开放日的申请	7307	1001	4003:2;4004:2	1	5005:30	5
2087	地下渠道	来自地下渠道的消息	7308	1001	4005:2;4006:2	1	5005:30	5
2088	周边换购	紧急替代品请求	7309	1001	4005:2;4006:2	1	2:2000	5
2089	周边换购	对手的竞争性请求	7310	1001	4001:4;4002:4	2	2:4000	10
2090	暗中交易	竞争对手提出的交易	7311	1001	4004:4;4005:4	2	5005:30	10
2091	周边换购	学校开放日的申请	7312	1001	4003:4;4005:4	2	5005:30	10
2092	地下渠道	来自地下渠道的消息	7313	1001	4002:4;4006:4	2	2:4000	10
2093	周边换购	紧急替代品请求	7314	1001	4005:4;4004:4	2	5004:3	10
2094	周边换购	对手的竞争性请求	7301	1001	4005:4;4006:4	2	9002:3	10
2095	暗中交易	竞争对手提出的交易	7302	1001	4001:5;4002:5	3	5004:4	15
2096	周边换购	学校开放日的申请	7303	1001	4002:5;4006:5	3	9002:4	15
2097	地下渠道	来自地下渠道的消息	7304	1001	4005:5;4004:5	3	5005:35	15
2098	周边换购	紧急替代品请求	7305	1001	4003:5;4006:5	3	2:6000	15
2099	周边换购	对手的竞争性请求	7306	1001	4004:6;4002:6	4	5005:45	20
2100	暗中交易	竞争对手提出的交易	7307	1001	4003:6;4006:6	4	9002:5	20
