int	int	int	int	int	int	int	int	int	int	int	int	int	DTItemNum	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int
464	58	117	73	146	87	175	117	234	146	292	175	351	2:7472256	798	997	1197	1596	1995	2394	0	0	0	0	0	0	0	0	0	0	0	0	0	145434	181793	218151	290868	363585	436302
465	58	117	73	146	87	175	117	234	146	293	175	351	2:7488206	798	998	1197	1596	1995	2394	0	0	0	0	0	0	0	0	0	0	0	0	0	146232	182790	219348	292464	365580	438696
466	58	117	73	146	88	176	117	235	146	293	176	352	2:7504156	804	1005	1206	1608	2010	2412	0	0	0	0	0	0	0	0	0	0	0	0	0	147030	183788	220545	294060	367575	441090
467	58	117	73	147	88	176	117	235	147	294	176	353	2:7520744	804	1005	1206	1608	2010	2412	0	0	0	0	0	0	0	0	0	0	0	0	0	147834	184793	221751	295668	369585	443502
468	59	118	73	147	88	177	118	236	147	295	177	354	2:7536694	810	1012	1215	1620	2025	2430	0	0	0	0	0	0	0	0	0	0	0	0	0	148638	185798	222957	297276	371595	445914
469	59	118	73	147	88	177	118	236	147	295	177	354	2:7552644	810	1013	1215	1620	2025	2430	50	100	150	200	250	300	10	10	10	10	10	10	0	149448	186810	224172	298896	373620	448344
470	59	118	74	148	88	177	118	237	148	296	177	355	2:7568594	816	1020	1224	1632	2040	2448	0	0	0	0	0	0	0	0	0	0	0	0	0	150258	187823	225387	300516	375645	450774
471	59	118	74	148	89	178	118	237	148	296	178	356	2:7585182	816	1020	1224	1632	2040	2448	0	0	0	0	0	0	0	0	0	0	0	0	0	151074	188843	226611	302148	377685	453222
472	59	119	74	148	89	178	119	238	148	297	178	357	2:7601132	822	1027	1233	1644	2055	2466	0	0	0	0	0	0	0	0	0	0	0	0	0	151890	189863	227835	303780	379725	455670
473	59	119	74	149	89	178	119	238	149	298	178	357	2:7617082	822	1028	1233	1644	2055	2466	0	0	0	0	0	0	0	0	0	0	0	0	0	152712	190890	229068	305424	381780	458136
474	59	119	74	149	89	179	119	239	149	298	179	358	2:7633032	828	1035	1242	1656	2070	2484	0	0	0	0	0	0	0	0	0	0	0	0	0	153534	191918	230301	307068	383835	460602
475	59	119	74	149	89	179	119	239	149	299	179	359	2:7648982	828	1035	1242	1656	2070	2484	0	0	0	0	0	0	0	0	0	0	0	0	0	154362	192953	231543	308724	385905	463086
476	60	120	75	150	90	180	120	240	150	300	180	360	2:7665570	834	1042	1251	1668	2085	2502	0	0	0	0	0	0	0	0	0	0	0	0	0	155190	193988	232785	310380	387975	465570
477	60	120	75	150	90	180	120	240	150	300	180	360	2:7681520	834	1043	1251	1668	2085	2502	0	0	0	0	0	0	0	0	0	0	0	0	0	156024	195030	234036	312048	390060	468072
478	60	120	75	150	90	180	120	240	150	301	180	361	2:7697470	840	1050	1260	1680	2100	2520	0	0	0	0	0	0	0	0	0	0	0	0	0	156858	196073	235287	313716	392145	470574
479	60	120	75	150	90	181	120	241	150	301	181	362	2:7713420	840	1050	1260	1680	2100	2520	50	100	150	200	250	300	10	10	10	10	10	10	0	157698	197123	236547	315396	394245	473094
480	60	120	75	151	90	181	120	241	151	302	181	362	2:7730008	846	1057	1269	1692	2115	2538	0	0	0	0	0	0	0	0	0	0	0	0	0	158538	198173	237807	317076	396345	475614
481	60	121	75	151	90	181	121	242	151	303	181	363	2:8098047	846	1058	1269	1692	2115	2538	0	0	0	0	0	0	0	0	0	0	0	0	0	159384	199230	239076	318768	398460	478152
482	60	121	75	151	91	182	121	242	151	303	182	364	2:8114722	852	1065	1278	1704	2130	2556	0	0	0	0	0	0	0	0	0	0	0	0	0	160230	200288	240345	320460	400575	480690
483	60	121	76	152	91	182	121	243	152	304	182	365	2:8131397	852	1065	1278	1704	2130	2556	0	0	0	0	0	0	0	0	0	0	0	0	0	161082	201353	241623	322164	402705	483246
484	60	121	76	152	91	182	121	243	152	304	182	365	2:8148739	858	1072	1287	1716	2145	2574	0	0	0	0	0	0	0	0	0	0	0	0	0	161934	202418	242901	323868	404835	485802
485	61	122	76	152	91	183	122	244	152	305	183	366	2:8165414	858	1073	1287	1716	2145	2574	0	0	0	0	0	0	0	0	0	0	0	0	0	162792	203490	244188	325584	406980	488376
486	61	122	76	153	91	183	122	244	153	306	183	367	2:8182089	864	1080	1296	1728	2160	2592	0	0	0	0	0	0	0	0	0	0	0	0	0	163650	204563	245475	327300	409125	490950
487	61	122	76	153	92	184	122	245	153	306	184	368	2:8198764	864	1080	1296	1728	2160	2592	0	0	0	0	0	0	0	0	0	0	0	0	0	164514	205643	246771	329028	411285	493542
488	61	122	76	153	92	184	122	245	153	307	184	368	2:8216106	870	1087	1305	1740	2175	2610	0	0	0	0	0	0	0	0	0	0	0	0	0	165378	206723	248067	330756	413445	496134
489	61	123	77	154	92	184	123	246	154	308	184	369	2:8232781	870	1088	1305	1740	2175	2610	50	100	150	200	250	300	10	10	10	10	10	10	0	166248	207810	249372	332496	415620	498744
490	61	123	77	154	92	185	123	246	154	308	185	370	2:8249456	876	1095	1314	1752	2190	2628	0	0	0	0	0	0	0	0	0	0	0	0	0	167118	208898	250677	334236	417795	501354
491	61	123	77	154	92	185	123	247	154	309	185	371	2:8266131	876	1095	1314	1752	2190	2628	0	0	0	0	0	0	0	0	0	0	0	0	0	167994	209993	251991	335988	419985	503982
492	61	123	77	154	92	185	123	247	154	309	185	371	2:8283473	882	1102	1323	1764	2205	2646	0	0	0	0	0	0	0	0	0	0	0	0	0	168870	211088	253305	337740	422175	506610
493	62	124	77	155	93	186	124	248	155	310	186	372	2:8300148	882	1103	1323	1764	2205	2646	0	0	0	0	0	0	0	0	0	0	0	0	0	169752	212190	254628	339504	424380	509256
494	62	124	77	155	93	186	124	248	155	311	186	373	2:8316823	888	1110	1332	1776	2220	2664	0	0	0	0	0	0	0	0	0	0	0	0	0	170634	213293	255951	341268	426585	511902
495	62	124	77	155	93	187	124	249	155	311	187	374	2:8333498	888	1110	1332	1776	2220	2664	0	0	0	0	0	0	0	0	0	0	0	0	0	171522	214403	257283	343044	428805	514566
496	62	124	78	156	93	187	124	249	156	312	187	374	2:8350840	894	1117	1341	1788	2235	2682	0	0	0	0	0	0	0	0	0	0	0	0	0	172410	215513	258615	344820	431025	517230
497	62	125	78	156	93	187	125	250	156	312	187	375	2:8367515	894	1118	1341	1788	2235	2682	0	0	0	0	0	0	0	0	0	0	0	0	0	173304	216630	259956	346608	433260	519912
498	62	125	78	156	94	188	125	250	156	313	188	376	2:8384190	900	1125	1350	1800	2250	2700	0	0	0	0	0	0	0	0	0	0	0	0	0	174198	217748	261297	348396	435495	522594
499	62	125	78	157	94	188	125	251	157	314	188	377	2:8400865	900	1125	1350	1800	2250	2700	50	100	150	200	250	300	10	10	10	10	10	10	0	175098	218873	262647	350196	437745	525294
500	62	125	78	157	94	188	125	251	157	314	188	377	2:8417540	906	1132	1359	1812	2265	2718	0	0	0	0	0	0	0	0	0	0	0	0	0	175998	219998	263997	351996	439995	527994
501	63	126	78	157	94	189	126	252	157	315	189	378	2:8801616	906	1133	1359	1812	2265	2718	0	0	0	0	0	0	0	0	0	0	0	0	0	176904	221130	265356	353808	442260	530712
502	63	126	79	158	94	189	126	252	158	316	189	379	2:8819016	912	1140	1368	1824	2280	2736	0	0	0	0	0	0	0	0	0	0	0	0	0	177810	222263	266715	355620	444525	533430
503	63	126	79	158	95	190	126	253	158	316	190	380	2:8836416	912	1140	1368	1824	2280	2736	0	0	0	0	0	0	0	0	0	0	0	0	0	178722	223403	268083	357444	446805	536166
504	63	126	79	158	95	190	126	253	158	317	190	380	2:8853816	918	1147	1377	1836	2295	2754	0	0	0	0	0	0	0	0	0	0	0	0	0	179634	224543	269451	359268	449085	538902
505	63	127	79	158	95	190	127	254	158	317	190	381	2:8871912	918	1148	1377	1836	2295	2754	0	0	0	0	0	0	0	0	0	0	0	0	0	180552	225690	270828	361104	451380	541656
506	63	127	79	159	95	191	127	254	159	318	191	382	2:8889312	924	1155	1386	1848	2310	2772	0	0	0	0	0	0	0	0	0	0	0	0	0	181470	226838	272205	362940	453675	544410
507	63	127	79	159	95	191	127	255	159	319	191	382	2:8906712	924	1155	1386	1848	2310	2772	0	0	0	0	0	0	0	0	0	0	0	0	0	182394	227993	273591	364788	455985	547182
508	63	127	79	159	95	191	127	255	159	319	191	383	2:8924112	930	1162	1395	1860	2325	2790	0	0	0	0	0	0	0	0	0	0	0	0	0	183318	229148	274977	366636	458295	549954
509	64	128	80	160	96	192	128	256	160	320	192	384	2:8942208	930	1163	1395	1860	2325	2790	50	100	150	200	250	300	10	10	10	10	10	10	0	184248	230310	276372	368496	460620	552744
510	64	128	80	160	96	192	128	256	160	320	192	385	2:8959608	936	1170	1404	1872	2340	2808	0	0	0	0	0	0	0	0	0	0	0	0	0	185178	231473	277767	370356	462945	555534
511	64	128	80	160	96	192	128	257	160	321	192	385	2:8977008	936	1170	1404	1872	2340	2808	0	0	0	0	0	0	0	0	0	0	0	0	0	186114	232643	279171	372228	465285	558342
512	64	128	80	161	96	193	128	257	161	322	193	386	2:8994408	942	1177	1413	1884	2355	2826	0	0	0	0	0	0	0	0	0	0	0	0	0	187050	233813	280575	374100	467625	561150
513	64	129	80	161	96	193	129	258	161	322	193	387	2:9012504	942	1178	1413	1884	2355	2826	0	0	0	0	0	0	0	0	0	0	0	0	0	187992	234990	281988	375984	469980	563976
514	64	129	80	161	97	194	129	258	161	323	194	388	2:9029904	948	1185	1422	1896	2370	2844	0	0	0	0	0	0	0	0	0	0	0	0	0	188934	236168	283401	377868	472335	566802
515	64	129	81	162	97	194	129	259	162	324	194	388	2:9047304	948	1185	1422	1896	2370	2844	0	0	0	0	0	0	0	0	0	0	0	0	0	189882	237353	284823	379764	474705	569646
516	64	129	81	162	97	194	129	259	162	324	194	389	2:9064704	954	1192	1431	1908	2385	2862	0	0	0	0	0	0	0	0	0	0	0	0	0	190830	238538	286245	381660	477075	572490
517	65	130	81	162	97	195	130	260	162	325	195	390	2:9082800	954	1193	1431	1908	2385	2862	0	0	0	0	0	0	0	0	0	0	0	0	0	191784	239730	287676	383568	479460	575352
518	65	130	81	162	97	195	130	260	162	325	195	391	2:9100200	960	1200	1440	1920	2400	2880	0	0	0	0	0	0	0	0	0	0	0	0	0	192738	240923	289107	385476	481845	578214
519	65	130	81	163	97	195	130	261	163	326	195	391	2:9117600	960	1200	1440	1920	2400	2880	50	100	150	200	250	300	10	10	10	10	10	10	0	193698	242123	290547	387396	484245	581094
520	65	130	81	163	98	196	130	261	163	327	196	392	2:9135000	966	1207	1449	1932	2415	2898	0	0	0	0	0	0	0	0	0	0	0	0	0	194658	243323	291987	389316	486645	583974
521	65	131	81	163	98	196	131	262	163	327	196	393	2:9534475	966	1208	1449	1932	2415	2898	0	0	0	0	0	0	0	0	0	0	0	0	0	195624	244530	293436	391248	489060	586872
522	65	131	82	164	98	197	131	262	164	328	197	394	2:9552600	972	1215	1458	1944	2430	2916	0	0	0	0	0	0	0	0	0	0	0	0	0	196590	245738	294885	393180	491475	589770
523	65	131	82	164	98	197	131	263	164	329	197	394	2:9570725	972	1215	1458	1944	2430	2916	0	0	0	0	0	0	0	0	0	0	0	0	0	197562	246953	296343	395124	493905	592686
524	65	131	82	164	98	197	131	263	164	329	197	395	2:9588850	978	1222	1467	1956	2445	2934	0	0	0	0	0	0	0	0	0	0	0	0	0	198534	248168	297801	397068	496335	595602
525	66	132	82	165	99	198	132	264	165	330	198	396	2:9606975	978	1223	1467	1956	2445	2934	0	0	0	0	0	0	0	0	0	0	0	0	0	199512	249390	299268	399024	498780	598536
526	66	132	82	165	99	198	132	264	165	330	198	397	2:9625825	984	1230	1476	1968	2460	2952	0	0	0	0	0	0	0	0	0	0	0	0	0	200490	250613	300735	400980	501225	601470
527	66	132	82	165	99	198	132	265	165	331	198	397	2:9643950	984	1230	1476	1968	2460	2952	0	0	0	0	0	0	0	0	0	0	0	0	0	201474	251843	302211	402948	503685	604422
528	66	132	83	166	99	199	132	265	166	332	199	398	2:9662075	990	1237	1485	1980	2475	2970	0	0	0	0	0	0	0	0	0	0	0	0	0	202458	253073	303687	404916	506145	607374
529	66	133	83	166	99	199	133	266	166	332	199	399	2:9680200	990	1238	1485	1980	2475	2970	50	100	150	200	250	300	10	10	10	10	10	10	0	203448	254310	305172	406896	508620	610344
530	66	133	83	166	100	200	133	266	166	333	200	400	2:9699050	996	1245	1494	1992	2490	2988	0	0	0	0	0	0	0	0	0	0	0	0	0	204438	255548	306657	408876	511095	613314
531	66	133	83	166	100	200	133	267	166	333	200	400	2:9717175	996	1245	1494	1992	2490	2988	0	0	0	0	0	0	0	0	0	0	0	0	0	205434	256793	308151	410868	513585	616302
532	66	133	83	167	100	200	133	267	167	334	200	401	2:9735300	1002	1252	1503	2004	2505	3006	0	0	0	0	0	0	0	0	0	0	0	0	0	206430	258038	309645	412860	516075	619290
533	67	134	83	167	100	201	134	268	167	335	201	402	2:9753425	1002	1253	1503	2004	2505	3006	0	0	0	0	0	0	0	0	0	0	0	0	0	207432	259290	311148	414864	518580	622296
534	67	134	83	167	100	201	134	268	167	335	201	402	2:9772275	1008	1260	1512	2016	2520	3024	0	0	0	0	0	0	0	0	0	0	0	0	0	208434	260543	312651	416868	521085	625302
535	67	134	84	168	100	201	134	269	168	336	201	403	2:9790400	1008	1260	1512	2016	2520	3024	0	0	0	0	0	0	0	0	0	0	0	0	0	209442	261803	314163	418884	523605	628326
536	67	134	84	168	101	202	134	269	168	337	202	404	2:9808525	1014	1267	1521	2028	2535	3042	0	0	0	0	0	0	0	0	0	0	0	0	0	210450	263063	315675	420900	526125	631350
537	67	135	84	168	101	202	135	270	168	337	202	405	2:9826650	1014	1268	1521	2028	2535	3042	0	0	0	0	0	0	0	0	0	0	0	0	0	211464	264330	317196	422928	528660	634392
538	67	135	84	169	101	202	135	270	169	338	202	405	2:9845500	1020	1275	1530	2040	2550	3060	0	0	0	0	0	0	0	0	0	0	0	0	0	212478	265598	318717	424956	531195	637434
539	67	135	84	169	101	203	135	271	169	338	203	406	2:9863625	1020	1275	1530	2040	2550	3060	50	100	150	200	250	300	10	10	10	10	10	10	0	213498	266873	320247	426996	533745	640494
540	67	135	84	169	101	203	135	271	169	339	203	407	2:9881750	1026	1282	1539	2052	2565	3078	0	0	0	0	0	0	0	0	0	0	0	0	0	214518	268148	321777	429036	536295	643554
541	68	136	85	170	102	204	136	272	170	340	204	408	2:10295870	1026	1283	1539	2052	2565	3078	0	0	0	0	0	0	0	0	0	0	0	0	0	215544	269430	323316	431088	538860	646632
542	68	136	85	170	102	204	136	272	170	340	204	408	2:10315474	1032	1290	1548	2064	2580	3096	0	0	0	0	0	0	0	0	0	0	0	0	0	216570	270713	324855	433140	541425	649710
543	68	136	85	170	102	204	136	273	170	341	204	409	2:10334324	1032	1290	1548	2064	2580	3096	0	0	0	0	0	0	0	0	0	0	0	0	0	217602	272003	326403	435204	544005	652806
544	68	136	85	170	102	205	136	273	170	341	205	410	2:10353174	1038	1297	1557	2076	2595	3114	0	0	0	0	0	0	0	0	0	0	0	0	0	218634	273293	327951	437268	546585	655902
545	68	137	85	171	102	205	137	274	171	342	205	411	2:10372024	1038	1298	1557	2076	2595	3114	0	0	0	0	0	0	0	0	0	0	0	0	0	219672	274590	329508	439344	549180	659016
546	68	137	85	171	102	205	137	274	171	343	205	411	2:10391628	1044	1305	1566	2088	2610	3132	0	0	0	0	0	0	0	0	0	0	0	0	0	220710	275888	331065	441420	551775	662130
547	68	137	85	171	103	206	137	275	171	343	206	412	2:10410478	1044	1305	1566	2088	2610	3132	0	0	0	0	0	0	0	0	0	0	0	0	0	221754	277193	332631	443508	554385	665262
548	68	137	86	172	103	206	137	275	172	344	206	413	2:10429328	1050	1312	1575	2100	2625	3150	0	0	0	0	0	0	0	0	0	0	0	0	0	222798	278498	334197	445596	556995	668394
549	69	138	86	172	103	207	138	276	172	345	207	414	2:10448178	1050	1313	1575	2100	2625	3150	50	100	150	200	250	300	10	10	10	10	10	10	0	223848	279810	335772	447696	559620	671544
550	69	138	86	172	103	207	138	276	172	345	207	414	2:10467028	1056	1320	1584	2112	2640	3168	0	0	0	0	0	0	0	0	0	0	0	0	0	224898	281123	337347	449796	562245	674694
551	69	138	86	173	103	207	138	277	173	346	207	415	2:10486632	1056	1320	1584	2112	2640	3168	0	0	0	0	0	0	0	0	0	0	0	0	0	225954	282443	338931	451908	564885	677862
552	69	138	86	173	104	208	138	277	173	346	208	416	2:10505482	1062	1327	1593	2124	2655	3186	0	0	0	0	0	0	0	0	0	0	0	0	0	227010	283763	340515	454020	567525	681030
553	69	139	86	173	104	208	139	278	173	347	208	417	2:10524332	1062	1328	1593	2124	2655	3186	0	0	0	0	0	0	0	0	0	0	0	0	0	228072	285090	342108	456144	570180	684216
554	69	139	87	174	104	208	139	278	174	348	208	417	2:10543182	1068	1335	1602	2136	2670	3204	0	0	0	0	0	0	0	0	0	0	0	0	0	229134	286418	343701	458268	572835	687402
555	69	139	87	174	104	209	139	279	174	348	209	418	2:10562786	1068	1335	1602	2136	2670	3204	0	0	0	0	0	0	0	0	0	0	0	0	0	230202	287753	345303	460404	575505	690606
556	69	139	87	174	104	209	139	279	174	349	209	419	2:10581636	1074	1342	1611	2148	2685	3222	0	0	0	0	0	0	0	0	0	0	0	0	0	231270	289088	346905	462540	578175	693810
557	70	140	87	175	105	210	140	280	175	350	210	420	2:10600486	1074	1343	1611	2148	2685	3222	0	0	0	0	0	0	0	0	0	0	0	0	0	232344	290430	348516	464688	580860	697032
558	70	140	87	175	105	210	140	280	175	350	210	420	2:10619336	1080	1350	1620	2160	2700	3240	0	0	0	0	0	0	0	0	0	0	0	0	0	233418	291773	350127	466836	583545	700254
559	70	140	87	175	105	210	140	280	175	351	210	421	2:10638940	1080	1350	1620	2160	2700	3240	50	100	150	200	250	300	10	10	10	10	10	10	0	234498	293123	351747	468996	586245	703494
560	70	140	87	175	105	211	140	281	175	351	211	422	2:10657790	1086	1357	1629	2172	2715	3258	0	0	0	0	0	0	0	0	0	0	0	0	0	235578	294473	353367	471156	588945	706734
561	70	140	88	176	105	211	140	281	176	352	211	422	2:11087280	1086	1358	1629	2172	2715	3258	0	0	0	0	0	0	0	0	0	0	0	0	0	236664	295830	354996	473328	591660	709992
562	70	141	88	176	105	211	141	282	176	353	211	423	2:11106855	1092	1365	1638	2184	2730	3276	0	0	0	0	0	0	0	0	0	0	0	0	0	237750	297188	356625	475500	594375	713250
563	70	141	88	176	106	212	141	282	176	353	212	424	2:11127213	1092	1365	1638	2184	2730	3276	0	0	0	0	0	0	0	0	0	0	0	0	0	238842	298553	358263	477684	597105	716526
564	70	141	88	177	106	212	141	283	177	354	212	425	2:11146788	1098	1372	1647	2196	2745	3294	0	0	0	0	0	0	0	0	0	0	0	0	0	239934	299918	359901	479868	599835	719802
565	70	141	88	177	106	212	141	283	177	354	212	425	2:11166363	1098	1373	1647	2196	2745	3294	0	0	0	0	0	0	0	0	0	0	0	0	0	241032	301290	361548	482064	602580	723096
566	71	142	88	177	106	213	142	284	177	355	213	426	2:11185938	1104	1380	1656	2208	2760	3312	0	0	0	0	0	0	0	0	0	0	0	0	0	242130	302663	363195	484260	605325	726390
567	71	142	89	178	106	213	142	284	178	356	213	427	2:11206296	1104	1380	1656	2208	2760	3312	0	0	0	0	0	0	0	0	0	0	0	0	0	243234	304043	364851	486468	608085	729702
568	71	142	89	178	107	214	142	285	178	356	214	428	2:11225871	1110	1387	1665	2220	2775	3330	0	0	0	0	0	0	0	0	0	0	0	0	0	244338	305423	366507	488676	610845	733014
569	71	142	89	178	107	214	142	285	178	357	214	428	2:11245446	1110	1388	1665	2220	2775	3330	50	100	150	200	250	300	10	10	10	10	10	10	0	245448	306810	368172	490896	613620	736344
570	71	143	89	179	107	214	143	286	179	358	214	429	2:11265021	1116	1395	1674	2232	2790	3348	0	0	0	0	0	0	0	0	0	0	0	0	0	246558	308198	369837	493116	616395	739674
571	71	143	89	179	107	215	143	286	179	358	215	430	2:11285379	1116	1395	1674	2232	2790	3348	0	0	0	0	0	0	0	0	0	0	0	0	0	247674	309593	371511	495348	619185	743022
572	71	143	89	179	107	215	143	287	179	359	215	431	2:11304954	1122	1402	1683	2244	2805	3366	0	0	0	0	0	0	0	0	0	0	0	0	0	248790	310988	373185	497580	621975	746370
573	71	143	89	179	107	215	143	287	179	359	215	431	2:11324529	1122	1403	1683	2244	2805	3366	0	0	0	0	0	0	0	0	0	0	0	0	0	249912	312390	374868	499824	624780	749736
574	72	144	90	180	108	216	144	288	180	360	216	432	2:11344104	1128	1410	1692	2256	2820	3384	0	0	0	0	0	0	0	0	0	0	0	0	0	251034	313793	376551	502068	627585	753102
575	72	144	90	180	108	216	144	288	180	361	216	433	2:11363679	1128	1410	1692	2256	2820	3384	0	0	0	0	0	0	0	0	0	0	0	0	0	252162	315203	378243	504324	630405	756486
576	72	144	90	180	108	217	144	289	180	361	217	434	2:11384037	1134	1417	1701	2268	2835	3402	0	0	0	0	0	0	0	0	0	0	0	0	0	253290	316613	379935	506580	633225	759870
577	72	144	90	181	108	217	144	289	181	362	217	434	2:11403612	1134	1418	1701	2268	2835	3402	0	0	0	0	0	0	0	0	0	0	0	0	0	254424	318030	381636	508848	636060	763272
578	72	145	90	181	108	217	145	290	181	362	217	435	2:11423187	1140	1425	1710	2280	2850	3420	0	0	0	0	0	0	0	0	0	0	0	0	0	255558	319448	383337	511116	638895	766674
579	72	145	90	181	109	218	145	290	181	363	218	436	2:11442762	1140	1425	1710	2280	2850	3420	50	100	150	200	250	300	10	10	10	10	10	10	0	256698	320873	385047	513396	641745	770094
580	72	145	91	182	109	218	145	291	182	364	218	437	2:11463120	1146	1432	1719	2292	2865	3438	0	0	0	0	0	0	0	0	0	0	0	0	0	257838	322298	386757	515676	644595	773514
581	72	145	91	182	109	218	145	291	182	364	218	437	2:11907980	1146	1433	1719	2292	2865	3438	0	0	0	0	0	0	0	0	0	0	0	0	0	258984	323730	388476	517968	647460	776952
582	73	146	91	182	109	219	146	292	182	365	219	438	2:11928280	1152	1440	1728	2304	2880	3456	0	0	0	0	0	0	0	0	0	0	0	0	0	260130	325163	390195	520260	650325	780390
583	73	146	91	183	109	219	146	292	183	366	219	439	2:11948580	1152	1440	1728	2304	2880	3456	0	0	0	0	0	0	0	0	0	0	0	0	0	261282	326603	391923	522564	653205	783846
584	73	146	91	183	110	220	146	293	183	366	220	440	2:11969692	1158	1447	1737	2316	2895	3474	0	0	0	0	0	0	0	0	0	0	0	0	0	262434	328043	393651	524868	656085	787302
585	73	146	91	183	110	220	146	293	183	367	220	440	2:11989992	1158	1448	1737	2316	2895	3474	0	0	0	0	0	0	0	0	0	0	0	0	0	263592	329490	395388	527184	658980	790776
586	73	147	91	183	110	220	147	294	183	367	220	441	2:12010292	1164	1455	1746	2328	2910	3492	0	0	0	0	0	0	0	0	0	0	0	0	0	264750	330938	397125	529500	661875	794250
587	73	147	92	184	110	221	147	294	184	368	221	442	2:12030592	1164	1455	1746	2328	2910	3492	0	0	0	0	0	0	0	0	0	0	0	0	0	265914	332393	398871	531828	664785	797742
588	73	147	92	184	110	221	147	295	184	369	221	442	2:12051704	1170	1462	1755	2340	2925	3510	0	0	0	0	0	0	0	0	0	0	0	0	0	267078	333848	400617	534156	667695	801234
589	73	147	92	184	110	221	147	295	184	369	221	443	2:12072004	1170	1463	1755	2340	2925	3510	50	100	150	200	250	300	10	10	10	10	10	10	0	268248	335310	402372	536496	670620	804744
590	74	148	92	185	111	222	148	296	185	370	222	444	2:12092304	1176	1470	1764	2352	2940	3528	0	0	0	0	0	0	0	0	0	0	0	0	0	269418	336773	404127	538836	673545	808254
591	74	148	92	185	111	222	148	296	185	370	222	445	2:12112604	1176	1470	1764	2352	2940	3528	0	0	0	0	0	0	0	0	0	0	0	0	0	270594	338243	405891	541188	676485	811782
592	74	148	92	185	111	222	148	297	185	371	222	445	2:12133716	1182	1477	1773	2364	2955	3546	0	0	0	0	0	0	0	0	0	0	0	0	0	271770	339713	407655	543540	679425	815310
593	74	148	93	186	111	223	148	297	186	372	223	446	2:12154016	1182	1478	1773	2364	2955	3546	0	0	0	0	0	0	0	0	0	0	0	0	0	272952	341190	409428	545904	682380	818856
594	74	149	93	186	111	223	149	298	186	372	223	447	2:12174316	1188	1485	1782	2376	2970	3564	0	0	0	0	0	0	0	0	0	0	0	0	0	274134	342668	411201	548268	685335	822402
595	74	149	93	186	112	224	149	298	186	373	224	448	2:12194616	1188	1485	1782	2376	2970	3564	0	0	0	0	0	0	0	0	0	0	0	0	0	275322	344153	412983	550644	688305	825966
596	74	149	93	187	112	224	149	299	187	374	224	448	2:12215728	1194	1492	1791	2388	2985	3582	0	0	0	0	0	0	0	0	0	0	0	0	0	276510	345638	414765	553020	691275	829530
597	74	149	93	187	112	224	149	299	187	374	224	449	2:12236028	1194	1493	1791	2388	2985	3582	0	0	0	0	0	0	0	0	0	0	0	0	0	277704	347130	416556	555408	694260	833112
598	75	150	93	187	112	225	150	300	187	375	225	450	2:12256328	1200	1500	1800	2400	3000	3600	0	0	0	0	0	0	0	0	0	0	0	0	0	278898	348623	418347	557796	697245	836694
599	75	150	93	187	112	225	150	300	187	375	225	451	2:12276628	1200	1500	1800	2400	3000	3600	50	100	150	200	250	300	10	10	10	10	10	10	0	280098	350123	420147	560196	700245	840294
600	75	150	94	188	112	225	150	301	188	376	225	451	2:12296928	1208	1510	1812	2416	3020	3624	0	0	0	0	0	0	0	0	0	0	0	0	0	281298	351623	421947	562596	703245	843894
601	75	150	94	188	113	226	150	301	188	377	226	452	2:12757970	1208	1510	1812	2416	3020	3624	0	0	0	0	0	0	0	0	0	0	0	0	0	282506	353133	423759	565012	706265	847518
602	75	151	94	188	113	226	151	302	188	377	226	453	2:12778995	1216	1520	1824	2432	3040	3648	0	0	0	0	0	0	0	0	0	0	0	0	0	283714	354643	425571	567428	709285	851142
603	75	151	94	189	113	227	151	302	189	378	227	454	2:12800020	1216	1520	1824	2432	3040	3648	0	0	0	0	0	0	0	0	0	0	0	0	0	284930	356163	427395	569860	712325	854790
604	75	151	94	189	113	227	151	303	189	379	227	454	2:12821045	1224	1530	1836	2448	3060	3672	0	0	0	0	0	0	0	0	0	0	0	0	0	286146	357683	429219	572292	715365	858438
605	75	151	94	189	113	227	151	303	189	379	227	455	2:12842911	1224	1530	1836	2448	3060	3672	0	0	0	0	0	0	0	0	0	0	0	0	0	287370	359213	431055	574740	718425	862110
606	76	152	95	190	114	228	152	304	190	380	228	456	2:12863936	1232	1540	1848	2464	3080	3696	0	0	0	0	0	0	0	0	0	0	0	0	0	288594	360743	432891	577188	721485	865782
607	76	152	95	190	114	228	152	304	190	380	228	457	2:12884961	1232	1540	1848	2464	3080	3696	0	0	0	0	0	0	0	0	0	0	0	0	0	289826	362283	434739	579652	724565	869478
608	76	152	95	190	114	228	152	305	190	381	228	457	2:12905986	1240	1550	1860	2480	3100	3720	0	0	0	0	0	0	0	0	0	0	0	0	0	291058	363823	436587	582116	727645	873174
609	76	152	95	191	114	229	152	305	191	382	229	458	2:12927852	1240	1550	1860	2480	3100	3720	50	100	150	200	250	300	10	10	10	10	10	10	0	292298	365373	438447	584596	730745	876894
610	76	153	95	191	114	229	153	306	191	382	229	459	2:12948877	1248	1560	1872	2496	3120	3744	0	0	0	0	0	0	0	0	0	0	0	0	0	293538	366923	440307	587076	733845	880614
611	76	153	95	191	115	230	153	306	191	383	230	460	2:12969902	1248	1560	1872	2496	3120	3744	0	0	0	0	0	0	0	0	0	0	0	0	0	294786	368483	442179	589572	736965	884358
