int	int	int	int	int	int	DTItemNum	string	string	int	int	int	string
13042029	1304	2	2	29	8	0		形象课程	2218	62	62	
13042030	1304	2	2	30	8	0		形象课程	2218	62	62	
13042031	1304	2	2	31	8	0		形象课程	2218	62	62	
13042032	1304	2	2	32	10	0		形象课程	2218	78	78	
13042033	1304	2	2	33	10	0		形象课程	2218	78	78	
13042034	1304	2	2	34	10	0		形象课程	2218	78	78	
13042035	1304	2	2	35	10	0		形象课程	2218	78	78	
13042036	1304	2	2	36	10	0		形象课程	2218	78	78	
13042037	1304	2	2	37	10	0		形象课程	2218	78	78	
13042038	1304	2	2	38	10	0		形象课程	2218	78	78	
13042039	1304	2	2	39	10	5012:100		形象课程	2218	78	78	
13042040	1304	2	2	40	10	0		形象课程	2218	78	78	
13042041	1304	2	2	41	10	0		形象课程	2218	78	78	
13042042	1304	2	2	42	10	0		形象课程	2218	78	78	
13042043	1304	2	2	43	10	0		形象课程	2218	78	78	
13042044	1304	2	2	44	10	0		形象课程	2218	78	78	
13042045	1304	2	2	45	10	0		形象课程	2218	78	78	
13042046	1304	2	2	46	10	0		形象课程	2218	78	78	
13042047	1304	2	2	47	10	0		形象课程	2218	78	78	
13042048	1304	2	2	48	10	0		形象课程	2218	78	78	
13042049	1304	2	2	49	10	0		形象课程	2218	78	78	
13042050	1304	2	2	50	10	0		形象课程	2218	78	78	
13042051	1304	2	2	51	10	0		形象课程	2218	78	78	
13042052	1304	2	2	52	10	0		形象课程	2218	78	78	
13042053	1304	2	2	53	10	0		形象课程	2218	78	78	
13042054	1304	2	2	54	12	0		形象课程	2218	94	94	
13042055	1304	2	2	55	12	0		形象课程	2218	94	94	
13042056	1304	2	2	56	12	0		形象课程	2218	94	94	
13042057	1304	2	2	57	12	0		形象课程	2218	94	94	
13042058	1304	2	2	58	12	0		形象课程	2218	94	94	
13042059	1304	2	2	59	12	0		形象课程	2218	94	94	
13042060	1304	2	2	60	12	0		形象课程	2218	94	94	
13042061	1304	2	2	61	12	0		形象课程	2218	94	94	
13042062	1304	2	2	62	12	0		形象课程	2218	94	94	
13042063	1304	2	2	63	12	0		形象课程	2218	94	94	
13042064	1304	2	2	64	12	0		形象课程	2218	94	94	
13042065	1304	2	2	65	12	0		形象课程	2218	94	94	
13042066	1304	2	2	66	12	0		形象课程	2218	94	94	
13042067	1304	2	2	67	12	0		形象课程	2218	94	94	
13042068	1304	2	2	68	12	0		形象课程	2218	94	94	
13042069	1304	2	2	69	12	0		形象课程	2218	94	94	
13042070	1304	2	2	70	12	0		形象课程	2218	94	94	
13042071	1304	2	2	71	12	0		形象课程	2218	94	94	
13042072	1304	2	2	72	12	0		形象课程	2218	94	94	
13042073	1304	2	2	73	12	0		形象课程	2218	94	94	
13042074	1304	2	2	74	12	0		形象课程	2218	94	94	
13042075	1304	2	2	75	12	0		形象课程	2218	94	94	
13042076	1304	2	2	76	12	0		形象课程	2218	94	94	
13042077	1304	2	2	77	12	0		形象课程	2218	94	94	
13042078	1304	2	2	78	12	0		形象课程	2218	94	94	
13042079	1304	2	2	79	12	0		形象课程	2218	94	94	
13042080	1304	2	2	80	12	0		形象课程	2218	94	94	
13042081	1304	2	2	81	12	0		形象课程	2218	94	94	
13042082	1304	2	2	82	12	0		形象课程	2218	94	94	
13042083	1304	2	2	83	12	0		形象课程	2218	94	94	
13042084	1304	2	2	84	12	0		形象课程	2218	94	94	
13042085	1304	2	2	85	12	0		形象课程	2218	94	94	
13042086	1304	2	2	86	14	0		形象课程	2218	109	109	
13042087	1304	2	2	87	14	0		形象课程	2218	109	109	
13042088	1304	2	2	88	14	0		形象课程	2218	109	109	
13042089	1304	2	2	89	14	0		形象课程	2218	109	109	
13042090	1304	2	2	90	14	0		形象课程	2218	109	109	
13042091	1304	2	2	91	14	0		形象课程	2218	109	109	
13042092	1304	2	2	92	14	0		形象课程	2218	109	109	
13042093	1304	2	2	93	14	0		形象课程	2218	109	109	
13042094	1304	2	2	94	14	0		形象课程	2218	109	109	
13042095	1304	2	2	95	14	0		形象课程	2218	109	109	
13042096	1304	2	2	96	14	0		形象课程	2218	109	109	
13042097	1304	2	2	97	14	0		形象课程	2218	109	109	
13042098	1304	2	2	98	14	0		形象课程	2218	109	109	
13042099	1304	2	2	99	14	0		形象课程	2218	109	109	
13042100	1304	2	2	100	14	0		形象课程	2218	109	109	
13043000	1304	3	3	0	0	5012:50		生活课程	2219	0	0	
13043001	1304	3	3	1	2	0		生活课程	2219	15	15	
13043002	1304	3	3	2	4	0		生活课程	2219	31	31	
13043003	1304	3	3	3	4	0		生活课程	2219	31	31	
13043004	1304	3	3	4	4	0		生活课程	2219	31	31	
13043005	1304	3	3	5	4	0		生活课程	2219	31	31	
13043006	1304	3	3	6	4	0		生活课程	2219	31	31	
13043007	1304	3	3	7	6	0		生活课程	2219	47	47	
13043008	1304	3	3	8	6	0		生活课程	2219	47	47	
13043009	1304	3	3	9	6	5012:50		生活课程	2219	47	47	
13043010	1304	3	3	10	6	0		生活课程	2219	47	47	
13043011	1304	3	3	11	6	0		生活课程	2219	47	47	
13043012	1304	3	3	12	6	0		生活课程	2219	47	47	
13043013	1304	3	3	13	6	0		生活课程	2219	47	47	
13043014	1304	3	3	14	6	0		生活课程	2219	47	47	
13043015	1304	3	3	15	6	0		生活课程	2219	47	47	
13043016	1304	3	3	16	8	0		生活课程	2219	62	62	
13043017	1304	3	3	17	8	0		生活课程	2219	62	62	
13043018	1304	3	3	18	8	0		生活课程	2219	62	62	
13043019	1304	3	3	19	8	0		生活课程	2219	62	62	
13043020	1304	3	3	20	8	0		生活课程	2219	62	62	
13043021	1304	3	3	21	8	0		生活课程	2219	62	62	
13043022	1304	3	3	22	8	0		生活课程	2219	62	62	
13043023	1304	3	3	23	8	0		生活课程	2219	62	62	
13043024	1304	3	3	24	8	0		生活课程	2219	62	62	
13043025	1304	3	3	25	8	0		生活课程	2219	62	62	
13043026	1304	3	3	26	8	0		生活课程	2219	62	62	
13043027	1304	3	3	27	8	0		生活课程	2219	62	62	
13043028	1304	3	3	28	8	0		生活课程	2219	62	62	
13043029	1304	3	3	29	8	0		生活课程	2219	62	62	
13043030	1304	3	3	30	8	0		生活课程	2219	62	62	
13043031	1304	3	3	31	8	0		生活课程	2219	62	62	
13043032	1304	3	3	32	10	0		生活课程	2219	78	78	
13043033	1304	3	3	33	10	0		生活课程	2219	78	78	
13043034	1304	3	3	34	10	0		生活课程	2219	78	78	
13043035	1304	3	3	35	10	0		生活课程	2219	78	78	
13043036	1304	3	3	36	10	0		生活课程	2219	78	78	
13043037	1304	3	3	37	10	0		生活课程	2219	78	78	
13043038	1304	3	3	38	10	0		生活课程	2219	78	78	
13043039	1304	3	3	39	10	5012:100		生活课程	2219	78	78	
13043040	1304	3	3	40	10	0		生活课程	2219	78	78	
13043041	1304	3	3	41	10	0		生活课程	2219	78	78	
13043042	1304	3	3	42	10	0		生活课程	2219	78	78	
13043043	1304	3	3	43	10	0		生活课程	2219	78	78	
13043044	1304	3	3	44	10	0		生活课程	2219	78	78	
13043045	1304	3	3	45	10	0		生活课程	2219	78	78	
13043046	1304	3	3	46	10	0		生活课程	2219	78	78	
13043047	1304	3	3	47	10	0		生活课程	2219	78	78	
13043048	1304	3	3	48	10	0		生活课程	2219	78	78	
13043049	1304	3	3	49	10	0		生活课程	2219	78	78	
13043050	1304	3	3	50	10	0		生活课程	2219	78	78	
13043051	1304	3	3	51	10	0		生活课程	2219	78	78	
13043052	1304	3	3	52	10	0		生活课程	2219	78	78	
13043053	1304	3	3	53	10	0		生活课程	2219	78	78	
13043054	1304	3	3	54	12	0		生活课程	2219	94	94	
13043055	1304	3	3	55	12	0		生活课程	2219	94	94	
13043056	1304	3	3	56	12	0		生活课程	2219	94	94	
13043057	1304	3	3	57	12	0		生活课程	2219	94	94	
13043058	1304	3	3	58	12	0		生活课程	2219	94	94	
13043059	1304	3	3	59	12	0		生活课程	2219	94	94	
13043060	1304	3	3	60	12	0		生活课程	2219	94	94	
13043061	1304	3	3	61	12	0		生活课程	2219	94	94	
13043062	1304	3	3	62	12	0		生活课程	2219	94	94	
13043063	1304	3	3	63	12	0		生活课程	2219	94	94	
13043064	1304	3	3	64	12	0		生活课程	2219	94	94	
13043065	1304	3	3	65	12	0		生活课程	2219	94	94	
13043066	1304	3	3	66	12	0		生活课程	2219	94	94	
13043067	1304	3	3	67	12	0		生活课程	2219	94	94	
13043068	1304	3	3	68	12	0		生活课程	2219	94	94	
13043069	1304	3	3	69	12	0		生活课程	2219	94	94	
13043070	1304	3	3	70	12	0		生活课程	2219	94	94	
13043071	1304	3	3	71	12	0		生活课程	2219	94	94	
13043072	1304	3	3	72	12	0		生活课程	2219	94	94	
13043073	1304	3	3	73	12	0		生活课程	2219	94	94	
13043074	1304	3	3	74	12	0		生活课程	2219	94	94	
13043075	1304	3	3	75	12	0		生活课程	2219	94	94	
13043076	1304	3	3	76	12	0		生活课程	2219	94	94	
13043077	1304	3	3	77	12	0		生活课程	2219	94	94	
13043078	1304	3	3	78	12	0		生活课程	2219	94	94	
13043079	1304	3	3	79	12	0		生活课程	2219	94	94	
13043080	1304	3	3	80	12	0		生活课程	2219	94	94	
13043081	1304	3	3	81	12	0		生活课程	2219	94	94	
13043082	1304	3	3	82	12	0		生活课程	2219	94	94	
13043083	1304	3	3	83	12	0		生活课程	2219	94	94	
13043084	1304	3	3	84	12	0		生活课程	2219	94	94	
13043085	1304	3	3	85	12	0		生活课程	2219	94	94	
13043086	1304	3	3	86	14	0		生活课程	2219	109	109	
13043087	1304	3	3	87	14	0		生活课程	2219	109	109	
13043088	1304	3	3	88	14	0		生活课程	2219	109	109	
13043089	1304	3	3	89	14	0		生活课程	2219	109	109	
13043090	1304	3	3	90	14	0		生活课程	2219	109	109	
13043091	1304	3	3	91	14	0		生活课程	2219	109	109	
13043092	1304	3	3	92	14	0		生活课程	2219	109	109	
13043093	1304	3	3	93	14	0		生活课程	2219	109	109	
13043094	1304	3	3	94	14	0		生活课程	2219	109	109	
13043095	1304	3	3	95	14	0		生活课程	2219	109	109	
13043096	1304	3	3	96	14	0		生活课程	2219	109	109	
13043097	1304	3	3	97	14	0		生活课程	2219	109	109	
13043098	1304	3	3	98	14	0		生活课程	2219	109	109	
13043099	1304	3	3	99	14	0		生活课程	2219	109	109	
13043100	1304	3	3	100	14	0		生活课程	2219	109	109	
13044000	1304	4	4	0	0	5012:50		舞蹈课程	2220	0	0	
13044001	1304	4	4	1	2	0		舞蹈课程	2220	15	15	
13044002	1304	4	4	2	4	0		舞蹈课程	2220	31	31	
13044003	1304	4	4	3	4	0		舞蹈课程	2220	31	31	
13044004	1304	4	4	4	4	0		舞蹈课程	2220	31	31	
13044005	1304	4	4	5	4	0		舞蹈课程	2220	31	31	
13044006	1304	4	4	6	4	0		舞蹈课程	2220	31	31	
13044007	1304	4	4	7	6	0		舞蹈课程	2220	47	47	
13044008	1304	4	4	8	6	0		舞蹈课程	2220	47	47	
13044009	1304	4	4	9	6	5012:50		舞蹈课程	2220	47	47	
13044010	1304	4	4	10	6	0		舞蹈课程	2220	47	47	
13044011	1304	4	4	11	6	0		舞蹈课程	2220	47	47	
13044012	1304	4	4	12	6	0		舞蹈课程	2220	47	47	
13044013	1304	4	4	13	6	0		舞蹈课程	2220	47	47	
13044014	1304	4	4	14	6	0		舞蹈课程	2220	47	47	
13044015	1304	4	4	15	6	0		舞蹈课程	2220	47	47	
13044016	1304	4	4	16	8	0		舞蹈课程	2220	62	62	
13044017	1304	4	4	17	8	0		舞蹈课程	2220	62	62	
13044018	1304	4	4	18	8	0		舞蹈课程	2220	62	62	
13044019	1304	4	4	19	8	0		舞蹈课程	2220	62	62	
13044020	1304	4	4	20	8	0		舞蹈课程	2220	62	62	
13044021	1304	4	4	21	8	0		舞蹈课程	2220	62	62	
13044022	1304	4	4	22	8	0		舞蹈课程	2220	62	62	
13044023	1304	4	4	23	8	0		舞蹈课程	2220	62	62	
13044024	1304	4	4	24	8	0		舞蹈课程	2220	62	62	
13044025	1304	4	4	25	8	0		舞蹈课程	2220	62	62	
13044026	1304	4	4	26	8	0		舞蹈课程	2220	62	62	
13044027	1304	4	4	27	8	0		舞蹈课程	2220	62	62	
13044028	1304	4	4	28	8	0		舞蹈课程	2220	62	62	
13044029	1304	4	4	29	8	0		舞蹈课程	2220	62	62	
13044030	1304	4	4	30	8	0		舞蹈课程	2220	62	62	
13044031	1304	4	4	31	8	0		舞蹈课程	2220	62	62	
13044032	1304	4	4	32	10	0		舞蹈课程	2220	78	78	
13044033	1304	4	4	33	10	0		舞蹈课程	2220	78	78	
13044034	1304	4	4	34	10	0		舞蹈课程	2220	78	78	
13044035	1304	4	4	35	10	0		舞蹈课程	2220	78	78	
13044036	1304	4	4	36	10	0		舞蹈课程	2220	78	78	
13044037	1304	4	4	37	10	0		舞蹈课程	2220	78	78	
13044038	1304	4	4	38	10	0		舞蹈课程	2220	78	78	
13044039	1304	4	4	39	10	5012:100		舞蹈课程	2220	78	78	
13044040	1304	4	4	40	10	0		舞蹈课程	2220	78	78	
13044041	1304	4	4	41	10	0		舞蹈课程	2220	78	78	
13044042	1304	4	4	42	10	0		舞蹈课程	2220	78	78	
13044043	1304	4	4	43	10	0		舞蹈课程	2220	78	78	
13044044	1304	4	4	44	10	0		舞蹈课程	2220	78	78	
13044045	1304	4	4	45	10	0		舞蹈课程	2220	78	78	
13044046	1304	4	4	46	10	0		舞蹈课程	2220	78	78	
13044047	1304	4	4	47	10	0		舞蹈课程	2220	78	78	
13044048	1304	4	4	48	10	0		舞蹈课程	2220	78	78	
13044049	1304	4	4	49	10	0		舞蹈课程	2220	78	78	
13044050	1304	4	4	50	10	0		舞蹈课程	2220	78	78	
13044051	1304	4	4	51	10	0		舞蹈课程	2220	78	78	
13044052	1304	4	4	52	10	0		舞蹈课程	2220	78	78	
13044053	1304	4	4	53	10	0		舞蹈课程	2220	78	78	
13044054	1304	4	4	54	12	0		舞蹈课程	2220	94	94	
13044055	1304	4	4	55	12	0		舞蹈课程	2220	94	94	
13044056	1304	4	4	56	12	0		舞蹈课程	2220	94	94	
13044057	1304	4	4	57	12	0		舞蹈课程	2220	94	94	
13044058	1304	4	4	58	12	0		舞蹈课程	2220	94	94	
13044059	1304	4	4	59	12	0		舞蹈课程	2220	94	94	
13044060	1304	4	4	60	12	0		舞蹈课程	2220	94	94	
13044061	1304	4	4	61	12	0		舞蹈课程	2220	94	94	
13044062	1304	4	4	62	12	0		舞蹈课程	2220	94	94	
13044063	1304	4	4	63	12	0		舞蹈课程	2220	94	94	
13044064	1304	4	4	64	12	0		舞蹈课程	2220	94	94	
13044065	1304	4	4	65	12	0		舞蹈课程	2220	94	94	
13044066	1304	4	4	66	12	0		舞蹈课程	2220	94	94	
13044067	1304	4	4	67	12	0		舞蹈课程	2220	94	94	
13044068	1304	4	4	68	12	0		舞蹈课程	2220	94	94	
13044069	1304	4	4	69	12	0		舞蹈课程	2220	94	94	
13044070	1304	4	4	70	12	0		舞蹈课程	2220	94	94	
13044071	1304	4	4	71	12	0		舞蹈课程	2220	94	94	
13044072	1304	4	4	72	12	0		舞蹈课程	2220	94	94	
13044073	1304	4	4	73	12	0		舞蹈课程	2220	94	94	
13044074	1304	4	4	74	12	0		舞蹈课程	2220	94	94	
13044075	1304	4	4	75	12	0		舞蹈课程	2220	94	94	
13044076	1304	4	4	76	12	0		舞蹈课程	2220	94	94	
13044077	1304	4	4	77	12	0		舞蹈课程	2220	94	94	
13044078	1304	4	4	78	12	0		舞蹈课程	2220	94	94	
13044079	1304	4	4	79	12	0		舞蹈课程	2220	94	94	
13044080	1304	4	4	80	12	0		舞蹈课程	2220	94	94	
13044081	1304	4	4	81	12	0		舞蹈课程	2220	94	94	
13044082	1304	4	4	82	12	0		舞蹈课程	2220	94	94	
13044083	1304	4	4	83	12	0		舞蹈课程	2220	94	94	
13044084	1304	4	4	84	12	0		舞蹈课程	2220	94	94	
13044085	1304	4	4	85	12	0		舞蹈课程	2220	94	94	
13044086	1304	4	4	86	14	0		舞蹈课程	2220	109	109	
13044087	1304	4	4	87	14	0		舞蹈课程	2220	109	109	
13044088	1304	4	4	88	14	0		舞蹈课程	2220	109	109	
13044089	1304	4	4	89	14	0		舞蹈课程	2220	109	109	
13044090	1304	4	4	90	14	0		舞蹈课程	2220	109	109	
13044091	1304	4	4	91	14	0		舞蹈课程	2220	109	109	
13044092	1304	4	4	92	14	0		舞蹈课程	2220	109	109	
13044093	1304	4	4	93	14	0		舞蹈课程	2220	109	109	
13044094	1304	4	4	94	14	0		舞蹈课程	2220	109	109	
13044095	1304	4	4	95	14	0		舞蹈课程	2220	109	109	
13044096	1304	4	4	96	14	0		舞蹈课程	2220	109	109	
13044097	1304	4	4	97	14	0		舞蹈课程	2220	109	109	
13044098	1304	4	4	98	14	0		舞蹈课程	2220	109	109	
13044099	1304	4	4	99	14	0		舞蹈课程	2220	109	109	
13044100	1304	4	4	100	14	0		舞蹈课程	2220	109	109	
13051000	1305	1	1	0	0	5012:50		宣传课程	2217	0	0	
13051001	1305	1	1	1	1	0		宣传课程	2217	18	18	
13051002	1305	1	1	2	2	0		宣传课程	2217	36	36	
13051003	1305	1	1	3	2	0		宣传课程	2217	36	36	
13051004	1305	1	1	4	2	0		宣传课程	2217	36	36	
13051005	1305	1	1	5	2	0		宣传课程	2217	36	36	
13051006	1305	1	1	6	3	0		宣传课程	2217	54	54	
13051007	1305	1	1	7	3	0		宣传课程	2217	54	54	
13051008	1305	1	1	8	3	0		宣传课程	2217	54	54	
13051009	1305	1	1	9	3	5012:50		宣传课程	2217	54	54	
13051010	1305	1	1	10	3	0		宣传课程	2217	54	54	
13051011	1305	1	1	11	3	0		宣传课程	2217	54	54	
13051012	1305	1	1	12	3	0		宣传课程	2217	54	54	
13051013	1305	1	1	13	4	0		宣传课程	2217	73	73	
13051014	1305	1	1	14	4	0		宣传课程	2217	73	73	
13051015	1305	1	1	15	4	0		宣传课程	2217	73	73	
13051016	1305	1	1	16	4	0		宣传课程	2217	73	73	
13051017	1305	1	1	17	4	0		宣传课程	2217	73	73	
13051018	1305	1	1	18	4	0		宣传课程	2217	73	73	
13051019	1305	1	1	19	4	0		宣传课程	2217	73	73	
13051020	1305	1	1	20	4	0		宣传课程	2217	73	73	
13051021	1305	1	1	21	4	0		宣传课程	2217	73	73	
13051022	1305	1	1	22	4	0		宣传课程	2217	73	73	
13051023	1305	1	1	23	4	0		宣传课程	2217	73	73	
13051024	1305	1	1	24	4	0		宣传课程	2217	73	73	
13051025	1305	1	1	25	5	0		宣传课程	2217	91	91	
13051026	1305	1	1	26	5	0		宣传课程	2217	91	91	
13051027	1305	1	1	27	5	0		宣传课程	2217	91	91	
13051028	1305	1	1	28	5	0		宣传课程	2217	91	91	
13051029	1305	1	1	29	5	0		宣传课程	2217	91	91	
13051030	1305	1	1	30	5	0		宣传课程	2217	91	91	
13051031	1305	1	1	31	5	0		宣传课程	2217	91	91	
13051032	1305	1	1	32	5	0		宣传课程	2217	91	91	
13051033	1305	1	1	33	5	0		宣传课程	2217	91	91	
13051034	1305	1	1	34	5	0		宣传课程	2217	91	91	
13051035	1305	1	1	35	5	0		宣传课程	2217	91	91	
13051036	1305	1	1	36	5	0		宣传课程	2217	91	91	
13051037	1305	1	1	37	5	0		宣传课程	2217	91	91	
13051038	1305	1	1	38	5	0		宣传课程	2217	91	91	
13051039	1305	1	1	39	5	5012:100		宣传课程	2217	91	91	
13051040	1305	1	1	40	5	0		宣传课程	2217	91	91	
13051041	1305	1	1	41	5	0		宣传课程	2217	91	91	
13051042	1305	1	1	42	5	0		宣传课程	2217	91	91	
13051043	1305	1	1	43	5	0		宣传课程	2217	91	91	
13051044	1305	1	1	44	6	0		宣传课程	2217	109	109	
13051045	1305	1	1	45	6	0		宣传课程	2217	109	109	
13051046	1305	1	1	46	6	0		宣传课程	2217	109	109	
13051047	1305	1	1	47	6	0		宣传课程	2217	109	109	
13051048	1305	1	1	48	6	0		宣传课程	2217	109	109	
13051049	1305	1	1	49	6	0		宣传课程	2217	109	109	
13051050	1305	1	1	50	6	0		宣传课程	2217	109	109	
13051051	1305	1	1	51	6	0		宣传课程	2217	109	109	
13051052	1305	1	1	52	6	0		宣传课程	2217	109	109	
13051053	1305	1	1	53	6	0		宣传课程	2217	109	109	
13051054	1305	1	1	54	6	0		宣传课程	2217	109	109	
13051055	1305	1	1	55	6	0		宣传课程	2217	109	109	
13051056	1305	1	1	56	6	0		宣传课程	2217	109	109	
13051057	1305	1	1	57	6	0		宣传课程	2217	109	109	
13051058	1305	1	1	58	6	0		宣传课程	2217	109	109	
13051059	1305	1	1	59	6	0		宣传课程	2217	109	109	
13051060	1305	1	1	60	6	0		宣传课程	2217	109	109	
13051061	1305	1	1	61	6	0		宣传课程	2217	109	109	
13051062	1305	1	1	62	6	0		宣传课程	2217	109	109	
13051063	1305	1	1	63	6	0		宣传课程	2217	109	109	
13051064	1305	1	1	64	6	0		宣传课程	2217	109	109	
13051065	1305	1	1	65	6	0		宣传课程	2217	109	109	
13051066	1305	1	1	66	6	0		宣传课程	2217	109	109	
13051067	1305	1	1	67	6	0		宣传课程	2217	109	109	
13051068	1305	1	1	68	6	0		宣传课程	2217	109	109	
13051069	1305	1	1	69	7	0		宣传课程	2217	127	127	
13051070	1305	1	1	70	7	0		宣传课程	2217	127	127	
13051071	1305	1	1	71	7	0		宣传课程	2217	127	127	
13051072	1305	1	1	72	7	0		宣传课程	2217	127	127	
13051073	1305	1	1	73	7	0		宣传课程	2217	127	127	
13051074	1305	1	1	74	7	0		宣传课程	2217	127	127	
13051075	1305	1	1	75	7	0		宣传课程	2217	127	127	
13051076	1305	1	1	76	7	0		宣传课程	2217	127	127	
13051077	1305	1	1	77	7	0		宣传课程	2217	127	127	
13051078	1305	1	1	78	7	0		宣传课程	2217	127	127	
13051079	1305	1	1	79	7	0		宣传课程	2217	127	127	
13051080	1305	1	1	80	7	0		宣传课程	2217	127	127	
13051081	1305	1	1	81	7	0		宣传课程	2217	127	127	
13051082	1305	1	1	82	7	0		宣传课程	2217	127	127	
13051083	1305	1	1	83	7	0		宣传课程	2217	127	127	
13051084	1305	1	1	84	7	0		宣传课程	2217	127	127	
13051085	1305	1	1	85	7	0		宣传课程	2217	127	127	
13051086	1305	1	1	86	7	0		宣传课程	2217	127	127	
13051087	1305	1	1	87	7	0		宣传课程	2217	127	127	
13051088	1305	1	1	88	7	0		宣传课程	2217	127	127	
13051089	1305	1	1	89	7	0		宣传课程	2217	127	127	
13051090	1305	1	1	90	7	0		宣传课程	2217	127	127	
13051091	1305	1	1	91	7	0		宣传课程	2217	127	127	
13051092	1305	1	1	92	7	0		宣传课程	2217	127	127	
13051093	1305	1	1	93	7	0		宣传课程	2217	127	127	
13051094	1305	1	1	94	7	0		宣传课程	2217	127	127	
13051095	1305	1	1	95	7	0		宣传课程	2217	127	127	
13051096	1305	1	1	96	7	0		宣传课程	2217	127	127	
13051097	1305	1	1	97	7	0		宣传课程	2217	127	127	
13051098	1305	1	1	98	7	0		宣传课程	2217	127	127	
13051099	1305	1	1	99	7	0		宣传课程	2217	127	127	
13051100	1305	1	1	100	7	0		宣传课程	2217	127	127	
13052000	1305	2	2	0	0	5012:50		形象课程	2218	0	0	
13052001	1305	2	2	1	1	0		形象课程	2218	18	18	
13052002	1305	2	2	2	2	0		形象课程	2218	36	36	
13052003	1305	2	2	3	2	0		形象课程	2218	36	36	
13052004	1305	2	2	4	2	0		形象课程	2218	36	36	
13052005	1305	2	2	5	2	0		形象课程	2218	36	36	
13052006	1305	2	2	6	3	0		形象课程	2218	54	54	
13052007	1305	2	2	7	3	0		形象课程	2218	54	54	
13052008	1305	2	2	8	3	0		形象课程	2218	54	54	
13052009	1305	2	2	9	3	5012:50		形象课程	2218	54	54	
13052010	1305	2	2	10	3	0		形象课程	2218	54	54	
13052011	1305	2	2	11	3	0		形象课程	2218	54	54	
13052012	1305	2	2	12	3	0		形象课程	2218	54	54	
13052013	1305	2	2	13	4	0		形象课程	2218	73	73	
13052014	1305	2	2	14	4	0		形象课程	2218	73	73	
13052015	1305	2	2	15	4	0		形象课程	2218	73	73	
13052016	1305	2	2	16	4	0		形象课程	2218	73	73	
13052017	1305	2	2	17	4	0		形象课程	2218	73	73	
13052018	1305	2	2	18	4	0		形象课程	2218	73	73	
13052019	1305	2	2	19	4	0		形象课程	2218	73	73	
13052020	1305	2	2	20	4	0		形象课程	2218	73	73	
13052021	1305	2	2	21	4	0		形象课程	2218	73	73	
13052022	1305	2	2	22	4	0		形象课程	2218	73	73	
13052023	1305	2	2	23	4	0		形象课程	2218	73	73	
13052024	1305	2	2	24	4	0		形象课程	2218	73	73	
13052025	1305	2	2	25	5	0		形象课程	2218	91	91	
13052026	1305	2	2	26	5	0		形象课程	2218	91	91	
13052027	1305	2	2	27	5	0		形象课程	2218	91	91	
13052028	1305	2	2	28	5	0		形象课程	2218	91	91	
13052029	1305	2	2	29	5	0		形象课程	2218	91	91	
13052030	1305	2	2	30	5	0		形象课程	2218	91	91	
13052031	1305	2	2	31	5	0		形象课程	2218	91	91	
13052032	1305	2	2	32	5	0		形象课程	2218	91	91	
13052033	1305	2	2	33	5	0		形象课程	2218	91	91	
13052034	1305	2	2	34	5	0		形象课程	2218	91	91	
13052035	1305	2	2	35	5	0		形象课程	2218	91	91	
13052036	1305	2	2	36	5	0		形象课程	2218	91	91	
13052037	1305	2	2	37	5	0		形象课程	2218	91	91	
13052038	1305	2	2	38	5	0		形象课程	2218	91	91	
13052039	1305	2	2	39	5	5012:100		形象课程	2218	91	91	
13052040	1305	2	2	40	5	0		形象课程	2218	91	91	
13052041	1305	2	2	41	5	0		形象课程	2218	91	91	
13052042	1305	2	2	42	5	0		形象课程	2218	91	91	
13052043	1305	2	2	43	5	0		形象课程	2218	91	91	
13052044	1305	2	2	44	6	0		形象课程	2218	109	109	
13052045	1305	2	2	45	6	0		形象课程	2218	109	109	
13052046	1305	2	2	46	6	0		形象课程	2218	109	109	
13052047	1305	2	2	47	6	0		形象课程	2218	109	109	
13052048	1305	2	2	48	6	0		形象课程	2218	109	109	
13052049	1305	2	2	49	6	0		形象课程	2218	109	109	
13052050	1305	2	2	50	6	0		形象课程	2218	109	109	
13052051	1305	2	2	51	6	0		形象课程	2218	109	109	
13052052	1305	2	2	52	6	0		形象课程	2218	109	109	
13052053	1305	2	2	53	6	0		形象课程	2218	109	109	
13052054	1305	2	2	54	6	0		形象课程	2218	109	109	
13052055	1305	2	2	55	6	0		形象课程	2218	109	109	
13052056	1305	2	2	56	6	0		形象课程	2218	109	109	
13052057	1305	2	2	57	6	0		形象课程	2218	109	109	
13052058	1305	2	2	58	6	0		形象课程	2218	109	109	
13052059	1305	2	2	59	6	0		形象课程	2218	109	109	
13052060	1305	2	2	60	6	0		形象课程	2218	109	109	
13052061	1305	2	2	61	6	0		形象课程	2218	109	109	
13052062	1305	2	2	62	6	0		形象课程	2218	109	109	
13052063	1305	2	2	63	6	0		形象课程	2218	109	109	
13052064	1305	2	2	64	6	0		形象课程	2218	109	109	
13052065	1305	2	2	65	6	0		形象课程	2218	109	109	
13052066	1305	2	2	66	6	0		形象课程	2218	109	109	
13052067	1305	2	2	67	6	0		形象课程	2218	109	109	
13052068	1305	2	2	68	6	0		形象课程	2218	109	109	
13052069	1305	2	2	69	7	0		形象课程	2218	127	127	
13052070	1305	2	2	70	7	0		形象课程	2218	127	127	
13052071	1305	2	2	71	7	0		形象课程	2218	127	127	
13052072	1305	2	2	72	7	0		形象课程	2218	127	127	
13052073	1305	2	2	73	7	0		形象课程	2218	127	127	
13052074	1305	2	2	74	7	0		形象课程	2218	127	127	
