int	int	int	int	int	int	int	DTItemNum[]	string
11354009	1135	4009	1603	52110	1602	35590	6306:5	消失的爱人
11354010	1135	4010	1603	53992	1602	36877	6309:5	消失的爱人
11355001	1135	5001	1603	55911	1602	38188	6308:1	消失的爱人
11355002	1135	5002	1603	57854	1602	39520	6308:1	消失的爱人
11355003	1135	5003	1603	59832	1602	40876	6308:2	消失的爱人
11355004	1135	5004	1603	61851	1602	42256	6301:2	消失的爱人
11355005	1135	5005	1603	63898	1602	43656	6305:3	消失的爱人
11355006	1135	5006	1603	65982	1602	45081	6306:3	消失的爱人
11355007	1135	5007	1603	68095	1602	46530	6301:4	消失的爱人
11355008	1135	5008	1603	70248	1602	48006	6306:4	消失的爱人
11355009	1135	5009	1603	72426	1602	49499	6302:5	消失的爱人
11355010	1135	5010	1603	74645	1602	51013	6302:5	消失的爱人
11361001	1136	1001	1603	198	1601	107	6109:1	猫鼠游戏
11361002	1136	1002	1603	637	1601	343	6101:1	猫鼠游戏
11361003	1136	1003	1603	1046	1601	563	6102:2	猫鼠游戏
11361004	1136	1004	1603	1575	1601	847	6103:2	猫鼠游戏
11361005	1136	1005	1603	2212	1601	1190	6104:3	猫鼠游戏
11361006	1136	1006	1603	2957	1601	1592	6102:3	猫鼠游戏
11361007	1136	1007	1603	3805	1601	2048	6107:4	猫鼠游戏
11361008	1136	1008	1603	4760	1601	2562	6103:4	猫鼠游戏
11361009	1136	1009	1603	5835	1601	3140	6109:5	猫鼠游戏
11361010	1136	1010	1603	7018	1601	3777	6106:5	猫鼠游戏
11362001	1136	2001	1603	10402	1601	5600	6209:1	猫鼠游戏
11362002	1136	2002	1603	12148	1601	6541	6205:1	猫鼠游戏
11362003	1136	2003	1603	14014	1601	7546	6209:2	猫鼠游戏
11362004	1136	2004	1603	16032	1601	8633	6207:2	猫鼠游戏
11362005	1136	2005	1603	17091	1601	9202	6201:3	猫鼠游戏
11362006	1136	2006	1603	18171	1601	9785	6206:3	猫鼠游戏
11362007	1136	2007	1603	19303	1601	10392	6201:4	猫鼠游戏
11362008	1136	2008	1603	20458	1601	11015	6201:4	猫鼠游戏
11362009	1136	2009	1603	21641	1601	11652	6208:5	猫鼠游戏
11362010	1136	2010	1603	22869	1601	12313	6208:5	猫鼠游戏
11363001	1136	3001	1603	29000	1601	15616	6304:1	猫鼠游戏
11363002	1136	3002	1603	30559	1601	16454	6305:1	猫鼠游戏
11363003	1136	3003	1603	32151	1601	17311	6301:2	猫鼠游戏
11363004	1136	3004	1603	33777	1601	18188	6303:2	猫鼠游戏
11363005	1136	3005	1603	35456	1601	19090	6303:3	猫鼠游戏
11363006	1136	3006	1603	37173	1601	20016	6303:3	猫鼠游戏
11363007	1136	3007	1603	38919	1601	20957	6307:4	猫鼠游戏
11363008	1136	3008	1603	40722	1601	21927	6301:4	猫鼠游戏
11363009	1136	3009	1603	42554	1601	22912	6302:5	猫鼠游戏
11363010	1136	3010	1603	44424	1601	23921	6308:5	猫鼠游戏
11364001	1136	4001	1603	46347	1601	24955	6309:1	猫鼠游戏
11364002	1136	4002	1603	48304	1601	26009	6305:1	猫鼠游戏
11364003	1136	4003	1603	50294	1601	27082	6308:2	猫鼠游戏
11364004	1136	4004	1603	52336	1601	28179	6303:2	猫鼠游戏
11364005	1136	4005	1603	54418	1601	29302	6304:3	猫鼠游戏
11364006	1136	4006	1603	56527	1601	30438	6302:3	猫鼠游戏
11364007	1136	4007	1603	58695	1601	31605	6305:4	猫鼠游戏
11364008	1136	4008	1603	60890	1601	32785	6305:4	猫鼠游戏
11364009	1136	4009	1603	63125	1601	33991	6305:5	猫鼠游戏
11364010	1136	4010	1603	65412	1601	35221	6303:5	猫鼠游戏
11365001	1136	5001	1603	67732	1601	36470	6306:1	猫鼠游戏
11365002	1136	5002	1603	70086	1601	37739	6305:1	猫鼠游戏
11365003	1136	5003	1603	72481	1601	39028	6309:2	猫鼠游戏
11365004	1136	5004	1603	74921	1601	40341	6302:2	猫鼠游戏
11365005	1136	5005	1603	77412	1601	41684	6309:3	猫鼠游戏
11365006	1136	5006	1603	79926	1601	43036	6309:3	猫鼠游戏
11365007	1136	5007	1603	82491	1601	44418	6302:4	猫鼠游戏
11365008	1136	5008	1603	85101	1601	45824	6302:4	猫鼠游戏
11365009	1136	5009	1603	87740	1601	47245	6303:5	猫鼠游戏
11365010	1136	5010	1603	90425	1601	48691	6302:5	猫鼠游戏
11371001	1137	1001	1601	127	1602	133	6103:1	老无所依
11371002	1137	1002	1601	405	1602	433	6102:1	老无所依
11371003	1137	1003	1601	665	1602	743	6106:2	老无所依
11371004	1137	1004	1601	1001	1602	1121	6103:2	老无所依
11371005	1137	1005	1601	1406	1602	1587	6108:3	老无所依
11371006	1137	1006	1601	1880	1602	2132	6109:3	老无所依
11371007	1137	1007	1601	2419	1602	2754	6103:4	老无所依
11371008	1137	1008	1601	3027	1602	3453	6101:4	老无所依
11371009	1137	1009	1601	3710	1602	4220	6103:5	老无所依
11371010	1137	1010	1601	4462	1602	5075	6104:5	老无所依
11372001	1137	2001	1601	6615	1602	7551	6208:1	老无所依
11372002	1137	2002	1601	7727	1602	8817	6202:1	老无所依
11372003	1137	2003	1601	8914	1602	10194	6209:2	老无所依
11372004	1137	2004	1601	10199	1602	11661	6201:2	老无所依
11372005	1137	2005	1601	10871	1602	12427	6209:3	老无所依
11372006	1137	2006	1601	11559	1602	13226	6203:3	老无所依
11372007	1137	2007	1601	12277	1602	14048	6205:4	老无所依
11372008	1137	2008	1601	13012	1602	14892	6208:4	老无所依
11372009	1137	2009	1601	13764	1602	15759	6203:5	老无所依
11372010	1137	2010	1601	14546	1602	16658	6207:5	老无所依
11373001	1137	3001	1601	18447	1602	21123	6309:1	老无所依
11373002	1137	3002	1601	19437	1602	22255	6306:1	老无所依
11373003	1137	3003	1601	20450	1602	23422	6301:2	老无所依
11373004	1137	3004	1601	21486	1602	24610	6307:2	老无所依
11373005	1137	3005	1601	22551	1602	25832	6303:3	老无所依
11373006	1137	3006	1601	23645	1602	27086	6308:3	老无所依
11373007	1137	3007	1601	24757	1602	28364	6305:4	老无所依
11373008	1137	3008	1601	25902	1602	29674	6303:4	老无所依
11373009	1137	3009	1601	27066	1602	31018	6301:5	老无所依
11373010	1137	3010	1601	28259	1602	32394	6306:5	老无所依
11374001	1137	4001	1601	29480	1602	33793	6307:1	老无所依
11374002	1137	4002	1601	30725	1602	35217	6305:1	老无所依
11374003	1137	4003	1601	31992	1602	36682	6304:2	老无所依
11374004	1137	4004	1601	33289	1602	38170	6302:2	老无所依
11374005	1137	4005	1601	34615	1602	39680	6304:3	老无所依
11374006	1137	4006	1601	35957	1602	41235	6303:3	老无所依
11374007	1137	4007	1601	37335	1602	42812	6303:4	老无所依
11374008	1137	4008	1601	38730	1602	44422	6307:4	老无所依
11374009	1137	4009	1601	40154	1602	46055	6301:5	老无所依
11374010	1137	4010	1601	41607	1602	47721	6307:5	老无所依
11375001	1137	5001	1601	43083	1602	49420	6306:1	老无所依
11375002	1137	5002	1601	44582	1602	51142	6304:1	老无所依
11375003	1137	5003	1601	46105	1602	52896	6303:2	老无所依
11375004	1137	5004	1601	47656	1602	54684	6303:2	老无所依
11375005	1137	5005	1601	49242	1602	56494	6309:3	老无所依
11375006	1137	5006	1601	50840	1602	58338	6305:3	老无所依
11375007	1137	5007	1601	52472	1602	60215	6301:4	老无所依
11375008	1137	5008	1601	54133	1602	62125	6305:4	老无所依
11375009	1137	5009	1601	55812	1602	64057	6302:5	老无所依
11375010	1137	5010	1601	57520	1602	66012	6308:5	老无所依
11391001	1139	1001	1601	242	1602	92	6101:1	洛城机密
11391002	1139	1002	1601	763	1602	301	6109:1	洛城机密
11391003	1139	1003	1601	1260	1602	511	6101:2	洛城机密
11391004	1139	1004	1601	1890	1602	777	6104:2	洛城机密
11391005	1139	1005	1601	2653	1602	1099	6105:3	洛城机密
11391006	1139	1006	1601	3537	1602	1473	6101:3	洛城机密
11391007	1139	1007	1601	4567	1602	1902	6107:4	洛城机密
11391008	1139	1008	1601	5718	1602	2383	6109:4	洛城机密
11391009	1139	1009	1601	7002	1602	2921	6101:5	洛城机密
11391010	1139	1010	1601	8408	1602	3509	6104:5	洛城机密
11392001	1139	2001	1601	12467	1602	5217	6207:1	洛城机密
11392002	1139	2002	1601	14550	1602	6097	6206:1	洛城机密
11392003	1139	2003	1601	16804	1602	7044	6207:2	洛城机密
11392004	1139	2004	1601	19215	1602	8057	6204:2	洛城机密
11392005	1139	2005	1601	20475	1602	8589	6204:3	洛城机密
11392006	1139	2006	1601	21783	1602	9141	6209:3	洛城机密
11392007	1139	2007	1601	23128	1602	9704	6206:4	洛城机密
11392008	1139	2008	1601	24521	1602	10292	6201:4	洛城机密
11392009	1139	2009	1601	25939	1602	10890	6204:5	洛城机密
11392010	1139	2010	1601	27416	1602	11509	6205:5	洛城机密
11393001	1139	3001	1601	34759	1602	14599	6305:1	洛城机密
11393002	1139	3002	1601	36612	1602	15376	6303:1	洛城机密
11393003	1139	3003	1601	38526	1602	16179	6301:2	洛城机密
11393004	1139	3004	1601	40477	1602	17008	6309:2	洛城机密
11393005	1139	3005	1601	42488	1602	17852	6307:3	洛城机密
11393006	1139	3006	1601	44536	1602	18717	6304:3	洛城机密
11393007	1139	3007	1601	46644	1602	19602	6306:4	洛城机密
11393008	1139	3008	1601	48788	1602	20507	6306:4	洛城机密
11393009	1139	3009	1601	50993	1602	21433	6306:5	洛城机密
11393010	1139	3010	1601	53235	1602	22379	6302:5	洛城机密
11394001	1139	4001	1601	55536	1602	23346	6307:1	洛城机密
11394002	1139	4002	1601	57875	1602	24334	6307:1	洛城机密
11394003	1139	4003	1601	60274	1602	25341	6303:2	洛城机密
11394004	1139	4004	1601	62709	1602	26369	6304:2	洛城机密
11394005	1139	4005	1601	65205	1602	27418	6309:3	洛城机密
11394006	1139	4006	1601	67736	1602	28487	6304:3	洛城机密
11394007	1139	4007	1601	70329	1602	29582	6302:4	洛城机密
11394008	1139	4008	1601	72958	1602	30692	6306:4	洛城机密
11394009	1139	4009	1601	75648	1602	31822	6304:5	洛城机密
11394010	1139	4010	1601	78374	1602	32973	6306:5	洛城机密
11395001	1139	5001	1601	81160	1602	34145	6303:1	洛城机密
11395002	1139	5002	1601	83983	1602	35337	6301:1	洛城机密
11395003	1139	5003	1601	86855	1602	36549	6304:2	洛城机密
11395004	1139	5004	1601	89786	1602	37782	6307:2	洛城机密
11395005	1139	5005	1601	92755	1602	39035	6307:3	洛城机密
11395006	1139	5006	1601	95784	1602	40309	6309:3	洛城机密
11395007	1139	5007	1601	98849	1602	41603	6302:4	洛城机密
11395008	1139	5008	1601	101975	1602	42923	6301:4	洛城机密
11395009	1139	5009	1601	105137	1602	44258	6305:5	洛城机密
11395010	1139	5010	1601	108360	1602	45614	6309:5	洛城机密
11401001	1140	1001	1601	137	1603	129	6108:1	机械师
11401002	1140	1002	1601	437	1603	414	6101:1	机械师
11401003	1140	1003	1601	721	1603	686	6107:2	机械师
11401004	1140	1004	1601	1083	1603	1029	6105:2	机械师
11401005	1140	1005	1601	1521	1603	1443	6105:3	机械师
11401006	1140	1006	1601	2029	1603	1928	6102:3	机械师
11401007	1140	1007	1601	2618	1603	2485	6103:4	机械师
11401008	1140	1008	1601	3276	1603	3110	6108:4	机械师
11401009	1140	1009	1601	4013	1603	3810	6107:5	机械师
11401010	1140	1010	1601	4821	1603	4578	6106:5	机械师
11402001	1140	2001	1601	7147	1603	6786	6202:1	机械师
11402002	1140	2002	1601	8343	1603	7923	6207:1	机械师
11402003	1140	2003	1601	9632	1603	9147	6208:2	机械师
11402004	1140	2004	1601	11015	1603	10458	6201:2	机械师
11402005	1140	2005	1601	11739	1603	11147	6209:3	机械师
11402006	1140	2006	1601	12487	1603	11857	6201:3	机械师
11402007	1140	2007	1601	13261	1603	12593	6205:4	机械师
11402008	1140	2008	1601	14058	1603	13348	6202:4	机械师
11402009	1140	2009	1601	14870	1603	14121	6205:5	机械师
11402010	1140	2010	1601	15717	1603	14923	6206:5	机械师
11403001	1140	3001	1601	19926	1603	18923	6303:1	机械师
11403002	1140	3002	1601	20992	1603	19936	6301:1	机械师
11403003	1140	3003	1601	22088	1603	20975	6302:2	机械师
11403004	1140	3004	1601	23206	1603	22036	6303:2	机械师
11403005	1140	3005	1601	24360	1603	23131	6302:3	机械师
11403006	1140	3006	1601	25534	1603	24247	6305:3	机械师
11403007	1140	3007	1601	26740	1603	25392	6303:4	机械师
11403008	1140	3008	1601	27973	1603	26564	6307:4	机械师
11403009	1140	3009	1601	29236	1603	27762	6308:5	机械师
11403010	1140	3010	1601	30520	1603	28983	6303:5	机械师
11404001	1140	4001	1601	31840	1603	30236	6309:1	机械师
11404002	1140	4002	1601	33182	1603	31511	6303:1	机械师
11404003	1140	4003	1601	34554	1603	32811	6304:2	机械师
11404004	1140	4004	1601	35954	1603	34141	6302:2	机械师
11404005	1140	4005	1601	37384	1603	35500	6305:3	机械师
11404006	1140	4006	1601	38835	1603	36878	6307:3	机械师
11404007	1140	4007	1601	40322	1603	38289	6307:4	机械师
11404008	1140	4008	1601	41830	1603	39722	6306:4	机械师
11404009	1140	4009	1601	43369	1603	41183	6307:5	机械师
11404010	1140	4010	1601	44935	1603	42672	6303:5	机械师
11405001	1140	5001	1601	46531	1603	44186	6309:1	机械师
11405002	1140	5002	1601	48150	1603	45724	6302:1	机械师
11405003	1140	5003	1601	49795	1603	47286	6301:2	机械师
11405004	1140	5004	1601	51475	1603	48882	6308:2	机械师
11405005	1140	5005	1601	53179	1603	50500	6309:3	机械师
11405006	1140	5006	1601	54914	1603	52146	6302:3	机械师
11405007	1140	5007	1601	56672	1603	53816	6303:4	机械师
11405008	1140	5008	1601	58464	1603	55518	6301:4	机械师
11405009	1140	5009	1601	60277	1603	57241	6301:5	机械师
11405010	1140	5010	1601	62124	1603	58993	6308:5	机械师
11411001	1141	1001	1602	123	1603	151	6103:1	十二宫杀手
11411002	1141	1002	1602	402	1603	482	6107:1	十二宫杀手
11411003	1141	1003	1602	686	1603	792	6104:2	十二宫杀手
11411004	1141	1004	1602	1039	1603	1192	6101:2	十二宫杀手
11411005	1141	1005	1602	1472	1603	1675	6106:3	十二宫杀手
11411006	1141	1006	1602	1981	1603	2240	6108:3	十二宫杀手
11411007	1141	1007	1602	2556	1603	2881	6103:4	十二宫杀手
11411008	1141	1008	1602	3206	1603	3605	6105:4	十二宫杀手
11411009	1141	1009	1602	3918	1603	4419	6108:5	十二宫杀手
11411010	1141	1010	1602	4719	1603	5315	6106:5	十二宫杀手
11412001	1141	2001	1602	7015	1603	7878	6206:1	十二宫杀手
11412002	1141	2002	1602	8191	1603	9201	6201:1	十二宫杀手
11412003	1141	2003	1602	9474	1603	10614	6203:2	十二宫杀手
11412004	1141	2004	1602	10836	1603	12143	6206:2	十二宫杀手
11412005	1141	2005	1602	11548	1603	12944	6203:3	十二宫杀手
11412006	1141	2006	1602	12292	1603	13763	6201:3	十二宫杀手
11412007	1141	2007	1602	13052	1603	14619	6206:4	十二宫杀手
11412008	1141	2008	1602	13839	1603	15494	6204:4	十二宫杀手
11412009	1141	2009	1602	14644	1603	16390	6201:5	十二宫杀手
11412010	1141	2010	1602	15480	1603	17320	6203:5	十二宫杀手
11413001	1141	3001	1602	19629	1603	21965	6303:1	十二宫杀手
11413002	1141	3002	1602	20682	1603	23144	6305:1	十二宫杀手
11413003	1141	3003	1602	21765	1603	24350	6302:2	十二宫杀手
11413004	1141	3004	1602	22867	1603	25583	6304:2	十二宫杀手
11413005	1141	3005	1602	24008	1603	26853	6305:3	十二宫杀手
11413006	1141	3006	1602	25172	1603	28155	6307:3	十二宫杀手
11413007	1141	3007	1602	26361	1603	29477	6307:4	十二宫杀手
11413008	1141	3008	1602	27573	1603	30843	6303:4	十二宫杀手
11413009	1141	3009	1602	28825	1603	32229	6307:5	十二宫杀手
11413010	1141	3010	1602	30099	1603	33647	6306:5	十二宫杀手
11414001	1141	4001	1602	31399	1603	35102	6302:1	十二宫杀手
11414002	1141	4002	1602	32726	1603	36584	6309:1	十二宫杀手
11414003	1141	4003	1602	34088	1603	38093	6302:2	十二宫杀手
11414004	1141	4004	1602	35469	1603	39638	6309:2	十二宫杀手
11414005	1141	4005	1602	36875	1603	41216	6303:3	十二宫杀手
11414006	1141	4006	1602	38317	1603	42814	6303:3	十二宫杀手
11414007	1141	4007	1602	39785	1603	44455	6303:4	十二宫杀手
11414008	1141	4008	1602	41276	1603	46117	6308:4	十二宫杀手
11414009	1141	4009	1602	42793	1603	47811	6302:5	十二宫杀手
11414010	1141	4010	1602	44349	1603	49542	6302:5	十二宫杀手
11415001	1141	5001	1602	45920	1603	51300	6306:1	十二宫杀手
11415002	1141	5002	1602	47525	1603	53083	6306:1	十二宫杀手
11415003	1141	5003	1602	49154	1603	54897	6304:2	十二宫杀手
11415004	1141	5004	1602	50821	1603	56744	6304:2	十二宫杀手
11415005	1141	5005	1602	52497	1603	58632	6303:3	十二宫杀手
11415006	1141	5006	1602	54213	1603	60536	6305:3	十二宫杀手
11415007	1141	5007	1602	55960	1603	62478	6306:4	十二宫杀手
11415008	1141	5008	1602	57730	1603	64456	6303:4	十二宫杀手
11415009	1141	5009	1602	59525	1603	66455	6309:5	十二宫杀手
11415010	1141	5010	1602	61348	1603	68488	6302:5	十二宫杀手
11421001	1142	1001	1601	150	1602	102	6108:1	狙击电话亭
11421002	1142	1002	1601	486	1602	348	6102:1	狙击电话亭
11421003	1142	1003	1601	809	1602	594	6106:2	狙击电话亭
11421004	1142	1004	1601	1220	1602	903	6108:2	狙击电话亭
11421005	1142	1005	1601	1715	1602	1277	6103:3	狙击电话亭
11421006	1142	1006	1601	2289	1602	1711	6101:3	狙击电话亭
11421007	1142	1007	1601	2947	1602	2216	6104:4	狙击电话亭
11421008	1142	1008	1601	3684	1602	2774	6109:4	狙击电话亭
11421009	1142	1009	1601	4519	1602	3400	6105:5	狙击电话亭
11421010	1142	1010	1601	5429	1602	4089	6109:5	狙击电话亭
11422001	1142	2001	1601	8053	1602	6078	6203:1	狙击电话亭
11422002	1142	2002	1601	9394	1602	7096	6206:1	狙击电话亭
11422003	1142	2003	1601	10845	1602	8201	6209:2	狙击电话亭
11422004	1142	2004	1601	12413	1602	9385	6209:2	狙击电话亭
11422005	1142	2005	1601	13222	1602	10001	6206:3	狙击电话亭
11422006	1142	2006	1601	14069	1602	10645	6204:3	狙击电话亭
11422007	1142	2007	1601	14937	1602	11307	6207:4	狙击电话亭
11422008	1142	2008	1601	15834	1602	11986	6205:4	狙击电话亭
11422009	1142	2009	1601	16756	1602	12683	6204:5	狙击电话亭
11422010	1142	2010	1601	17699	1602	13407	6207:5	狙击电话亭
11423001	1142	3001	1601	22449	1602	17005	6306:1	狙击电话亭
11423002	1142	3002	1601	23653	1602	17912	6305:1	狙击电话亭
11423003	1142	3003	1601	24885	1602	18851	6301:2	狙击电话亭
11423004	1142	3004	1601	26147	1602	19812	6302:2	狙击电话亭
11423005	1142	3005	1601	27438	1602	20794	6308:3	狙击电话亭
11423006	1142	3006	1601	28763	1602	21800	6309:3	狙击电话亭
11423007	1142	3007	1601	30125	1602	22828	6306:4	狙击电话亭
11423008	1142	3008	1601	31517	1602	23888	6303:4	狙击电话亭
11423009	1142	3009	1601	32939	1602	24964	6308:5	狙击电话亭
11423010	1142	3010	1601	34381	1602	26068	6304:5	狙击电话亭
11424001	1142	4001	1601	35865	1602	27195	6308:1	狙击电话亭
11424002	1142	4002	1601	37387	1602	28347	6307:1	狙击电话亭
11424003	1142	4003	1601	38929	1602	29519	6306:2	狙击电话亭
11424004	1142	4004	1601	40502	1602	30716	6309:2	狙击电话亭
11424005	1142	4005	1601	42112	1602	31941	6303:3	狙击电话亭
11424006	1142	4006	1601	43754	1602	33184	6308:3	狙击电话亭
11424007	1142	4007	1601	45427	1602	34457	6306:4	狙击电话亭
11424008	1142	4008	1601	47129	1602	35753	6301:4	狙击电话亭
11424009	1142	4009	1601	48861	1602	37062	6305:5	狙击电话亭
11424010	1142	4010	1601	50621	1602	38413	6304:5	狙击电话亭
11425001	1142	5001	1601	52416	1602	39776	6305:1	狙击电话亭
11425002	1142	5002	1601	54248	1602	41161	6307:1	狙击电话亭
11425003	1142	5003	1601	56097	1602	42578	6303:2	狙击电话亭
11425004	1142	5004	1601	57992	1602	44012	6308:2	狙击电话亭
11425005	1142	5005	1601	59912	1602	45474	6305:3	狙击电话亭
11425006	1142	5006	1601	61866	1602	46958	6303:3	狙击电话亭
11425007	1142	5007	1601	63844	1602	48468	6306:4	狙击电话亭
11425008	1142	5008	1601	65865	1602	49997	6301:4	狙击电话亭
11425009	1142	5009	1601	67911	1602	51552	6306:5	狙击电话亭
11425010	1142	5010	1601	69990	1602	53130	6306:5	狙击电话亭
11441001	1144	1001	1603	201	1601	103	6106:1	美国骗局
11441002	1144	1002	1603	634	1601	329	6102:1	美国骗局
11441003	1144	1003	1603	1051	1601	547	6109:2	美国骗局
11441004	1144	1004	1603	1583	1601	824	6103:2	美国骗局
11441005	1144	1005	1603	2218	1601	1157	6105:3	美国骗局
11441006	1144	1006	1603	2965	1601	1545	6106:3	美国骗局
11441007	1144	1007	1603	3815	1601	1989	6109:4	美国骗局
11441008	1144	1008	1603	4776	1601	2489	6101:4	美国骗局
11441009	1144	1009	1603	5854	1601	3051	6102:5	美国骗局
11441010	1144	1010	1603	7034	1601	3665	6104:5	美国骗局
11442001	1144	2001	1603	10429	1601	5436	6205:1	美国骗局
11442002	1144	2002	1603	12177	1601	6345	6207:1	美国骗局
11442003	1144	2003	1603	14052	1601	7324	6207:2	美国骗局
11442004	1144	2004	1603	16079	1601	8381	6206:2	美国骗局
11442005	1144	2005	1603	17133	1601	8929	6205:3	美国骗局
11442006	1144	2006	1603	18221	1601	9499	6204:3	美国骗局
11442007	1144	2007	1603	19351	1601	10086	6205:4	美国骗局
11442008	1144	2008	1603	20514	1601	10692	6207:4	美国骗局
11442009	1144	2009	1603	21704	1601	11314	6203:5	美国骗局
11442010	1144	2010	1603	22934	1601	11953	6205:5	美国骗局
11443001	1144	3001	1603	29080	1601	15158	6302:1	美国骗局
11443002	1144	3002	1603	30640	1601	15971	6305:1	美国骗局
11443003	1144	3003	1603	32237	1601	16803	6307:2	美国骗局
11443004	1144	3004	1603	33870	1601	17655	6302:2	美国骗局
11443005	1144	3005	1603	35546	1601	18527	6302:3	美国骗局
11443006	1144	3006	1603	37268	1601	19423	6302:3	美国骗局
11443007	1144	3007	1603	39027	1601	20342	6306:4	美国骗局
11443008	1144	3008	1603	40828	1601	21281	6309:4	美国骗局
11443009	1144	3009	1603	42666	1601	22240	6302:5	美国骗局
11443010	1144	3010	1603	44541	1601	23216	6302:5	美国骗局
11444001	1144	4001	1603	46467	1601	24218	6307:1	美国骗局
11444002	1144	4002	1603	48431	1601	25244	6304:1	美国骗局
11444003	1144	4003	1603	50431	1601	26287	6301:2	美国骗局
11444004	1144	4004	1603	52474	1601	27349	6303:2	美国骗局
11444005	1144	4005	1603	54553	1601	28435	6301:3	美国骗局
11444006	1144	4006	1603	56679	1601	29544	6303:3	美国骗局
11444007	1144	4007	1603	58847	1601	30674	6307:4	美国骗局
11444008	1144	4008	1603	61052	1601	31823	6309:4	美国骗局
11444009	1144	4009	1603	63294	1601	32992	6302:5	美国骗局
11444010	1144	4010	1603	65578	1601	34181	6302:5	美国骗局
11445001	1144	5001	1603	67908	1601	35394	6304:1	美国骗局
11445002	1144	5002	1603	70275	1601	36631	6303:1	美国骗局
11445003	1144	5003	1603	72671	1601	37879	6308:2	美国骗局
11445004	1144	5004	1603	75128	1601	39159	6303:2	美国骗局
11445005	1144	5005	1603	77613	1601	40455	6308:3	美国骗局
11445006	1144	5006	1603	80145	1601	41774	6307:3	美国骗局
11445007	1144	5007	1603	82707	1601	43110	6304:4	美国骗局
11445008	1144	5008	1603	85320	1601	44473	6303:4	美国骗局
11445009	1144	5009	1603	87977	1601	45857	6301:5	美国骗局
11445010	1144	5010	1603	90665	1601	47259	6306:5	美国骗局
11451001	1145	1001	1601	246	1602	120	6101:1	偷天换日
11451002	1145	1002	1601	775	1602	397	6108:1	偷天换日
11451003	1145	1003	1601	1284	1602	679	6103:2	偷天换日
11451004	1145	1004	1601	1934	1602	1026	6108:2	偷天换日
11451005	1145	1005	1601	2709	1602	1457	6106:3	偷天换日
11451006	1145	1006	1601	3622	1602	1951	6102:3	偷天换日
11451007	1145	1007	1601	4660	1602	2525	6101:4	偷天换日
11451008	1145	1008	1601	5835	1602	3164	6102:4	偷天换日
11451009	1145	1009	1601	7151	1602	3872	6109:5	偷天换日
11451010	1145	1010	1601	8593	1602	4653	6107:5	偷天换日
11452001	1145	2001	1601	12741	1602	6920	6202:1	偷天换日
11452002	1145	2002	1601	14877	1602	8081	6204:1	偷天换日
11452003	1145	2003	1601	17167	1602	9339	6205:2	偷天换日
11452004	1145	2004	1601	19643	1602	10685	6208:2	偷天换日
11452005	1145	2005	1601	20931	1602	11389	6201:3	偷天换日
11452006	1145	2006	1601	22260	1602	12119	6204:3	偷天换日
11452007	1145	2007	1601	23641	1602	12873	6209:4	偷天换日
11452008	1145	2008	1601	25062	1602	13646	6204:4	偷天换日
11452009	1145	2009	1601	26516	1602	14442	6203:5	偷天换日
11452010	1145	2010	1601	28018	1602	15265	6202:5	偷天换日
11453001	1145	3001	1601	35526	1602	19359	6302:1	偷天换日
11453002	1145	3002	1601	37432	1602	20395	6309:1	偷天换日
11453003	1145	3003	1601	39383	1602	21464	6305:2	偷天换日
11453004	1145	3004	1601	41378	1602	22556	6308:2	偷天换日
11453005	1145	3005	1601	43425	1602	23675	6303:3	偷天换日
11453006	1145	3006	1601	45529	1602	24822	6309:3	偷天换日
11453007	1145	3007	1601	47678	1602	25993	6306:4	偷天换日
11453008	1145	3008	1601	49879	1602	27195	6306:4	偷天换日
11453009	1145	3009	1601	52124	1602	28426	6306:5	偷天换日
11453010	1145	3010	1601	54414	1602	29684	6301:5	偷天换日
11454001	1145	4001	1601	56768	1602	30965	6305:1	偷天换日
11454002	1145	4002	1601	59167	1602	32274	6304:1	偷天换日
11454003	1145	4003	1601	61610	1602	33611	6303:2	偷天换日
11454004	1145	4004	1601	64106	1602	34976	6301:2	偷天换日
11454005	1145	4005	1601	66647	1602	36364	6302:3	偷天换日
11454006	1145	4006	1601	69243	1602	37783	6309:3	偷天换日
11454007	1145	4007	1601	71892	1602	39232	6307:4	偷天换日
11454008	1145	4008	1601	74586	1602	40707	6308:4	偷天换日
11454009	1145	4009	1601	77324	1602	42201	6306:5	偷天换日
11454010	1145	4010	1601	80115	1602	43733	6306:5	偷天换日
11455001	1145	5001	1601	82961	1602	45287	6305:1	偷天换日
11455002	1145	5002	1601	85853	1602	46865	6304:1	偷天换日
11455003	1145	5003	1601	88781	1602	48475	6305:2	偷天换日
11455004	1145	5004	1601	91781	1602	50112	6304:2	偷天换日
11455005	1145	5005	1601	94819	1602	51773	6301:3	偷天换日
11455006	1145	5006	1601	97912	1602	53461	6302:3	偷天换日
11455007	1145	5007	1601	101042	1602	55182	6303:4	偷天换日
11455008	1145	5008	1601	104232	1602	56925	6309:4	偷天换日
11455009	1145	5009	1601	107479	1602	58697	6302:5	偷天换日
11455010	1145	5010	1601	110763	1602	60492	6303:5	偷天换日
11461001	1146	1001	1601	147	1603	147	6102:1	速度与激情
11461002	1146	1002	1601	465	1603	465	6105:1	速度与激情
11461003	1146	1003	1601	773	1603	773	6104:2	速度与激情
11461004	1146	1004	1601	1165	1603	1165	6105:2	速度与激情
11461005	1146	1005	1601	1634	1603	1634	6103:3	速度与激情
11461006	1146	1006	1601	2184	1603	2184	6105:3	速度与激情
