int	int	int	int	string
502505	5	30	30	
502506	6	50	60	
502507	7	50	60	
502508	8	50	60	
502509	9	75	80	
502510	10	75	80	
502511	11	75	80	
502512	12	100	100	
502513	13	100	100	
502514	14	100	100	
502515	15	130	120	
502516	16	130	120	
502517	17	130	120	
502518	18	160	140	
502519	19	160	140	
502520	20	160	160	
502521	21	195	160	
502522	22	195	180	
502523	23	195	180	
502524	24	230	200	
502525	25	230	200	
502526	26	230	220	
502527	27	270	220	
502528	28	270	240	
502529	29	270	240	
502530	30	310	260	
502531	31	310	260	
502532	32	330	280	
502533	33	375	280	
502534	34	375	300	
502535	35	420	300	
502536	36	420	320	
502537	37	470	320	
502538	38	470	340	
502539	39	520	340	
502540	40	520	360	
502541	41	575	360	
502542	42	575	380	
502543	43	635	380	
502544	44	635	400	
502600	0	10	30	
502601	1	10	30	
502602	2	10	30	
502603	3	30	30	
502604	4	30	30	
502605	5	30	30	
502606	6	50	60	
502607	7	50	60	
502608	8	50	60	
502609	9	75	80	
502610	10	75	80	
502611	11	75	80	
502612	12	100	100	
502613	13	100	100	
502614	14	100	100	
502615	15	130	120	
502616	16	130	120	
502617	17	130	120	
502618	18	160	140	
502619	19	160	140	
502620	20	160	160	
502621	21	195	160	
502622	22	195	180	
502623	23	195	180	
502624	24	230	200	
502625	25	230	200	
502626	26	230	220	
502627	27	270	220	
502628	28	270	240	
502629	29	270	240	
502630	30	310	260	
502631	31	310	260	
502632	32	330	280	
502633	33	375	280	
502634	34	375	300	
502635	35	420	300	
502636	36	420	320	
502637	37	470	320	
502638	38	470	340	
502639	39	520	340	
502640	40	520	360	
502641	41	575	360	
502642	42	575	380	
502643	43	635	380	
502644	44	635	400	
502700	0	10	30	
502701	1	10	30	
502702	2	10	30	
502703	3	30	30	
502704	4	30	30	
502705	5	30	30	
502706	6	50	60	
502707	7	50	60	
502708	8	50	60	
502709	9	75	80	
502710	10	75	80	
502711	11	75	80	
502712	12	100	100	
502713	13	100	100	
502714	14	100	100	
502715	15	130	120	
502716	16	130	120	
502717	17	130	120	
502718	18	160	140	
502719	19	160	140	
502720	20	160	160	
502721	21	195	160	
502722	22	195	180	
502723	23	195	180	
502724	24	230	200	
502725	25	230	200	
502726	26	230	220	
502727	27	270	220	
502728	28	270	240	
502729	29	270	240	
502730	30	310	260	
502731	31	310	260	
502732	32	330	280	
502733	33	375	280	
502734	34	375	300	
502735	35	420	300	
502736	36	420	320	
502737	37	470	320	
502738	38	470	340	
502739	39	520	340	
502740	40	520	360	
502741	41	575	360	
502742	42	575	380	
502743	43	635	380	
502744	44	635	400	
502800	0	10	30	
502801	1	10	30	
502802	2	10	30	
502803	3	30	30	
502804	4	30	30	
502805	5	30	30	
502806	6	50	60	
502807	7	50	60	
502808	8	50	60	
502809	9	75	80	
502810	10	75	80	
502811	11	75	80	
502812	12	100	100	
502813	13	100	100	
502814	14	100	100	
502815	15	130	120	
502816	16	130	120	
502817	17	130	120	
502818	18	160	140	
502819	19	160	140	
502820	20	160	160	
502821	21	195	160	
502822	22	195	180	
502823	23	195	180	
502824	24	230	200	
502825	25	230	200	
502826	26	230	220	
502827	27	270	220	
502828	28	270	240	
502829	29	270	240	
502830	30	310	260	
502831	31	310	260	
502832	32	330	280	
502833	33	375	280	
502834	34	375	300	
502835	35	420	300	
502836	36	420	320	
502837	37	470	320	
502838	38	470	340	
502839	39	520	340	
502840	40	520	360	
502841	41	575	360	
502842	42	575	380	
502843	43	635	380	
502844	44	635	400	
502900	0	10	30	
502901	1	10	30	
502902	2	10	30	
502903	3	30	30	
502904	4	30	30	
502905	5	30	30	
502906	6	50	60	
502907	7	50	60	
502908	8	50	60	
502909	9	75	80	
502910	10	75	80	
502911	11	75	80	
502912	12	100	100	
502913	13	100	100	
502914	14	100	100	
502915	15	130	120	
502916	16	130	120	
502917	17	130	120	
502918	18	160	140	
502919	19	160	140	
502920	20	160	160	
502921	21	195	160	
502922	22	195	180	
502923	23	195	180	
502924	24	230	200	
502925	25	230	200	
502926	26	230	220	
502927	27	270	220	
502928	28	270	240	
502929	29	270	240	
502930	30	310	260	
502931	31	310	260	
502932	32	330	280	
502933	33	375	280	
502934	34	375	300	
502935	35	420	300	
502936	36	420	320	
502937	37	470	320	
502938	38	470	340	
502939	39	520	340	
502940	40	520	360	
502941	41	575	360	
502942	42	575	380	
502943	43	635	380	
502944	44	635	400	
503000	0	10	30	
503001	1	10	30	
503002	2	10	30	
503003	3	30	30	
503004	4	30	30	
503005	5	30	30	
503006	6	50	60	
503007	7	50	60	
503008	8	50	60	
503009	9	75	80	
503010	10	75	80	
503011	11	75	80	
503012	12	100	100	
503013	13	100	100	
503014	14	100	100	
503015	15	130	120	
503016	16	130	120	
503017	17	130	120	
503018	18	160	140	
503019	19	160	140	
503020	20	160	160	
503021	21	195	160	
503022	22	195	180	
503023	23	195	180	
503024	24	230	200	
503025	25	230	200	
503026	26	230	220	
503027	27	270	220	
503028	28	270	240	
503029	29	270	240	
503030	30	310	260	
503031	31	310	260	
503032	32	330	280	
503033	33	375	280	
503034	34	375	300	
503035	35	420	300	
503036	36	420	320	
503037	37	470	320	
503038	38	470	340	
503039	39	520	340	
503040	40	520	360	
503041	41	575	360	
503042	42	575	380	
503043	43	635	380	
503044	44	635	400	
503100	0	10	30	
503101	1	10	30	
503102	2	10	30	
503103	3	30	30	
503104	4	30	30	
503105	5	30	30	
503106	6	50	60	
503107	7	50	60	
503108	8	50	60	
503109	9	75	80	
503110	10	75	80	
503111	11	75	80	
503112	12	100	100	
503113	13	100	100	
503114	14	100	100	
503115	15	130	120	
503116	16	130	120	
503117	17	130	120	
503118	18	160	140	
503119	19	160	140	
503120	20	160	160	
503121	21	195	160	
503122	22	195	180	
503123	23	195	180	
503124	24	230	200	
503125	25	230	200	
503126	26	230	220	
503127	27	270	220	
503128	28	270	240	
503129	29	270	240	
503130	30	310	260	
503131	31	310	260	
503132	32	330	280	
503133	33	375	280	
503134	34	375	300	
503135	35	420	300	
503136	36	420	320	
503137	37	470	320	
503138	38	470	340	
503139	39	520	340	
503140	40	520	360	
503141	41	575	360	
503142	42	575	380	
503143	43	635	380	
503144	44	635	400	
503200	0	10	30	
503201	1	10	30	
503202	2	10	30	
503203	3	30	30	
503204	4	30	30	
503205	5	30	30	
503206	6	50	60	
503207	7	50	60	
503208	8	50	60	
503209	9	75	80	
503210	10	75	80	
503211	11	75	80	
503212	12	100	100	
503213	13	100	100	
503214	14	100	100	
503215	15	130	120	
503216	16	130	120	
503217	17	130	120	
503218	18	160	140	
503219	19	160	140	
503220	20	160	160	
503221	21	195	160	
503222	22	195	180	
503223	23	195	180	
503224	24	230	200	
503225	25	230	200	
503226	26	230	220	
503227	27	270	220	
503228	28	270	240	
503229	29	270	240	
503230	30	310	260	
503231	31	310	260	
503232	32	330	280	
503233	33	375	280	
503234	34	375	300	
503235	35	420	300	
503236	36	420	320	
503237	37	470	320	
503238	38	470	340	
503239	39	520	340	
503240	40	520	360	
503241	41	575	360	
503242	42	575	380	
503243	43	635	380	
503244	44	635	400	
503300	0	10	30	
503301	1	10	30	
503302	2	10	30	
503303	3	30	30	
503304	4	30	30	
503305	5	30	30	
503306	6	50	60	
503307	7	50	60	
503308	8	50	60	
503309	9	75	80	
503310	10	75	80	
503311	11	75	80	
503312	12	100	100	
503313	13	100	100	
503314	14	100	100	
503315	15	130	120	
503316	16	130	120	
503317	17	130	120	
503318	18	160	140	
503319	19	160	140	
503320	20	160	160	
503321	21	195	160	
503322	22	195	180	
503323	23	195	180	
503324	24	230	200	
503325	25	230	200	
503326	26	230	220	
503327	27	270	220	
503328	28	270	240	
503329	29	270	240	
503330	30	310	260	
503331	31	310	260	
503332	32	330	280	
503333	33	375	280	
503334	34	375	300	
503335	35	420	300	
503336	36	420	320	
503337	37	470	320	
503338	38	470	340	
503339	39	520	340	
503340	40	520	360	
503341	41	575	360	
503342	42	575	380	
503343	43	635	380	
503344	44	635	400	
