int	int	string	string	int	int[]	int64	int	DTItemNum[]	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int[]	int[]	int[]	int	int	int	int	int	int	int	int
1302	202	米兰	Milan	8	12648;12649;12650;12651;12652;12653;12654;12655	1610738000	879164	2:365420000;5004:100	0	0	1401	1502	0	0	0	0	0	0	0	0	1501	0	0	2223	0	0	0	0	0	1501	0	0	2223	0	0	0	1202	0	0	0	0	2224	0	0	0	1202	0	0	2225	0	0	0	0	6732;142113	6102	100;50;25;12	4	100	1301	1303	0	0	106	1302
1303	203	那不勒斯	Naples	8	12656;12657;12658;12659;12660;12661;12662;12663	1623669000	890780	2:365420000;5004:100	1102	0	0	1502	0	0	0	0	0	0	1202	1402	0	0	0	0	0	0	1102	0	0	0	0	0	2247	0	0	0	0	1402	0	0	0	2247	0	0	0	0	0	1501	0	0	2249	0	0	6800;143536	6104;6103;5005	100;50;25;12	4	100	1302	1304	0	0	106	1303
1304	204	都灵	Turin	8	12664;12665;12666;12667;12668;12669;12670;12671	1636704000	902396	2:376470000;5004:100	0	0	0	1502	2271	0	0	0	0	0	0	0	1502	2270	0	0	0	0	0	1203	1401	0	0	0	0	0	0	0	1201	0	0	0	2270	0	0	0	0	1202	0	1502	0	0	0	0	0	6800;143536	6104;6109	100;50;25;12	4	100	1303	1305	0	0	106	1304
1305	205	热那亚	Genoa	8	12672;12673;12674;12675;12676;12677;12678;12679	1649844000	914012	2:376470000;5004:100	1101	0	1402	0	0	0	0	0	0	0	0	1401	0	0	2295	0	0	0	0	0	1401	0	2299	0	0	0	0	0	1201	0	0	0	0	2297	0	0	0	0	1401	1501	0	0	0	0	0	6868;144972	6104;6102;5005	100;50;25;12	4	100	1304	1306	0	0	106	1305
1306	206	佛罗伦萨	Florence	8	12680;12681;12682;12683;12684;12685;12686;12687	1663090000	926112	2:376470000;5004:100	0	0	1402	1501	0	0	0	0	0	0	0	0	1502	2324	0	0	0	0	0	1202	0	0	0	0	2324	0	0	1102	0	0	0	2324	0	0	0	0	0	0	0	1501	0	2324	0	0	0	6868;144972	6105;6103	100;50;25;12	4	100	1305	1307	0	0	106	1306
1307	207	威尼斯	Venice	8	12688;12689;12690;12691;12692;12693;12694;12695	1676441000	938212	2:387670000;5004:100	0	0	0	1501	0	0	2347	0	0	0	0	1401	1502	0	0	0	0	0	0	0	1401	1502	0	0	0	0	0	0	1203	1401	0	0	0	0	0	0	1102	1203	0	0	0	0	0	0	0	6936;146422	6105;6109;5005	100;50;25;12	4	100	1306	1308	0	0	106	1307
1308	208	普拉托	Prato	8	12696;12697;12698;12699;12700;12701;12702;12703	1689900000	950312	2:387670000;5004:100	0	0	1401	0	2372	0	0	0	0	1101	0	0	0	2371	0	0	0	0	0	1203	0	0	2373	0	0	0	0	0	0	1401	0	0	2374	0	0	0	0	0	0	1502	0	2371	0	0	0	6936;146422	6105;6102	100;50;25;12	4	100	1307	1309	0	0	106	1308
1309	209	巴勒莫	Palermo	8	12704;12705;12706;12707;12708;12709;12710;12711	1703467000	962412	2:387670000;5004:100	0	0	1402	0	0	2395	0	0	0	0	0	1401	0	2395	0	0	0	0	1102	0	0	0	2395	0	0	0	0	0	0	1401	0	2400	0	0	0	0	0	1201	1401	0	0	0	0	0	0	7006;147886	6104;5005	100;50;25;12	4	100	1308	1310	0	0	106	1309
1310	210	博洛尼亚	Bologna	8	12712;12713;12714;12715;12716;12717;12718;12719	1717143000	974512	2:399060000;5004:100	0	0	1401	0	2423	0	0	0	0	0	0	1401	0	0	0	2423	0	0	0	0	1402	0	2420	0	0	0	0	0	0	0	1502	0	0	2421	0	0	1102	0	0	0	0	0	2421	0	0	7006;147886	6104	100;50;25;12	4	100	1309	1311	0	0	106	1310
1311	211	巴里	Bari	8	12720;12721;12722;12723;12724;12725;12726;12727	1730929000	1032033	2:399060000;5004:100	0	0	1401	0	0	0	2448	0	0	1102	0	0	0	0	0	2448	0	0	0	1201	0	0	0	2447	0	0	0	1101	0	0	1501	0	0	0	0	0	0	0	1401	0	0	2450	0	0	0	7076;149363	6105;5005	100;50;25;12	4	100	1310	1312	0	0	106	1311
1312	212	卡塔尼亚	Catania	8	12728;12729;12730;12731;12732;12733;12734;12735	1744825000	1045258	2:399060000;5004:100	0	0	0	1501	0	0	2472	0	0	0	0	0	1501	0	2471	0	0	0	0	1203	0	1502	0	0	0	0	0	0	0	1401	1502	0	0	0	0	0	0	1202	0	0	0	2470	0	0	0	7076;149363	6105	100;50;25;12	4	100	1311	1313	0	0	106	1312
1313	213	维罗纳	Verona	8	12736;12737;12738;12739;12740;12741;12742;12743	1758833000	1058483	2:410600000;5004:100	0	0	0	1502	2499	0	0	0	0	0	0	1401	0	2497	0	0	0	0	1102	0	0	1501	0	0	0	0	0	0	1202	0	0	0	2495	0	0	0	0	1203	0	1501	0	0	0	0	0	7146;150858	6103;5005	100;50;25;12	4	100	1312	1314	0	0	106	1313
1314	214	帕多瓦	Padova	8	12744;12745;12746;12747;12748;12749;12750;12751	1772953000	1071708	2:410600000;5004:100	0	1201	0	1501	0	0	0	0	0	0	0	0	1502	0	2524	0	0	0	1102	1201	0	0	0	0	0	0	0	0	1201	0	0	2521	0	0	0	0	1102	0	0	1502	0	0	0	0	0	7146;150858	6103	100;50;25;12	4	100	1313	1315	0	0	106	1314
1315	215	的里雅斯特	Trieste	8	12752;12753;12754;12755;12756;12757;12758;12759	1787187000	1084933	2:410600000;5004:100	0	0	1402	0	2545	0	0	0	0	0	0	1401	0	0	0	2550	0	0	0	1201	0	1501	0	0	0	0	0	0	0	1402	0	0	0	2546	0	0	0	0	1402	0	0	2550	0	0	0	7218;152366	6109;5005	100;50;25;12	4	100	1314	1316	0	0	106	1315
1316	216	塔兰托	Taranto	8	12760;12761;12762;12763;12764;12765;12766;12767	1801535000	1098687	2:422330000;5004:100	0	0	0	1501	2574	0	0	0	0	1101	0	1402	0	0	0	0	0	0	0	1202	0	0	0	2572	0	0	0	1102	0	0	1502	0	0	0	0	0	0	0	1401	1502	0	0	0	0	0	7218;152366	6109	100;50;25;12	4	100	1315	1317	0	0	106	1316
1317	217	布雷西亚	Brescia	8	12768;12769;12770;12771;12772;12773;12774;12775	1815998000	1112441	2:422330000;5004:100	0	1201	0	0	0	0	2596	0	0	1101	0	1401	0	0	0	0	0	0	1102	1201	0	0	0	0	0	0	0	1101	0	1401	0	0	0	0	0	0	0	1202	0	0	0	2596	0	0	0	7290;153891	6102;5005	100;50;25;12	4	100	1316	1318	0	0	106	1317
1318	218	帕尔马	Parma	8	12776;12777;12778;12779;12780;12781;12782;12783	1830577000	1126195	2:422330000;5004:100	1101	0	0	0	0	2622	0	0	0	1102	0	0	0	0	2622	0	0	0	0	0	1402	0	2623	0	0	0	0	0	1203	0	1502	0	0	0	0	0	1101	0	0	0	0	2621	0	0	0	7290;153891	6102	100;50;25;12	4	100	1317	1319	0	0	106	1318
1319	219	佩鲁贾	Perugia	8	12784;12785;12786;12787;12788;12789;12790;12791	1845273000	1139949	2:434220000;5004:100	0	1202	1402	0	0	0	0	0	0	0	0	0	1501	2648	0	0	0	0	0	1203	0	0	0	2647	0	0	0	1101	0	0	0	0	2649	0	0	0	0	0	0	1501	0	0	2648	0	0	7363;155430	6104;6103;5005	100;50;25;12	4	100	1318	1320	0	0	106	1319
1320	220	里窝那	Livorno	8	12792;12793;12794;12795;12796;12797;12798;12799	1860087000	1153703	2:434220000;5004:100	0	0	1402	0	0	0	2674	0	0	0	1202	1402	0	0	0	0	0	0	0	0	1401	0	0	0	2672	0	0	1101	0	0	0	2673	0	0	0	0	0	0	1401	0	0	0	2671	0	0	7363;155430	6104;6109	100;50;25;12	4	100	1319	1321	0	0	106	1320
1321	221	卡利亚里	Cagliari	9	12800;12801;12802;12803;12804;12805;12806;12807;12808	1875020000	1218840	2:434220000;5007:5	0	0	1402	0	2695	0	0	0	0	1102	1202	0	0	0	0	0	0	0	0	0	1402	0	0	2698	0	0	0	1102	0	1401	0	0	0	0	0	0	1101	0	1402	0	0	0	0	0	0	7437;156986	6104;6102;5005	100;50;25;12	4	100	1320	1322	0	0	106	1321
1322	222	拉韦纳	Ravenna	9	12809;12810;12811;12812;12813;12814;12815;12816;12817	1890073000	1233816	2:446310000;5007:5	0	1203	0	0	0	0	2725	0	0	0	0	0	1502	0	0	2720	0	0	0	1201	0	0	0	2725	0	0	0	0	0	0	1501	2724	0	0	0	0	1102	0	0	0	2721	0	0	0	0	7437;156986	6105;6103	100;50;25;12	4	100	1321	1323	0	0	106	1322
1323	223	萨莱诺	Salerno	9	12818;12819;12820;12821;12822;12823;12824;12825;12826	1905247000	1248792	2:446310000;5007:5	0	1202	0	1501	0	0	0	0	0	0	0	0	1501	0	0	2748	0	0	0	1201	0	0	0	0	2747	0	0	0	0	0	1501	2745	0	0	0	0	0	1203	0	0	0	0	2747	0	0	7511;158555	6105;6109;5005	100;50;25;12	4	100	1322	1324	0	0	106	1323
1324	224	锡拉库萨	Syracuse	9	12827;12828;12829;12830;12831;12832;12833;12834;12835	1920542000	1263768	2:446310000;5007:5	1101	0	1402	0	0	0	0	0	0	1101	0	1401	0	0	0	0	0	0	1101	1202	0	0	0	0	0	0	0	0	1203	0	0	0	0	2770	0	0	0	0	1401	0	2773	0	0	0	0	7511;158555	6105;6102	100;50;25;12	4	100	1323	1325	0	0	106	1324
1325	225	蒙扎	Monza	9	12836;12837;12838;12839;12840;12841;12842;12843;12844	1935961000	1278744	2:458560000;5007:5	1101	1203	0	0	0	0	0	0	0	1102	0	0	0	2797	0	0	0	0	0	1202	0	0	2800	0	0	0	0	1101	0	0	0	0	2797	0	0	0	1101	0	0	0	0	2799	0	0	0	7586;160141	6104;5005	100;50;25;12	4	100	1324	1326	0	0	106	1325
1326	226	贝加莫	Bergamo	9	12845;12846;12847;12848;12849;12850;12851;12852;12853	1951503000	1294296	2:458560000;5007:5	0	1201	0	0	0	0	2821	0	0	0	0	1401	0	2824	0	0	0	0	0	1203	0	1502	0	0	0	0	0	1101	0	1401	0	0	0	0	0	0	0	0	0	1502	0	2820	0	0	0	7586;160141	6104	100;50;25;12	4	100	1325	1327	0	0	106	1326
1327	227	拉蒂纳	Latina	9	12854;12855;12856;12857;12858;12859;12860;12861;12862	1967170000	1309848	2:458560000;5007:5	1101	1203	0	0	0	0	0	0	0	0	0	1402	0	0	0	2849	0	0	1101	0	1401	0	0	0	0	0	0	0	0	1401	0	0	0	2845	0	0	0	0	1402	0	0	0	2847	0	0	7662;161744	6105;5005	100;50;25;12	4	100	1326	1328	0	0	106	1327
1328	228	弗利	Forlì	9	12863;12864;12865;12866;12867;12868;12869;12870;12871	1982963000	1325400	2:471020000;5007:5	1102	0	0	0	2871	0	0	0	0	0	0	0	1501	0	2874	0	0	0	0	0	1401	0	0	0	2873	0	0	1101	0	0	0	2875	0	0	0	0	1101	0	0	1502	0	0	0	0	0	7662;161744	6105	100;50;25;12	4	100	1327	1329	0	0	106	1328
1329	229	诺瓦拉	Novara	9	12872;12873;12874;12875;12876;12877;12878;12879;12880	1998882000	1340952	2:471020000;5007:5	1101	0	0	0	0	0	2899	0	0	0	0	1401	0	2897	0	0	0	0	1101	0	0	0	0	0	2900	0	0	0	1202	1401	0	0	0	0	0	0	1101	0	0	0	2895	0	0	0	0	7739;163361	6103;5005	100;50;25;12	4	100	1328	1330	0	0	106	1329
1330	230	博尔扎诺	Bolzano	9	12881;12882;12883;12884;12885;12886;12887;12888;12889	2014930000	1356504	2:471020000;5007:5	0	0	0	1501	2922	0	0	0	0	0	0	0	1501	2921	0	0	0	0	1102	0	1401	0	0	0	0	0	0	0	0	1402	1502	0	0	0	0	0	1102	0	0	0	0	2921	0	0	0	7739;163361	6103	100;50;25;12	4	100	1329	1331	0	0	106	1330
1331	231	皮亚琴察	Piacenza	9	12890;12891;12892;12893;12894;12895;12896;12897;12898	2031106000	1429900	2:483640000;5007:5	0	0	1402	0	0	0	2947	0	0	1101	0	0	0	0	0	2948	0	0	0	0	1402	0	0	0	2945	0	0	0	0	0	1502	0	2945	0	0	0	0	0	0	1502	0	2949	0	0	0	7816;164994	6109;5005	100;50;25;12	4	100	1330	1332	0	0	106	1331
1332	232	乌迪内	Udine	9	12899;12900;12901;12902;12903;12904;12905;12906;12907	2047412000	1446775	2:483640000;5007:5	0	1202	0	0	0	2974	0	0	0	0	1202	0	0	0	0	2972	0	0	0	1201	0	0	2970	0	0	0	0	1102	0	0	0	2970	0	0	0	0	0	0	0	1502	0	2972	0	0	0	7816;164994	6109	100;50;25;12	4	100	1331	1333	0	0	106	1332
1333	233	切塞纳	Cesena	9	12908;12909;12910;12911;12912;12913;12914;12915;12916	2063849000	1463650	2:483640000;5007:5	1101	0	0	0	0	0	2997	0	0	1102	0	0	1502	0	0	0	0	0	0	1201	0	1502	0	0	0	0	0	1101	0	0	0	0	0	2999	0	0	0	0	0	1502	0	2997	0	0	0	7894;166644	6102;5005	100;50;25;12	4	100	1332	1334	0	0	106	1333
1334	234	佩萨罗	Pesaro	9	12917;12918;12919;12920;12921;12922;12923;12924;12925	2080418000	1480525	2:496470000;5007:5	0	0	0	1501	3023	0	0	0	0	0	1203	0	0	3021	0	0	0	0	0	0	0	1502	3023	0	0	0	0	0	0	1401	0	3020	0	0	0	0	0	1201	0	0	0	0	3020	0	0	7894;166644	6102	100;50;25;12	4	100	1333	1335	0	0	106	1334
1335	235	比萨	Pisa	9	12926;12927;12928;12929;12930;12931;12932;12933;12934	2097120000	1497400	2:496470000;5007:5	0	0	0	1502	3046	0	0	0	0	1102	0	0	0	3049	0	0	0	0	0	1201	0	0	0	0	3047	0	0	0	0	1401	0	0	3050	0	0	0	1101	0	1401	0	0	0	0	0	0	7973;168311	6104;6103;5005	100;50;25;12	4	100	1334	1336	0	0	106	1335
1336	236	科莫	Como	9	12935;12936;12937;12938;12939;12940;12941;12942;12943	2113956000	1514900	2:496470000;5007:5	0	0	0	1502	0	0	3071	0	0	0	1202	0	0	0	3075	0	0	0	0	1203	1402	0	0	0	0	0	0	0	1203	0	0	0	3071	0	0	0	1101	1201	0	0	0	0	0	0	0	7973;168311	6104;6109	100;50;25;12	4	100	1335	1337	0	0	106	1336
1337	237	马萨	Massa	9	12944;12945;12946;12947;12948;12949;12950;12951;12952	2130927000	1532400	2:509470000;5007:5	0	1201	0	1501	0	0	0	0	0	0	0	1402	1502	0	0	0	0	0	1101	0	0	0	0	3097	0	0	0	0	0	1401	0	0	3099	0	0	0	0	1201	0	0	3099	0	0	0	0	8053;169994	6104;6102;5005	100;50;25;12	4	100	1336	1338	0	0	106	1337
1338	238	阿格里真托	Agrigento	9	12953;12954;12955;12956;12957;12958;12959;12960;12961	2148034000	1549900	2:509470000;5007:5	1102	0	0	1501	0	0	0	0	0	0	1203	0	1502	0	0	0	0	0	0	1201	0	0	3125	0	0	0	0	0	1203	0	0	0	3125	0	0	0	1102	0	0	1502	0	0	0	0	0	8053;169994	6105;6103	100;50;25;12	4	100	1337	1339	0	0	106	1338
1339	239	圣雷莫	Sanremo	9	12962;12963;12964;12965;12966;12967;12968;12969;12970	2165279000	1567400	2:509470000;5007:5	0	0	0	1501	0	0	3149	0	0	0	1202	0	1501	0	0	0	0	0	0	0	1402	0	0	0	3150	0	0	0	1202	0	0	0	3146	0	0	0	1102	0	1401	0	0	0	0	0	0	8133;171694	6105;6109;5005	100;50;25;12	4	100	1338	1340	0	0	106	1339
1340	240	维琴察	Vicenza	9	12971;12972;12973;12974;12975;12976;12977;12978;12979	2182662000	1584900	2:522690000;5007:5	0	1202	1401	0	0	0	0	0	0	0	1202	1401	0	0	0	0	0	0	1102	0	1402	0	0	0	0	0	0	0	1201	1402	0	0	0	0	0	0	0	0	1402	0	0	3173	0	0	0	8133;171694	6105;6102	100;50;25;12	4	100	1339	1341	0	0	106	1340
1341	241	柏林	Berlin	8	12980;12981;12982;12983;12984;12985;12986;12987	2200185000	1667224	2:522690000;5004:150	0	0	0	1501	0	0	3198	0	0	0	0	0	1501	0	0	3197	0	0	0	0	1402	0	0	0	3198	0	0	0	0	1401	0	0	0	3197	0	0	1101	0	0	1502	0	0	0	0	0	8215;173411	6104;5005	100;50;25;12	4	100	1340	1342	0	0	107	1341
1342	242	汉堡	Hamburg	8	12988;12989;12990;12991;12992;12993;12994;12995	2217849000	1686152	2:522690000;5004:150	0	0	0	1501	0	0	3228	0	0	0	0	0	1501	0	3226	0	0	0	1101	0	0	0	0	3228	0	0	0	0	1202	0	0	3228	0	0	0	0	0	0	0	1502	0	0	3226	0	0	8215;173411	6104	100;50;25;12	4	100	1341	1343	0	0	107	1342
1343	243	慕尼黑	München	8	12996;12997;12998;12999;13000;13001;13002;13003	2235654000	1705080	2:536090000;5004:150	0	1203	0	0	0	3259	0	0	0	0	1201	0	1501	0	0	0	0	0	0	0	1401	0	0	0	3259	0	0	0	0	1402	0	3257	0	0	0	0	0	0	1402	0	0	3258	0	0	0	8297;175144	6105;5005	100;50;25;12	4	100	1342	1344	0	0	107	1343
1344	244	科隆	Köln	8	13004;13005;13006;13007;13008;13009;13010;13011	2253602000	1724008	2:536090000;5004:150	1102	0	0	1501	0	0	0	0	0	0	1203	0	0	0	0	3289	0	0	0	1203	1401	0	0	0	0	0	0	1102	0	0	0	3288	0	0	0	0	0	1203	0	1501	0	0	0	0	0	8297;175144	6105	100;50;25;12	4	100	1343	1345	0	0	107	1344
1345	245	美因河畔法兰克福	Frankfurt am Main	8	13012;13013;13014;13015;13016;13017;13018;13019	2271695000	1742936	2:536090000;5004:150	0	0	0	1502	0	3318	0	0	0	1102	0	0	0	0	3317	0	0	0	0	1201	0	0	0	3317	0	0	0	1101	0	1402	0	0	0	0	0	0	1101	0	1402	0	0	0	0	0	0	8380;176897	6103;5005	100;50;25;12	4	100	1344	1346	0	0	107	1345
1346	246	斯图加特	Stuttgart	8	13020;13021;13022;13023;13024;13025;13026;13027	2289932000	1762540	2:549710000;5004:150	1101	0	0	0	3350	0	0	0	0	0	1201	0	0	3346	0	0	0	0	0	1203	0	1502	0	0	0	0	0	0	0	0	1502	0	0	3350	0	0	0	1202	0	0	0	0	3346	0	0	8380;176897	6103	100;50;25;12	4	100	1345	1347	0	0	107	1346
1347	247	杜塞尔多夫	Düsseldorf	8	13028;13029;13030;13031;13032;13033;13034;13035	2308316000	1782144	2:549710000;5004:150	0	1203	0	0	0	3379	0	0	0	0	0	1401	0	0	0	3379	0	0	0	0	1402	0	3376	0	0	0	0	1101	0	0	1501	0	0	0	0	0	0	0	0	1502	0	0	3377	0	0	8464;178666	6109;5005	100;50;25;12	4	100	1346	1348	0	0	107	1347
1348	248	多特蒙德	Dortmund	8	13036;13037;13038;13039;13040;13041;13042;13043	2326848000	1801748	2:549710000;5004:150	0	0	0	1501	3410	0	0	0	0	1102	0	0	1502	0	0	0	0	0	0	1203	0	0	0	0	3405	0	0	0	0	1402	0	0	0	3405	0	0	0	1201	0	0	0	3410	0	0	0	8464;178666	6109	100;50;25;12	4	100	1347	1349	0	0	107	1348
1349	249	埃森	Essen	8	13044;13045;13046;13047;13048;13049;13050;13051	2345528000	1821352	2:563520000;5004:150	0	0	1402	0	0	3437	0	0	0	0	1201	0	0	0	0	3437	0	0	0	0	0	1501	0	3440	0	0	0	1101	0	1401	0	0	0	0	0	0	1101	0	0	0	3436	0	0	0	0	8548;180452	6102;5005	100;50;25;12	4	100	1348	1350	0	0	107	1349
1350	250	不来梅	Bremen	8	13052;13053;13054;13055;13056;13057;13058;13059	2364359000	1840956	2:563520000;5004:150	0	1201	1401	0	0	0	0	0	0	1102	1203	0	0	0	0	0	0	0	1101	0	0	0	0	0	3465	0	0	0	0	0	1501	0	3468	0	0	0	0	0	0	1501	3469	0	0	0	0	8548;180452	6102	100;50;25;12	4	100	1349	1351	0	0	107	1350
1351	251	德累斯顿	Dresden	8	13060;13061;13062;13063;13064;13065;13066;13067	2383340000	1932903	2:563520000;5004:150	0	0	1402	0	3495	0	0	0	0	0	0	0	1501	3496	0	0	0	0	0	0	0	1502	0	3498	0	0	0	0	1201	0	0	3499	0	0	0	0	0	0	0	1501	3500	0	0	0	0	8634;182258	6104;6103;5005	100;50;25;12	4	100	1350	1352	0	0	107	1351
1352	252	莱比锡	Leipzig	8	13068;13069;13070;13071;13072;13073;13074;13075	2402474000	1954044	2:577550000;5004:150	1102	0	0	1502	0	0	0	0	0	0	0	0	1501	3530	0	0	0	0	0	0	0	1502	3528	0	0	0	0	0	1202	0	0	0	3525	0	0	0	1101	0	0	1502	0	0	0	0	0	8634;182258	6104;6109	100;50;25;12	4	100	1351	1353	0	0	107	1352
1353	253	汉诺威	Hannover	8	13076;13077;13078;13079;13080;13081;13082;13083	2421762000	1975185	2:577550000;5004:150	1102	0	0	0	0	3559	0	0	0	0	0	0	1501	0	0	3559	0	0	0	1202	0	0	0	3560	0	0	0	0	0	1402	0	3555	0	0	0	0	0	0	0	1501	3555	0	0	0	0	8720;184080	6104;6102;5005	100;50;25;12	4	100	1352	1354	0	0	107	1353
1354	254	纽伦堡	Nürnberg	8	13084;13085;13086;13087;13088;13089;13090;13091	2441204000	1996326	2:577550000;5004:150	1102	0	0	0	0	0	3590	0	0	1102	0	0	1502	0	0	0	0	0	0	1202	0	0	0	0	3590	0	0	0	0	1401	0	0	3590	0	0	0	0	1203	0	0	3585	0	0	0	0	8720;184080	6105;6103	100;50;25;12	4	100	1353	1355	0	0	107	1354
1355	255	波恩	Bonn	8	13092;13093;13094;13095;13096;13097;13098;13099	2460803000	2017467	2:591770000;5004:150	0	0	1401	1501	0	0	0	0	0	0	1201	0	1502	0	0	0	0	0	0	1201	0	1501	0	0	0	0	0	0	0	1401	0	0	3616	0	0	0	0	0	0	1502	3615	0	0	0	0	8807;185922	6105;6109;5005	100;50;25;12	4	100	1354	1356	0	0	107	1355
1356	256	杜伊斯堡	Duisburg	8	13100;13101;13102;13103;13104;13105;13106;13107	2480558000	2039337	2:591770000;5004:150	0	1202	0	0	3646	0	0	0	0	1101	0	0	1501	0	0	0	0	0	1101	0	1401	0	0	0	0	0	0	0	0	1401	1501	0	0	0	0	0	1102	0	0	0	3650	0	0	0	0	8807;185922	6105;6102	100;50;25;12	4	100	1355	1357	0	0	107	1356
1357	257	伍珀塔尔	Wuppertal	8	13108;13109;13110;13111;13112;13113;13114;13115	2500473000	2061207	2:591770000;5004:150	0	1201	0	0	3678	0	0	0	0	1101	0	0	0	0	3678	0	0	0	0	1203	1401	0	0	0	0	0	0	0	1202	0	0	0	0	3677	0	0	0	0	0	1502	0	3678	0	0	0	8895;187780	6104;5005	100;50;25;12	4	100	1356	1358	0	0	107	1357
1358	258	奥格斯堡	Augsburg	8	13116;13117;13118;13119;13120;13121;13122;13123	2520547000	2083077	2:606230000;5004:150	1102	0	0	0	3709	0	0	0	0	0	1201	0	0	3705	0	0	0	0	1102	0	0	0	3707	0	0	0	0	1102	0	0	0	3710	0	0	0	0	0	1201	0	0	0	0	3707	0	0	8895;187780	6104	100;50;25;12	4	100	1357	1359	0	0	107	1358
1359	259	开姆尼茨	Chemnitz	8	13124;13125;13126;13127;13128;13129;13130;13131	2540782000	2104947	2:606230000;5004:150	0	1203	0	0	0	3735	0	0	0	0	0	1401	0	0	3735	0	0	0	1101	0	1401	0	0	0	0	0	0	1102	0	0	1501	0	0	0	0	0	1101	1202	0	0	0	0	0	0	0	8984;189658	6105;5005	100;50;25;12	4	100	1358	1360	0	0	107	1359
1360	260	基尔	Kiel	8	13132;13133;13134;13135;13136;13137;13138;13139	2561180000	2126817	2:606230000;5004:150	1102	0	0	0	0	0	3767	0	0	0	0	1401	1501	0	0	0	0	0	0	1203	1401	0	0	0	0	0	0	1102	1203	0	0	0	0	0	0	0	0	0	0	1501	0	3769	0	0	0	8984;189658	6105	100;50;25;12	4	100	1359	1361	0	0	107	1360
1361	261	哈雷	Halle	9	13140;13141;13142;13143;13144;13145;13146;13147;13148	2581742000	2229108	2:620880000;5007:5	0	1202	0	0	3796	0	0	0	0	0	1203	0	0	0	0	3795	0	0	0	1201	0	1502	0	0	0	0	0	1102	0	0	0	0	3796	0	0	0	0	0	0	1501	0	0	3800	0	0	9074;191555	6103;5005	100;50;25;12	4	100	1360	1362	0	0	107	1361
1362	262	弗莱堡	Freiburg	9	13149;13150;13151;13152;13153;13154;13155;13156;13157	2602468000	2252628	2:620880000;5007:5	0	0	0	1501	0	0	3829	0	0	1101	0	0	0	3827	0	0	0	0	1101	0	0	0	0	3826	0	0	0	0	1203	0	0	0	3826	0	0	0	0	0	1401	1501	0	0	0	0	0	9074;191555	6103	100;50;25;12	4	100	1361	1363	0	0	107	1362
1363	263	吕贝克	Lübeck	9	13158;13159;13160;13161;13162;13163;13164;13165;13166	2623361000	2276148	2:620880000;5007:5	0	0	1401	0	3858	0	0	0	0	0	0	0	1501	0	0	3858	0	0	0	0	0	1502	0	3858	0	0	0	1101	0	0	0	0	0	3856	0	0	1101	0	1402	0	0	0	0	0	0	9165;193472	6109;5005	100;50;25;12	4	100	1362	1364	0	0	107	1363
1364	264	奥伯豪森	Oberhausen	9	13167;13168;13169;13170;13171;13172;13173;13174;13175	2644422000	2299668	2:635780000;5007:5	0	1201	0	0	3890	0	0	0	0	0	0	1402	0	0	3890	0	0	0	0	0	1402	0	3888	0	0	0	0	0	0	1401	0	3889	0	0	0	0	1102	0	1402	0	0	0	0	0	0	9165;193472	6109	100;50;25;12	4	100	1363	1365	0	0	107	1364
1365	265	罗斯托克	Rostock	9	13176;13177;13178;13179;13180;13181;13182;13183;13184	2665652000	2323188	2:635780000;5007:5	0	1202	0	0	3918	0	0	0	0	0	1203	0	0	3918	0	0	0	0	1101	1201	0	0	0	0	0	0	0	0	0	1402	0	0	3918	0	0	0	0	0	0	1502	3919	0	0	0	0	9257;195408	6102;5005	100;50;25;12	4	100	1364	1366	0	0	107	1365
1366	266	美因茨	Mainz	9	13185;13186;13187;13188;13189;13190;13191;13192;13193	2687052000	2347492	2:635780000;5007:5	1101	0	1402	0	0	0	0	0	0	0	0	0	1501	3949	0	0	0	0	0	1201	0	0	3947	0	0	0	0	0	1203	1401	0	0	0	0	0	0	0	0	0	1501	0	0	3949	0	0	9257;195408	6102	100;50;25;12	4	100	1365	1367	0	0	107	1366
1367	267	哈根	Hagen	9	13194;13195;13196;13197;13198;13199;13200;13201;13202	2708624000	2371796	2:650880000;5007:5	0	0	0	1501	3979	0	0	0	0	0	0	0	1502	3978	0	0	0	0	0	0	1401	0	3978	0	0	0	0	0	0	1402	0	3979	0	0	0	0	0	0	1401	0	0	0	3977	0	0	9349;197361	6104;6103;5005	100;50;25;12	4	100	1366	1368	0	0	107	1367
1368	268	路德维希港	Ludwigshafen	9	13203;13204;13205;13206;13207;13208;13209;13210;13211	2730369000	2396100	2:650880000;5007:5	1102	0	1401	0	0	0	0	0	0	1102	0	0	0	4008	0	0	0	0	0	1201	1402	0	0	0	0	0	0	0	0	1401	0	0	0	4010	0	0	0	0	0	1502	0	4005	0	0	0	9349;197361	6104;6109	100;50;25;12	4	100	1367	1369	0	0	107	1368
1369	269	海德堡	Heidelberg	9	13212;13213;13214;13215;13216;13217;13218;13219;13220	2752289000	2420404	2:650880000;5007:5	0	1201	1402	0	0	0	0	0	0	0	1202	0	0	0	4036	0	0	0	0	0	1401	0	0	4036	0	0	0	0	0	0	1501	0	4035	0	0	0	1101	0	0	1502	0	0	0	0	0	9443;199336	6104;6102;5005	100;50;25;12	4	100	1368	1370	0	0	107	1369
